"","Overall"
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Thioalkalispiraceae|g__Thiohalophilus`",0.00263124225108225
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__Rubritalea`",0.00422412551892552
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Sedimenticolaceae|g__Sedimenticola`",0.000225201190476191
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__Cryomorpha`",0.00138546719336219
"`k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Pirellulales|f__Pirellulaceae|g__Bremerella`",0.00435030944444445
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Defluviimonas`",0.00166315512820513
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Tenderiales|f__Tenderiaceae|g__Candidatus_Tenderia`",0.00140263619047619
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Larsenimonas`",0.00198683422244422
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Marixanthomonas`",0.00720905170257847
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Halodurantibacterium`",6.19299999999993e-05
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__Litorimonas`",0.00123826357142857
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__Synechocystis_BDHKU-20401`",9.9405e-05
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum`",0.00663215871683872
"`k__Bacteria|p__Balneolota|c__Balneolia|o__Balneolales|f__Balneolaceae|g__Gracilimonas`",0.0043505530952381
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Cyanobacteriaceae|g__Geminobacterium`",0.000254408333333333
"`k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae|g__Sandaracinus`",0.0123127387420912
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Pedosphaerales|f__Pedosphaeraceae|g__SCGC_AAA164-E04`",0.00489580573038074
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__UCYN-C`",2.61333333333332e-05
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter`",0.00893432348290599
"`k__Bacteria|p__Acetothermia|c__Acetothermiia|o__|f__|g__AOM-SR-B11`",0.0101176275824176
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__Desulfofustis`",0.0213313993115218
"`k__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__Oligoflexaceae|g__Pseudobacteriovorax`",0.00026854642857143
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae|g__Glaciecola`",0.000643219047619048
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Dokdonia`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Hanstruepera`",0
"`k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__Phycisphaera`",0.00187252953823954
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Roseivirga`",0.000478291284271284
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Halochromatium`",7.97066666666664e-05
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae|g__Kyrtuthrix`",8.06666666666659e-06
"`k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae|g__Calorithrix`",4.50416666666669e-05
"`k__Bacteria|p__Fibrobacterota|c__Chitinivibrionia|o__Chitinivibrionales|f__Chitinispirillaceae|g__BBMC-4`",0.00505511276334777
"`k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Rubinisphaera`",0.00136695476190476
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Fluviicola`",0.00108290444444444
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae|g__Saccharospirillum`",0.00661691777777778
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Cohaesibacter`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Terasakiellaceae|g__Marivibrio`",0.00017166
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sneathiellales|f__Sneathiellaceae|g__Sneathiella`",0.000140363492063492
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__Luteolibacter`",0.000723758571428571
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Sedimenticolaceae|g__Candidatus_Thiodiazotropha`",0.000243965454545455
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfatiferula`",0.00452264035714286
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Woeseiaceae|g__JTB255_marine_benthic_group`",0.00104019205128205
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Izemoplasmatales|f__Izemoplasmataceae|g__Izimaplasma`",0.00816453408526115
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Roseibium`",0.00198920524064171
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae|g__Porticoccus`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__|f__|g__Wenzhouxiangella`",0.000508378333333332
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae|g__Agarilytica`",0.00219798008658009
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Paraspirulinaceae|g__ESFC-1`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae|g__Aestuariicella`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Kiloniellales|f__Kiloniellaceae|g__Tistlia`",0.000708280873015874
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__Maribellus`",0.00273946776556776
"`k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales|f__Aggregatilineaceae|g__Aggregatilinea`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter`",2.42999999999998e-05
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae|g__Agaribacterium`",0.000360157460317461
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus`",0.00013778
"`k__Bacteria|p__Nitrospirota|c__Thermodesulfovibrionia|o__Thermodesulfovibrionales|f__Thermodesulfovibrionaceae|g__Thermodesulfovibrio`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Seongchinamella`",0.00384046710317461
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Brumimicrobium`",9.26473015873012e-05
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae|g__Reinekea`",0.000320341428571429
"`k__Bacteria|p__Bacillota|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia`",0.000635065454545455
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Kiloniellales|f__Kiloniellaceae|g__Thalassocola`",0.0001283
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__Cyanothece_ATCC_51142_(UCYN-C)`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Rhodovulum`",0.000131833333333334
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobaccia|o__Desulfobaccales|f__Desulfobaccaceae|g__Desulfobacca`",0.000828271300921302
"`k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae|g__YC-ZSS-LKJ147`",0.00672395947033359
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Sungkyunkwania`",0.0020511230952381
"`k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__Serinicoccus`",0
"`k__Bacteria|p__Myxococcota|c__Polyangiia|o__Nannocystales|f__Nannocystaceae|g__Enhygromyxa`",0.000437499999999999
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae|g__Bermanella`",0.00280826927849928
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroserpens`",0.00110449333333333
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae|g__Halioxenophilus`",0.00626056222222223
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Nitrosococcales|f__Nitrosococcaceae|g__AqS1`",0.000465155158730161
"`k__Bacteria|p__Chlorobiota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum`",0.00934212737179488
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Oceanicella`",0.000156529523809524
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mangrovimonas`",0.000872776190476191
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae|g__Catenococcus`",0.00370063551892552
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Roseovarius`",0.00109448571428571
"`k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__Urania-1B-19_marine_sediment_group`",0.000674590000000001
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gilvibacter`",0.00890503687423688
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Kangiellaceae|g__Kangiella`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Colwelliaceae|g__Thalassotalea`",0.00198674853174603
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfarculia|o__Desulfarculales|f__Desulfarculaceae|g__Desulfocarbo`",0.0029649003968254
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Cyanobacteriaceae|g__Symphothece_PCC-7002`",0.0048409284920635
"`k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea`",0.041409448992119
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Defluviicoccales|f__Defluviicoccaceae|g__Defluviicoccus`",3.08266666666665e-05
"`k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Gimesiaceae|g__Gimesia`",0.000252053095238095
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Nitrosococcales|f__Methylophagaceae|g__Methylophaga`",0.000698324523809523
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Ascidiimonas`",0.00419695838661339
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Rubidimonas`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Kiloniellales|f__Kiloniellaceae|g__Tagaea`",0.00458152351731602
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__Persicirhabdus`",5.99733333333334e-05
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__Hirschia`",0.0258336207509158
"`k__Bacteria|p__Myxococcota|c__Polyangiia|o__Haliangiales|f__Haliangiaceae|g__Haliangium`",0.00011295
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Hyunsoonleella`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Acidimangrovimonas`",9.87404761904762e-05
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Lishizhenia`",0.00833973001562164
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Thalassobaculales|f__Thalassobaculaceae|g__Thalassobaculum`",0.00165512183982684
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__OM60(NOR5)_clade`",0.0022188
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Coleofasciculaceae|g__Caldora_VP642b`",3.7408333333333e-05
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae|g__BIyi10`",0.0142517436363636
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Nodosilineaceae|g__MBIC10086`",0.000953716626984127
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfospira`",0.00306141166666667
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Coxiellales|f__Coxiellaceae|g__Coxiella`",4.20333333333329e-05
"`k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Arcobacteraceae|g__Arcobacter`",0.00604424523809524
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Nitrosomonadaceae|g__oc32`",0.000836534523809525
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae|g__Coraliomargarita`",0.0001176
"`k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae|g__JdFR-76`",0.000457354761904762
"`k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Thermomarinilinea`",0
"`k__Bacteria|p__Pseudomonadota|c__Zetaproteobacteria|o__Mariprofundales|f__Mariprofundaceae|g__Mariprofundus`",0.000149185714285715
"`k__Bacteria|p__Acidobacteriota|c__Aminicenantia|o__Aminicenantales|f__Aminicenantaceae|g__Aminicenans`",0.00592918857142857
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae|g__Cerasicoccus`",0.000861551666666668
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__SU2_symbiont_group`",0.00257661849206349
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Sediminimonas`",0.000475906666666666
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae|g__Catenovulum`",0.0026358776984127
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__Robiginitomaculum`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Tranquillimonas`",0
"`k__Bacteria|p__Halanaerobiaeota|c__Halanaerobiia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halocella`",0.00204887663003663
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Albimonas`",0.00165791111111111
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Martelella`",0
"`k__Bacteria|p__Ignavibacteriota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium`",0
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__Desulforhopalus`",0
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma`",0.00129842747252747
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Shewanellaceae|g__Shewanella`",0
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Pedosphaerales|f__Pedosphaeraceae|g__DEV008`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Alcanivoracaceae1|g__Alcanivorax`",0.0001225
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Leeuwenhoekiella`",0.0105801732967033
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Histidinibacterium`",0
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__Desulfobulbus`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Hahellaceae|g__Allohahella`",0.000228536190476191
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Jejudonia`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospiraceae|g__Magnetospira`",7.67999999999998e-05
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geopsychrobacteraceae|g__Pelobacter`",0.0153369725
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia`",0.00144548737373737
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Nitrococcales|f__Nitrococcaceae|g__Arhodomonas`",0.0113452680555556
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Pelagerythrobacter`",0.0106341517038517
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Seonamhaeicola`",0.0102529505128205
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zeaxanthinibacter`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Hahellaceae|g__Hahella`",0
"`k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Rubinisphaeraceae|g__Fuerstia`",0.000266300555555556
"`k__Bacteria|p__Nitrospinota|c__Nitrospinia|o__Nitrospinales|f__Nitrospinaceae|g__Nitrospina`",0.00036
"`k__Bacteria|p__Latescibacterota|c__Latescibacteria|o__Latescibacterales|f__Latescibacteraceae|g__Candidatus_Latescibacter`",0
"`k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Oceanispirochaeta`",0.00168933666666667
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium`",0
"`k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Demequinaceae|g__Demequina`",0.0299937065445666
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Thermosynechococcales|f__Thermosynechococcaceae|g__Synechococcus_IR11`",9.61142857142846e-06
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae|g__Salinivibrio`",0
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Metabacillus`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana`",0.000172806666666667
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pseudoalteromonadaceae|g__Algicola`",2.535e-05
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__Phaeocystidibacter`",0.020315261978022
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geothermobacteraceae|g__Geothermobacter`",0.000520046190476192
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Neobacillus`",0.00132079611111111
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__Cyanobiaceae|g__Cyanobium_PCC-6307`",3.86777777777776e-05
"`k__Bacteria|p__Acidobacteriota|c__Holophagae|o__Acanthopleuribacterales|f__Acanthopleuribacteraceae|g__Thermotomaculum`",0.00315132541855204
"`k__Bacteria|p__Myxococcota|c__Polyangiia|o__Nannocystales|f__Nannocystaceae|g__Nannocystis`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__|f__|g__Candidatus_Berkiella`",0.000742971428571428
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas`",0.000884945454545456
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Coraliitalea`",0
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Paraspirulinaceae|g__Kamptonema`",0.00102698722610723
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Granulosicoccales|f__|g__Methylohalomonas`",0
"`k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Alkalibacteraceae|g__Alkalibacter`",0.00303335317460318
"`k__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__|g__SCGC_AAA011-D5`",0.000702668181818182
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquibacter`",0.00139334134615385
"`k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Natranaerovirga`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Roseibacterium`",0
"`k__Bacteria|p__Bacillota|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Fusibacteraceae|g__Fusibacter`",0
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Desulfuromonadales|f__Geopsychrobacteraceae|g__Malonomonas`",0.00632804380952381
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Nitrosococcales|f__Nitrosococcaceae|g__SZB85`",0.000535277380952381
"`k__Bacteria|p__Bacillota|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Ercella`",0.00516737
"`k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Coleofasciculaceae|g__Symploca_PCC-8002`",1.12666666666666e-05
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Roseospira`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Vannielia`",0.00236764619047619
"`k__Bacteria|p__Chlorobiota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris`",9.59999999999983e-06
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__SEEP-SRB4`",0.000640266666666666
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Culicoidibacter`",0
"`k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Rickettsiellales|f__Rickettsiellaceae|g__Aquicella`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Qinpengyuania`",0
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Microvirga`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Hymenobacteraceae|g__Pontibacter`",0.000656840000000001
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter`",0
"`k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Candidatus_Nitrosopumilus`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Confluentibacter`",0.000123433333333334
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Saprospira`",0.000499316666666667
"`k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Chelativorans`",0
"`k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium`",0
"`k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gangjinia`",0
"`k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Mesobacillus`",2.4806666666667e-05
"`k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__Acidiferrimicrobium`",0
"`k__Bacteria|p__Spirochaetota|c__Leptospirae|o__Leptospirales|f__Leptospiraceae|g__RBG-16-49-21`",0.00013256380952381
"`k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae|g__Puniceicoccus`",0
