Feature ID	Taxon
ASV_14351	k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__;f__;g__;s__
ASV_14352	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14353	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__;s__
ASV_14354	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__;s__
ASV_14355	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Euryhalocaulis;s__
ASV_14356	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14357	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__;s__
ASV_14358	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__;s__
ASV_14359	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
ASV_14360	k__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__
ASV_14361	k__Bacteria;p__Myxococcota;c__Polyangiia;o__Nannocystales;f__Nannocystaceae;g__;s__
ASV_14362	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
ASV_14363	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
ASV_14364	k__Bacteria;p__Latescibacterota;c__;o__;f__;g__;s__
ASV_14365	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__
ASV_14366	k__Bacteria;p__Acidobacteriota;c__Subgroup_26;o__;f__;g__;s__
ASV_14367	k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Chisholmbacteria;f__;g__;s__
ASV_14368	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Actibacterium;s__
ASV_14369	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Bradymonadales;f__;g__SKP-2;s__
ASV_14370	k__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__;f__;g__;s__
ASV_14371	k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
ASV_14372	k__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__
ASV_14373	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__
ASV_14374	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
ASV_14375	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Leucotrichaceae;g__;s__
ASV_14376	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__
ASV_14377	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__
ASV_14378	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14379	k__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__;s__
ASV_14380	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Albimonas;s__
ASV_14381	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__
ASV_14382	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__
ASV_14383	k__Bacteria;p__Acidobacteriota;c__Subgroup_18;o__;f__;g__;s__
ASV_14384	k__Bacteria;p__Planctomycetota;c__OM190;o__;f__;g__;s__
ASV_14385	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__
ASV_14386	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14387	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14388	k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__
ASV_14389	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__
ASV_14390	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__
ASV_14391	k__Bacteria;p__Myxococcota;c__Polyangiia;o__Polyangiales;f__Sandaracinaceae;g__;s__
ASV_14392	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Sva0081_sediment_group;s__
ASV_14393	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__Pseudohongiella;s__
ASV_14394	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14395	k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__;g__;s__
ASV_14396	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__;s__
ASV_14397	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Puniceicoccaceae;g__Pelagicoccus;s__
ASV_14398	k__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__;s__
ASV_14399	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__;s__
ASV_14400	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
ASV_14401	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__
ASV_14402	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14403	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__;s__
ASV_14404	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14405	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Roseovarius;s__
ASV_14406	k__Bacteria;p__Bacillota;c__Clostridia;o__Clostridia_vadinBB60_group;f__;g__;s__
ASV_14407	k__Bacteria;p__;c__;o__;f__;g__;s__
ASV_14408	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__
ASV_14409	k__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;s__
ASV_14410	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14411	k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__OM27_clade;s__
ASV_14412	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__
ASV_14413	k__Bacteria;p__Bacillota;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__;s__
ASV_14414	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14415	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14416	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14417	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__;g__;s__
ASV_14418	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__
ASV_14419	k__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Uhrbacteria;f__;g__;s__
ASV_14420	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__
ASV_14421	k__Bacteria;p__Patescibacteria;c__WWE3;o__;f__;g__;s__
ASV_14422	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__Marinicella;s__
ASV_14423	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__
ASV_14424	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14425	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__Neomegalonemataceae;g__Acuticoccus;s__
ASV_14426	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WN-HWB-116;f__;g__;s__
ASV_14427	k__Bacteria;p__Acetothermia;c__Acetothermiia;o__KB1_group;f__;g__;s__
ASV_14428	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
ASV_14429	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
ASV_14430	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__
ASV_14431	k__Bacteria;p__Sva0485;c__;o__;f__;g__;s__
ASV_14432	k__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__;f__;g__;s__
ASV_14433	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Urania-1B-19_marine_sediment_group;s__
ASV_14434	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira;s__
ASV_14435	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfatibacillaceae;g__;s__
ASV_14436	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__;s__
ASV_14437	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila;s__
ASV_14438	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Puniceicoccaceae;g__;s__
ASV_14439	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Chroococcidiopsis_PCC-6712;s__
ASV_14440	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__
ASV_14441	k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Jorgensenbacteria;f__;g__;s__
ASV_14442	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14443	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Pelagibius;s__
ASV_14444	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__;s__
ASV_14445	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__;s__
ASV_14446	k__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011;s__
ASV_14447	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__;f__;g__;s__
ASV_14448	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__
ASV_14449	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14450	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__
ASV_14451	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavimarina;s__
ASV_14452	k__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Huakuichenia;s__
ASV_14453	k__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea;s__
ASV_14454	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
ASV_14455	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Defluviicoccales;f__;g__;s__
ASV_14456	k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42;s__
ASV_14457	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14458	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__
ASV_14459	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera;s__
ASV_14460	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__;s__
ASV_14461	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14462	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
ASV_14463	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
ASV_14464	k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__;g__;s__
ASV_14465	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__
ASV_14466	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
ASV_14467	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__
ASV_14468	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__;s__
ASV_14469	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14470	k__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__Aminicenans;s__
ASV_14471	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Opitutaceae;g__Diplosphaera;s__
ASV_14472	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__
ASV_14473	k__Bacteria;p__;c__;o__;f__;g__;s__
ASV_14474	k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__;g__;s__
ASV_14475	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14476	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Synechococcus_IR11;s__
ASV_14477	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__
ASV_14478	k__Bacteria;p__Myxococcota;c__Polyangiia;o__MidBa8;f__;g__;s__
ASV_14479	k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_23;s__
ASV_14480	k__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202_clade;f__;g__;s__
ASV_14481	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Halioxenophilus;s__
ASV_14482	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
ASV_14483	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
ASV_14484	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
ASV_14485	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__;g__;s__
ASV_14486	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__
ASV_14487	k__Bacteria;p__Planctomycetota;c__OM190;o__;f__;g__;s__
ASV_14488	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__;g__;s__
ASV_14489	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14490	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__
ASV_14491	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__
ASV_14492	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Halovulum;s__
ASV_14493	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__
ASV_14494	k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Actinomarinales;f__;g__;s__
ASV_14495	k__Bacteria;p__Acidobacteriota;c__Subgroup_18;o__;f__;g__;s__
ASV_14496	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Methylacidiphilales;f__Methylacidiphilaceae;g__;s__
ASV_14497	k__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;s__
ASV_14498	k__Bacteria;p__;c__;o__;f__;g__;s__
ASV_14499	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__
ASV_14500	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfatiglandales;f__Desulfatiglandaceae;g__Desulfatiglans;s__
ASV_14501	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__Marinicella;s__
ASV_14502	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__
ASV_14503	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__
ASV_14504	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__
ASV_14505	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__BD1-7_clade;s__
ASV_14506	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14507	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__;s__
ASV_14508	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__;g__;s__
ASV_14509	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__
ASV_14510	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__;s__
ASV_14511	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Catalinimonas;s__
ASV_14512	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__
ASV_14513	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__
ASV_14514	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Foliisarcina;s__
ASV_14515	k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__;g__;s__
ASV_14516	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;s__
ASV_14517	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella;s__
ASV_14518	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14519	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Portibacter;s__
ASV_14520	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__;s__
ASV_14521	k__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__Peredibacter;s__
ASV_14522	k__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Buchananbacteria;f__;g__;s__
ASV_14523	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__
ASV_14524	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__
ASV_14525	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14526	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14527	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Coraliitalea;s__
ASV_14528	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__
ASV_14529	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage;s__
ASV_14530	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__;s__
ASV_14531	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__;g__;s__
ASV_14532	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Bradymonadales;f__;g__;s__
ASV_14533	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__
ASV_14534	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__
ASV_14535	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae1;g__Alcanivorax;s__
ASV_14536	k__Bacteria;p__;c__;o__;f__;g__;s__
ASV_14537	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
ASV_14538	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__Marinicella;s__
ASV_14539	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__;s__
ASV_14540	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__
ASV_14541	k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
ASV_14542	k__Bacteria;p__Gemmatimonadota;c__BD2-11_terrestrial_group;o__;f__;g__;s__
ASV_14543	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Puniceicoccaceae;g__Verruc-01;s__
ASV_14544	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__
ASV_14545	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
ASV_14546	k__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__;f__;g__;s__
ASV_14547	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__;g__;s__
ASV_14548	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14549	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
ASV_14550	k__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__Ga0074140;s__
ASV_14551	k__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__;g__;s__
ASV_14552	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__;s__
ASV_14553	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Candidatus_Electrothrix;s__
ASV_14554	k__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319;s__
ASV_14555	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Tunicatimonas;s__
ASV_14556	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__
ASV_14557	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
ASV_14558	k__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__
ASV_14559	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sufflavibacter;s__
ASV_14560	k__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__;s__
ASV_14561	k__Bacteria;p__Rhodothermota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__;s__
ASV_14562	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
ASV_14563	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__
ASV_14564	k__Bacteria;p__;c__;o__;f__;g__;s__
ASV_14565	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__Phycisphaera;s__
ASV_14566	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__
ASV_14567	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Clade_I;g__Clade_Ia;s__
ASV_14568	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__
