"","February_ColaDeBallena","February_EsteroZacatecas","September_ColaDeBallena","September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena","February_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_EsteroZacatecas","September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena","February_ColaDeBallena-February_EsteroZacatecas-September_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas"
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae|g__Alteromonas",0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Bacillota|c__Clostridia|o__Clostridia_vadinBB60_group|f__|g__",0.0289855072463768,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__|g__",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Parvularculaceae|g__Hyphococcus",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Filomicrobium",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__KF-JG30-B3|g__",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__|g__Bauldia",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae|g__C1-B045",0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Frankiales|f__Geodermatophilaceae|g__Geodermatophilus",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methyloligellaceae|g__Methyloceanibacter",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.00490196078431373
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae|g__Lentimonas",0,0.0128205128205128,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae|g__",0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__|g__",0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Qipengyuania",0,0,0,0,0,0,0,0.0260416666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Hanstruepera",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Marixanthomonas",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Pricia",0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Chlorobiota|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Stappiaceae|g__Roseibium",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__|g__Anderseniella",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Croceicoccus",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae|g__Aestuariibacter",0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteriaceae|g__Rubrobacter",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0.0147058823529412
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__Draconibacterium",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__B2M28|f__|g__",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae|g__",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Wenxinia",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0.00490196078431373
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Aureispira",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__Vicingus",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Marinirhabdus",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Halodurantibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Bradymonadales|f__|g__SKP-2",0,0,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Candidatus_Thiobios",0.0144927536231884,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Parahaliea",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__KI89A_clade|g__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__Haloferula",0,0,0,0,0,0.00854700854700855,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda",0,0.0128205128205128,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Iamiaceae|g__Iamia",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Microtrichaceae|g__IMCC26207",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__67-14|g__",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Pelagibacterium",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Lutibaculaceae|g__Lutibaculum",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Aurantimonas",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Altererythrobacter",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__Salinisphaera",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Rhodothermota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae|g__Rubricoccus",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfatirhabdiaceae|g__",0,0,0,0,0,0,0,0,0,0,0,0.0175438596491228,0,0
"k__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacterales|f__Halomicrobiaceae|g__Halomarina",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__BD7-8|f__|g__",0,0,0,0,0,0.0170940170940171,0,0,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae|g__Phormidesmis_ANT.LACV5.1",0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavimarina",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Pseudohaliea",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Bacillota|c__Bacilli|o__RF39|f__|g__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Crocinitomicaceae|g__Salinirepens",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Euzebyella",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maribacter",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Maritimimonas",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Dadabacteria|c__Dadabacteriia|o__Dadabacteriales|f__|g__CSP1-2",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Defluviimonas",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Ectothiorhodospirales|f__Thioalkalispiraceae|g__Thiohalophilus",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Kangiellaceae|g__Kangiella",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Cellvibrionaceae|g__Aestuariicella",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiomicrospirales|f__Thiomicrospiraceae|g__endosymbionts",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Sediminispirochaeta",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfatiglandales|f__Desulfatiglandaceae|g__Desulfatiglans",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacter",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae|g__Desulfopila",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__Rubritalea",0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Actibacter",0,0,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__SEEP-SRB1",0,0,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Catalinimonas",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Allosediminivita",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae|g__Rapidithrix",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Dokdonia",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Polaribacter",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__|g__Schizothrix_LEGE_07164",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Gemmatimonadota|c__PAUC43f_marine_benthic_group|o__|f__|g__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__P3OB-42",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__|g__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__Algimonas",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__|f__|g__Wenzhouxiangella",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae|g__DBS1",0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Flammeovirgaceae|g__",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Aquimarina",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Nonlabens",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae|g__",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Nodosilineaceae|g__",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae|g__Phormidium_MBIC10003",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Synechococcales|f__Cyanobiaceae|g__Synechococcus_MBIC10613",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Phycisphaerales|f__Phycisphaeraceae|g__Algisphaera",0,0,0,0,0,0,0,0.0104166666666667,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Mooreiaceae|g__Mooreia",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae|g__Chroococcidiopsis_PCC-6712",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Haliea",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae|g__Euryhalocaulis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Fulvimarina",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae|g__",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinomonadaceae|g__Marinomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__|f__|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bdellovibrionota|c__Oligoflexia|o__Oligoflexales|f__Oligoflexaceae|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Calditrichota|c__Calditrichia|o__Calditrichales|f__Calditrichaceae|g__Caldithrix",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Latescibacterota|c__|o__|f__|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__JTB23|f__|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Milano-WF1B-44|f__|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae|g__Marinobacterium",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__UBA10353_marine_group|f__|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Opitutales|f__Puniceicoccaceae|g__Verruc-01",0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Microtrichaceae|g__Sva0996_marine_group",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Phaeodactylibacter",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Portibacter",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__|g__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Marivirga",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Reichenbachiella",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__|g__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__Cryomorpha",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae|g__Owenweeksia",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Mesoflavibacter",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Candidatus_Eremiobacterota|c__Eremiobacteria|o__|f__|g__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__Synechocystis_BDHKU-20401",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Microcystaceae|g__UCYN-C",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae|g__Calothrix_PCC-6303",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Phormidiaceae|g__Arthrospira_PCC-7345",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Xenococcaceae|g__Gloeocapsopsis_BDHKU_35101",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__|g__",0,0,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0
