"","group","ASV"
"1289","September_EsteroZacatecas","ASV_13526"
"1290","September_EsteroZacatecas","ASV_13594"
"1291","September_EsteroZacatecas","ASV_13639"
"1292","September_EsteroZacatecas","ASV_13751"
"1293","September_EsteroZacatecas","ASV_13762"
"1294","September_EsteroZacatecas","ASV_13815"
"1295","September_EsteroZacatecas","ASV_13971"
"1296","September_EsteroZacatecas","ASV_14022"
"1297","September_EsteroZacatecas","ASV_14052"
"1298","September_EsteroZacatecas","ASV_14091"
"1299","September_EsteroZacatecas","ASV_14095"
"1300","September_EsteroZacatecas","ASV_14191"
"1301","September_EsteroZacatecas","ASV_14205"
"1302","September_EsteroZacatecas","ASV_14216"
"1303","September_EsteroZacatecas","ASV_14237"
"1304","September_EsteroZacatecas","ASV_14300"
"1305","September_EsteroZacatecas","ASV_14451"
"1306","September_EsteroZacatecas","ASV_14461"
"1307","September_EsteroZacatecas","ASV_14489"
"1308","September_EsteroZacatecas","ASV_14497"
"1309","September_EsteroZacatecas","ASV_14696"
"1310","September_EsteroZacatecas","ASV_14792"
"1311","September_EsteroZacatecas","ASV_14872"
"1312","September_EsteroZacatecas","ASV_14973"
"1313","September_EsteroZacatecas","ASV_14979"
"1314","September_EsteroZacatecas","ASV_15014"
"1315","September_EsteroZacatecas","ASV_15054"
"1316","September_EsteroZacatecas","ASV_15092"
"1317","September_EsteroZacatecas","ASV_15130"
"1318","September_EsteroZacatecas","ASV_15166"
"1319","September_EsteroZacatecas","ASV_15196"
"1320","September_EsteroZacatecas","ASV_15235"
"1321","September_EsteroZacatecas","ASV_15362"
"1322","September_EsteroZacatecas","ASV_15365"
"1323","September_EsteroZacatecas","ASV_15437"
"1324","September_EsteroZacatecas","ASV_15452"
"1325","September_EsteroZacatecas","ASV_15482"
"1326","September_EsteroZacatecas","ASV_15498"
"1327","September_EsteroZacatecas","ASV_15588"
"1328","September_EsteroZacatecas","ASV_15668"
"1329","September_EsteroZacatecas","ASV_15753"
"1330","September_EsteroZacatecas","ASV_15757"
"1331","September_EsteroZacatecas","ASV_15810"
"1332","September_EsteroZacatecas","ASV_15923"
"1333","September_EsteroZacatecas","ASV_15946"
"1334","September_EsteroZacatecas","ASV_15950"
"1335","September_EsteroZacatecas","ASV_15997"
"1336","September_EsteroZacatecas","ASV_16064"
