"","February_ColaDeBallena","February_EsteroZacatecas","September_ColaDeBallena","September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena","February_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_EsteroZacatecas","September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena","February_ColaDeBallena-February_EsteroZacatecas-September_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas"
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobacteria|o__Desulfobacterales|f__Desulfosarcinaceae",0.0144927536231884,0,0,0,0.0769230769230769,0.0256410256410256,0,0.00520833333333333,0,0,0.0263157894736842,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__|f__",0,0,0,0.037037037037037,0,0.0170940170940171,0,0.00520833333333333,0,0,0,0.0526315789473684,0.0217391304347826,0.00490196078431373
"k__Bacteria|p__Myxococcota|c__Polyangiia|o__Polyangiales|f__Sandaracinaceae",0,0,0,0,0,0.0683760683760684,0,0,0.032258064516129,0,0,0.0175438596491228,0,0.0147058823529412
"k__Bacteria|p__Planctomycetota|c__Planctomycetes|o__Planctomycetales|f__Gimesiaceae",0.0289855072463768,0,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0.0833333333333333,0,0,0,0.00490196078431373
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae",0.0434782608695652,0,0,0,0,0.0170940170940171,0,0,0,0.0555555555555556,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Vibrionaceae",0,0,0,0.037037037037037,0,0.0256410256410256,0,0.015625,0,0,0,0,0.0217391304347826,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Parvularculaceae",0,0,0,0,0,0,0,0,0.032258064516129,0.0277777777777778,0,0.0175438596491228,0.0217391304347826,0
"k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae",0.0289855072463768,0,0,0,0.0256410256410256,0.00854700854700855,0,0,0,0.0277777777777778,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae",0,0.0641025641025641,0,0,0,0,0,0,0,0,0,0,0.0217391304347826,0.00980392156862745
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Actinomarinales|f__",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0,0,0.0277777777777778,0.0263157894736842,0,0,0.0147058823529412
"k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Sulfurovaceae",0.0289855072463768,0,0,0,0,0.00854700854700855,0,0,0,0.0277777777777778,0.0263157894736842,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__",0.0144927536231884,0.0128205128205128,0,0,0.0256410256410256,0,0,0.00520833333333333,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae",0.0579710144927536,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__Rubritaleaceae",0.0289855072463768,0.0256410256410256,0,0,0,0.00854700854700855,0,0.015625,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__",0,0,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0,0,0.0526315789473684,0,0.00980392156862745
