"","Comparison","Measure","Method","Group","P.unadj","P.adj","Significance"
"1","ColaDeBallena - EsteroZacatecas","Shannon","Wilcoxon Rank Sum Test","ColaDeBallena",0.629725504001988,0.629725504001988,"ns"
