Phylum	Class	Order	Family	contribution	n_asvs	n_ecs	n_samples	top_genus	pct
Myxococcota	Polyangiia	Polyangiales	Eel-36e1D6	15	1	1	2	Unclassified	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	15	7	1	6	Pseudodesulfovibrio	0
Bacillota	Bacilli	Bacillales	Unclassified	15	1	1	1	Unclassified	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	14	7	1	5	Candidatus_Fritschea	0
Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	14	2	2	2	Unclassified	0
Thermodesulfobacteriota	Unclassified	Unclassified	Unclassified	14	6	2	6	Unclassified	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	14	2	1	2	Thermotunica	0
Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	13	2	1	2	Phaselicystis	0
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Unclassified	13	1	1	3	Unclassified	0
FW113	Unclassified	Unclassified	Unclassified	13	3	1	3	Unclassified	0
Myxococcota	Polyangiia	Blfdi19	Unclassified	12	3	1	3	Unclassified	0
Chloroflexota	Anaerolineae	SJA-15	Unclassified	12	1	1	3	Unclassified	0
DTB120	Unclassified	Unclassified	Unclassified	12	1	2	1	Unclassified	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	12	1	1	1	Geothermobacter	0
Bacteroidota	Bacteroidia	Chitinophagales	37-13	11	2	2	2	Unclassified	0
Patescibacteria	Parcubacteria	Unclassified	Unclassified	11	2	2	2	Unclassified	0
Patescibacteria	Parcubacteria	GWA2-38-13b	Unclassified	11	3	2	4	Unclassified	0
Actinomycetota	Acidimicrobiia	Unclassified	Unclassified	11	2	1	2	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	11	1	1	3	Geitlerinema_PCC-7105	0
LCP-89	Unclassified	Unclassified	Unclassified	10	4	3	3	Unclassified	0
Chloroflexota	Dehalococcoidia	SAR202_clade	Unclassified	10	2	1	2	Unclassified	0
Actinomycetota	Actinobacteria	KIST-JJY010	Unclassified	10	3	1	3	Unclassified	0
Myxococcota	Polyangiia	Polyangiales	BIrii41	10	1	2	1	Unclassified	0
Chloroflexota	Anaerolineae	1-20	Unclassified	10	1	1	4	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	10	1	2	2	Afifella	0
Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Unclassified	10	1	1	3	Unclassified	0
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Unclassified	10	3	1	4	Unclassified	0
Myxococcota	Unclassified	Unclassified	Unclassified	9	4	4	3	Unclassified	0
Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Unclassified	9	2	1	2	Unclassified	0
Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	8	2	1	2	Sumerlaea	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	8	2	2	2	Pseudohongiella	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	8	1	1	2	Unclassified	0
Pseudomonadota	Unclassified	Unclassified	Unclassified	7.75	3	3	3	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	7.5	1	3	1	Unclassified	0
Myxococcota	bacteriap25	Unclassified	Unclassified	7	4	2	3	Unclassified	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	7	3	2	2	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Unclassified	6.5	2	3	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	UBA4486	Unclassified	6	2	1	2	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	6	1	1	1	Macellibacteroides	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	6	1	1	1	Unclassified	0
Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Unclassified	6	2	2	2	Unclassified	0
Nitrospirota	BMS9AB35	Unclassified	Unclassified	6	1	1	1	Unclassified	0
Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	6	1	1	1	Georgenia	0
Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	6	1	1	1	Peredibacter	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	5.38	2	1	2	Shewanella	0
Pseudomonadota	Alphaproteobacteria	Zavarziniales	Unclassified	5	2	1	2	Unclassified	0
Actinomycetota	Thermoleophilia	Gaiellales	Unclassified	5	3	1	3	Unclassified	0
Acidobacteriota	Subgroup_18	Unclassified	Unclassified	5	1	1	1	Unclassified	0
Patescibacteria	ABY1	Candidatus_Komeilibacteria	Unclassified	5	3	1	3	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	5	2	3	2	Unclassified	0
Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	5	1	1	1	Candidatus_Chlorothrix	0
Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	5	1	1	2	Halococcus	0
Patescibacteria	CPR2	Unclassified	Unclassified	5	1	1	1	Unclassified	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	4.5	2	3	2	Unclassified	0
Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	4.5	1	1	1	Unclassified	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	4.5	2	1	2	Jiulongibacter	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	4	1	2	1	Nisaea	0
Dependentiae	Babeliae	Babeliales	Unclassified	4	1	1	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84	4	1	2	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	4	1	1	1	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	4	1	1	2	Unclassified	0
Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Unclassified	4	3	2	2	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	4	2	1	2	Planktothricoides_SR001	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	4	1	1	1	Unclassified	0
Nitrospirota	4-29-1	Unclassified	Unclassified	4	1	1	1	Unclassified	0
Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	3.5	3	1	2	Unclassified	0
Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Unclassified	3	1	1	1	Unclassified	0
Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	3	1	1	1	Unclassified	0
Chloroflexota	TK17	Unclassified	Unclassified	3	1	1	1	Unclassified	0
Actinomycetota	Unclassified	Unclassified	Unclassified	3	1	1	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	3	1	1	1	Microvirga	0
Actinomycetota	Actinobacteria	Streptosporangiales	Unclassified	2.68	1	2	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	WN-HWB-116	Unclassified	2	1	1	1	Unclassified	0
Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	2	1	1	1	Candidatus_Kuenenia	0
Gemmatimonadota	Longimicrobiia	Longimicrobiales	Longimicrobiaceae	2	1	2	1	Unclassified	0
Patescibacteria	Unclassified	Unclassified	Unclassified	2	1	1	1	Unclassified	0
Actinomycetota	Actinobacteria	Micrococcales	Demequinaceae	2	1	1	1	Demequina	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	2	1	1	1	Diplosphaera	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Unclassified	2	1	1	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	2	1	1	1	Unclassified	0
Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Unclassified	1.5	1	3	1	Unclassified	0
Campylobacterota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	1.5	1	2	1	Unclassified	0
Myxococcota	Polyangiia	PS-B29	Unclassified	1	1	1	1	Unclassified	0
Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	1	1	1	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	1	1	1	1	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Unclassified	1	1	1	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	211ds20	1	1	1	1	Unclassified	0
Acidobacteriota	Acidobacteriae	TSBb06	Unclassified	1	1	1	1	Unclassified	0
Verrucomicrobiota	Unclassified	Unclassified	Unclassified	1	1	1	1	Unclassified	0
Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	1	1	1	1	Unclassified	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	0.75	1	3	1	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Unclassified	0.75	1	3	1	Unclassified	0
