Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unclassified	75	3	4	2	0.02
Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfocarbo	71	7	1	10	0.02
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Pelobacter	70.5	2	1	2	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Phaeocystidibacter	70	4	1	7	0.02
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	70	5	2	6	0.02
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Ferruginivarius	69	2	1	2	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	66.5	6	4	8	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	66	5	1	5	0.02
Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	66	2	2	4	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	64	5	1	9	0.02
Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	64	1	2	1	0.02
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	64	7	1	7	0.02
Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	64	4	1	10	0.02
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tistlia	63	1	1	5	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	Unclassified	62	10	1	7	0.02
Myxococcota	Polyangiia	UASB-TL25	Unclassified	Unclassified	61	11	1	7	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudothioclava	60	1	3	1	0.02
Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Unclassified	Unclassified	60	1	4	2	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Confluentibacter	60	1	2	3	0.02
Gemmatimonadota	BD2-11_terrestrial_group	Unclassified	Unclassified	Unclassified	59	4	1	6	0.02
Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	58.5	2	1	9	0.02
Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Unclassified	Unclassified	57	4	1	9	0.02
Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	57	3	3	2	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Muriiphilus	57	2	1	3	0.02
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Lentimonas	56	6	1	5	0.02
Acidobacteriota	Subgroup_22	Unclassified	Unclassified	Unclassified	56	12	1	8	0.02
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	56	4	1	7	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Unclassified	56	2	1	5	0.02
Pseudomonadota	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	55	5	1	10	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	55	2	4	2	0.02
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Unclassified	55	8	3	6	0.02
Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Unclassified	54	4	2	3	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Vannielia	54	1	2	3	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	54	7	1	8	0.02
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Unclassified	Unclassified	53	3	1	5	0.01
Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Unclassified	Unclassified	52.5	18	3	12	0.01
Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangium	52	2	1	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella	52	2	1	2	0.01
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Unclassified	52	4	1	11	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	51	9	1	10	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Aliikangiella	51	2	1	2	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	51	1	1	4	0.01
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	50	7	1	5	0.01
Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	49.6	10	3	10	0.01
Patescibacteria	Parcubacteria	Candidatus_Campbellbacteria	Unclassified	Unclassified	49.25	11	3	9	0.01
Chloroflexota	OLB14	Unclassified	Unclassified	Unclassified	48	1	2	5	0.01
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	SCGC_AAA011-D5	46	9	1	8	0.01
Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	46	3	2	3	0.01
Myxococcota	Polyangiia	VHS-B4-70	Unclassified	Unclassified	46	4	1	5	0.01
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	45	4	1	4	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus	45	1	1	1	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	SEEP-SRB4	44	3	1	4	0.01
Sva0485	Unclassified	Unclassified	Unclassified	Unclassified	44	3	1	10	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Unclassified	43.5	7	1	11	0.01
Chloroflexota	Dehalococcoidia	MSBL5	Unclassified	Unclassified	43	9	1	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	43	6	1	7	0.01
Myxococcota	Polyangiia	MidBa8	Unclassified	Unclassified	42	4	1	7	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	42	2	3	2	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Pelagicoccus	40	3	1	4	0.01
Patescibacteria	WWE3	Unclassified	Unclassified	Unclassified	40	4	3	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	39	2	1	7	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	39	1	1	3	0.01
Pseudomonadota	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	38	5	1	6	0.01
Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	Unclassified	Unclassified	38	5	3	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sungkyunkwania	37	2	1	5	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lutimaribacter	36	1	2	3	0.01
Nitrospinota	P9X2b3D02	Unclassified	Unclassified	Unclassified	36	3	2	7	0.01
Marinimicrobia_(SAR406_clade)	Unclassified	Unclassified	Unclassified	Unclassified	36	5	2	6	0.01
Planctomycetota	Phycisphaerae	mle1-8	Unclassified	Unclassified	36	10	1	7	0.01
Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Unclassified	Unclassified	35	6	1	7	0.01
Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	35	5	4	4	0.01
Actinomycetota	Actinobacteria	Unclassified	Unclassified	Unclassified	34	8	2	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	34	2	3	2	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	C2U	Unclassified	32	2	2	3	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	32	7	1	7	0.01
Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Thermotomaculum	32	4	1	3	0.01
Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified	31	10	4	11	0.01
Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Unclassified	30.5	2	1	4	0.01
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unclassified	30	2	3	2	0.01
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	30	2	1	4	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Unclassified	Unclassified	30	6	4	6	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Unclassified	30	2	3	2	0.01
Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	30	7	2	6	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	30	2	1	7	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tamlana	30	1	1	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	30	2	2	2	0.01
MBNT15	Unclassified	Unclassified	Unclassified	Unclassified	30	6	1	4	0.01
Pseudomonadota	Alphaproteobacteria	Micavibrionales	Unclassified	Unclassified	30	5	1	5	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16	29	1	1	3	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	28.32	2	2	2	0.01
Planctomycetota	Phycisphaerae	S-70	Unclassified	Unclassified	28	5	2	4	0.01
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Rapidithrix	27.5	6	1	8	0.01
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	27	3	1	3	0.01
Planctomycetota	Unclassified	Unclassified	Unclassified	Unclassified	27	7	3	8	0.01
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa	27	1	3	1	0.01
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	27	4	1	5	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Unclassified	Unclassified	27	3	1	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Jannaschia	26	1	1	1	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thalassobius	26	1	2	1	0.01
Acidobacteriota	Subgroup_21	Unclassified	Unclassified	Unclassified	26	1	1	1	0.01
Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unclassified	26	4	2	5	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Malonomonas	25.5	2	1	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	25	2	1	1	0.01
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	24.33	6	1	5	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Cohaesibacter	24	2	2	2	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseobacter	24	1	2	1	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Maritimibacter	24	1	2	2	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudobowmanella	24	1	3	1	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	24	1	2	1	0.01
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospirillum	24	1	1	4	0.01
Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	23	12	1	9	0.01
Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified	23	6	2	6	0.01
Acidobacteriota	Acidobacteriae	Subgroup_15	Unclassified	Unclassified	23	3	1	2	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceaniglobus	23	1	1	1	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Chelativorans	23	1	1	3	0.01
Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	23	5	1	5	0.01
Patescibacteria	ABY1	Candidatus_Uhrbacteria	Unclassified	Unclassified	22	5	1	3	0.01
Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1_clade	Unclassified	22	2	2	3	0.01
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified	22	2	3	2	0.01
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	22	1	2	1	0.01
Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Unclassified	Unclassified	21	6	1	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	21	1	1	2	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	21	1	1	2	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Motiliproteus	21	5	1	3	0.01
Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Unclassified	Unclassified	20.25	3	3	4	0.01
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	20	3	2	3	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aminobacter	20	1	1	1	0.01
Pseudomonadota	Gammaproteobacteria	Ga0077536	Unclassified	Unclassified	20	3	2	3	0.01
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Unclassified	20	3	1	4	0.01
Chloroflexota	Anaerolineae	RBG-13-54-9	Unclassified	Unclassified	19.5	5	1	5	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	19	3	2	3	0.01
Patescibacteria	Dojkabacteria	Unclassified	Unclassified	Unclassified	19	5	3	6	0.01
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	GW2011_GWC1_47_15	18	4	1	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudooceanicola	18	1	3	1	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Aliidiomarina	18	1	1	1	0.01
Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomarinum	17.5	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiolinea	17.5	1	3	1	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella	17	3	1	4	0
Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722	Unclassified	17	2	2	4	0
Chloroflexota	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	17	4	1	4	0
Schekmanbacteria	Unclassified	Unclassified	Unclassified	Unclassified	17	4	3	4	0
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Unclassified	Unclassified	17	1	1	2	0
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified	17	3	3	3	0
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	17	6	1	5	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	17	2	1	2	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	17	2	1	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified	16	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	16	2	1	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Altibacter	16	1	1	2	0
Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Unclassified	15	3	1	5	0
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira	15	1	3	1	0
Pseudomonadota	Gammaproteobacteria	EC3	Unclassified	Unclassified	15	2	3	2	0
Myxococcota	Polyangiia	Polyangiales	Eel-36e1D6	Unclassified	15	1	1	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	15	1	1	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	15	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pricia	15	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	15	1	2	1	0
Bacillota	Bacilli	Bacillales	Unclassified	Unclassified	15	1	1	1	0
Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	Unclassified	14	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Rhodobium	14	1	2	1	0
Thermodesulfobacteriota	Unclassified	Unclassified	Unclassified	Unclassified	14	6	2	6	0
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatirhabdiaceae	Desulfatirhabdium	14	2	1	2	0
Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	13	2	1	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aquamicrobium	13	1	1	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hwangdonia	13	2	2	2	0
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Unclassified	Unclassified	13	1	1	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptunomonas	13	1	1	1	0
FW113	Unclassified	Unclassified	Unclassified	Unclassified	13	3	1	3	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	12.5	1	3	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Unclassified	12	5	2	5	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	12	1	2	1	0
Myxococcota	Polyangiia	Blfdi19	Unclassified	Unclassified	12	3	1	3	0
Balneolota	Balneolia	Balneolales	Balneolaceae	Aliifodinibius	12	1	2	1	0
Chloroflexota	Anaerolineae	SJA-15	Unclassified	Unclassified	12	1	1	3	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacterium	12	2	1	3	0
DTB120	Unclassified	Unclassified	Unclassified	Unclassified	12	1	2	1	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter	12	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Unclassified	12	1	1	1	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Thermotunica	12	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	11	1	1	1	0
Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified	11	2	2	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Coraliitalea	11	2	2	2	0
Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	11	2	2	2	0
Patescibacteria	Parcubacteria	GWA2-38-13b	Unclassified	Unclassified	11	3	2	4	0
Actinomycetota	Acidimicrobiia	Unclassified	Unclassified	Unclassified	11	2	1	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema_PCC-7105	11	1	1	3	0
LCP-89	Unclassified	Unclassified	Unclassified	Unclassified	10	4	3	3	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassocola	10	1	1	2	0
Chloroflexota	Dehalococcoidia	SAR202_clade	Unclassified	Unclassified	10	2	1	2	0
Actinomycetota	Actinobacteria	KIST-JJY010	Unclassified	Unclassified	10	3	1	3	0
Myxococcota	Polyangiia	Polyangiales	BIrii41	Unclassified	10	1	2	1	0
Chloroflexota	Anaerolineae	1-20	Unclassified	Unclassified	10	1	1	4	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	Afifella	10	1	2	2	0
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	10	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Paraurantiacibacter	10	1	3	1	0
Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Unclassified	Unclassified	10	1	1	3	0
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Unclassified	Unclassified	10	3	1	4	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Unclassified	9	4	1	4	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Candidatus_Endobugula	9	1	3	1	0
Myxococcota	Unclassified	Unclassified	Unclassified	Unclassified	9	4	4	3	0
Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified	9	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Unclassified	9	1	1	2	0
Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Unclassified	Unclassified	9	2	1	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	9	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Rhodovibrio	9	1	1	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	9	1	1	1	0
Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	8	2	1	2	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter	8	1	2	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	8	3	1	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariivita	8	1	2	1	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	Unclassified	8	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	8	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tropicimonas-Psychromarinibacter	8	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Foliisarcina	8	5	1	4	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Unclassified	8	1	1	2	0
Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	8	1	1	1	0
Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified	7.75	3	3	3	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiothrix	7.5	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Unclassified	7.5	1	3	1	0
Myxococcota	bacteriap25	Unclassified	Unclassified	Unclassified	7	4	2	3	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Unclassified	7	3	2	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	6.99	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Unclassified	Unclassified	6.5	2	3	2	0
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix	6.5	4	1	6	0
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	6.33	2	1	2	0
Pseudomonadota	Gammaproteobacteria	UBA4486	Unclassified	Unclassified	6	2	1	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	6	1	1	1	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	Unclassified	6	1	1	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	6	1	1	1	0
Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Unclassified	Unclassified	6	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Hasllibacter	6	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Achromatium	6	1	3	1	0
Nitrospirota	BMS9AB35	Unclassified	Unclassified	Unclassified	6	1	1	1	0
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	6	1	1	1	0
Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	6	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	6	1	3	1	0
Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	6	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	5.38	2	1	2	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	5	3	1	2	0
Pseudomonadota	Alphaproteobacteria	Zavarziniales	Unclassified	Unclassified	5	2	1	2	0
Actinomycetota	Thermoleophilia	Gaiellales	Unclassified	Unclassified	5	3	1	3	0
Acidobacteriota	Subgroup_18	Unclassified	Unclassified	Unclassified	5	1	1	1	0
Patescibacteria	ABY1	Candidatus_Komeilibacteria	Unclassified	Unclassified	5	3	1	3	0
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified	5	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	Unclassified	5	2	3	2	0
Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	5	1	2	1	0
Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	5	1	1	1	0
Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chlorothrix	5	1	1	1	0
Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	Halococcus	5	1	1	2	0
Patescibacteria	CPR2	Unclassified	Unclassified	Unclassified	5	1	1	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Unclassified	5	1	1	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	5	3	1	3	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	5	1	1	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oceanidesulfovibrio	5	1	1	2	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	Unclassified	4.5	2	3	2	0
Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Unclassified	4.5	1	1	1	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Jiulongibacter	4.5	2	1	2	0
