taxon_id	Kingdom	Phylum	Class	Order	Family	Genus	Species	contribution	n_ecs	n_samples
ASV_3566	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	14177	1	23
ASV_4417	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	10446	1	22
ASV_13594	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Unclassified	8280	3	20
ASV_16064	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	5406	1	11
ASV_2541	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	5354	2	21
ASV_7782	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	4252	1	24
ASV_10060	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	4020	1	14
ASV_1823	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	4015	1	17
ASV_10962	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Unclassified	3200	3	14
ASV_15130	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	3186	1	10
ASV_1096	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	2880	2	12
ASV_1047	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Unclassified	Unclassified	Unclassified	2730	2	16
ASV_1266	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	2616	3	12
ASV_1163	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	2298	1	15
ASV_7541	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	2296	1	17
ASV_11225	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Unclassified	Unclassified	2108	2	18
ASV_5513	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	Unclassified	1878	1	17
ASV_15923	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	1851	2	23
ASV_10676	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	1791	1	17
ASV_12828	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	1766	1	15
ASV_10841	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	1759	1	16
ASV_5409	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	1590	3	18
ASV_10265	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	1556	1	16
ASV_11904	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	1482	1	16
ASV_15365	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	1452	1	13
ASV_4057	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	1446	1	19
ASV_9614	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	1422	1	17
ASV_4707	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sufflavibacter	Unclassified	1366	1	16
ASV_67	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	1362	1	9
ASV_15668	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Silicimonas	Unclassified	1359	1	10
ASV_14696	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Unclassified	Unclassified	1335	1	5
ASV_8981	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	1320	1	6
ASV_3678	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	Unclassified	1296	1	10
ASV_3850	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	Unclassified	1292	2	13
ASV_12238	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiophaeococcus	Unclassified	1182	1	3
ASV_7144	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	1178	1	19
ASV_14312	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	1170	2	6
ASV_11633	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	1159	1	19
ASV_15820	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	1108	2	19
ASV_12992	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	1086	1	16
ASV_12150	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	1083	1	15
ASV_10344	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	1082	1	17
ASV_7122	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	1080	1	12
ASV_12652	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Unclassified	Unclassified	1073	1	19
ASV_9292	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	1060	1	8
ASV_1846	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	1052	2	17
ASV_10311	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	987	1	16
ASV_949	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	984	2	4
ASV_12463	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	974	1	8
ASV_15235	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	963	1	16
ASV_9233	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	960	2	4
ASV_11131	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Unclassified	Unclassified	938	1	19
ASV_15773	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Unclassified	Unclassified	917	1	21
ASV_13671	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	913	1	11
ASV_12486	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified	910	2	16
ASV_368	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	906	1	15
ASV_4948	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Unclassified	Unclassified	904	2	19
ASV_2255	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	896	1	18
ASV_249	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	891	1	18
ASV_15753	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	885	2	13
ASV_10684	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	861	1	8
ASV_2894	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	831	1	11
ASV_536	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	828	2	7
ASV_1268	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Oricola	Unclassified	826	1	22
ASV_15630	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Lutibaculaceae	Lutibaculum	Unclassified	822	1	12
ASV_11651	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	810	1	10
ASV_13518	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	805	1	13
ASV_9552	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Unclassified	Unclassified	Unclassified	798	3	1
ASV_12667	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	792	1	15
ASV_110	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	Unclassified	791	1	17
ASV_6811	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	Unclassified	765	1	8
ASV_5153	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	764	2	10
ASV_696	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Pleurocapsa_PCC-7319	Unclassified	735	1	10
ASV_15547	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Defluviimonas	Unclassified	725	4	3
ASV_15092	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unclassified	720	1	19
ASV_1155	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	715	3	4
ASV_11816	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hoppeia	Unclassified	705	1	16
ASV_12809	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	695	1	11
ASV_15048	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	676	2	9
ASV_15934	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	676	2	8
ASV_4242	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	669	3	6
ASV_1473	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	654	1	5
ASV_6320	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	652	2	10
ASV_6532	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	640	1	3
ASV_121	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	636	1	13
ASV_3298	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	632	1	10
ASV_7017	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	619	1	10
ASV_10748	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unclassified	616	2	3
ASV_9879	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	591	1	12
ASV_3515	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Unclassified	Unclassified	Unclassified	590	2	8
ASV_7808	Bacteria	Pseudomonadota	Gammaproteobacteria	Milano-WF1B-44	Unclassified	Unclassified	Unclassified	588	3	9
ASV_15050	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	583.5	2	12
ASV_3656	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Unclassified	582	2	7
ASV_4932	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	580	1	13
ASV_1204	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Unclassified	Unclassified	576	2	9
ASV_1530	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	576	2	5
ASV_15691	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloceanibacter	Unclassified	567	1	14
ASV_7004	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	564	1	17
ASV_8957	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified	560	1	8
ASV_7519	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubricoccus	Unclassified	537	1	16
ASV_13049	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	532	2	2
ASV_6892	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	523	1	19
ASV_14205	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	519	1	14
ASV_1550	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	Unclassified	513	3	10
ASV_3531	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	500	2	10
ASV_413	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Actibacterium	Unclassified	498	3	10
ASV_3062	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	489	1	7
ASV_7463	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	486	3	15
ASV_12745	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	482	2	10
ASV_15816	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Unclassified	Unclassified	482	2	7
ASV_5304	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Unclassified	Unclassified	480	1	7
ASV_10644	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Silicimonas	Unclassified	480	1	16
ASV_9753	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Unclassified	Unclassified	478	2	5
ASV_5904	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Limibaculum	Unclassified	471	3	11
ASV_3307	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	457	1	7
ASV_8593	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiophaeococcus	Unclassified	456	1	3
ASV_12775	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloceanibacter	Unclassified	453	1	9
ASV_14754	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	450	2	13
ASV_9881	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	447	1	9
ASV_13366	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	444	2	16
ASV_6747	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	444	2	5
ASV_10928	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	442	1	10
ASV_3609	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Unclassified	440	2	2
ASV_1442	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified	440	2	7
ASV_4027	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	436	2	4
ASV_1871	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	432	3	12
ASV_713	Bacteria	Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Unclassified	Unclassified	432	3	7
ASV_2528	Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Unclassified	Unclassified	432	1	10
ASV_15192	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	430	2	12
ASV_1365	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Unclassified	Unclassified	Unclassified	428	1	16
ASV_8301	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	428	1	5
ASV_7871	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Unclassified	422	2	7
ASV_5235	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Unclassified	Unclassified	Unclassified	420	2	7
ASV_3237	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	415	1	12
ASV_13335	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Candidatus_Thiodiazotropha	Unclassified	414	4	5
ASV_13617	Bacteria	Actinomycetota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Unclassified	Unclassified	411	1	8
ASV_9384	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	411	3	8
ASV_11661	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Candidatus_Electrothrix	Unclassified	411	1	3
ASV_3528	Bacteria	Pseudomonadota	Gammaproteobacteria	HOC36	Unclassified	Unclassified	Unclassified	405	1	8
ASV_15362	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	402	2	11
ASV_2967	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	400	1	4
ASV_13115	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353_marine_group	Unclassified	Unclassified	Unclassified	399	3	11
ASV_6058	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Unclassified	Unclassified	397	1	14
ASV_7417	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Candidatus_Thiosymbion	Unclassified	396	3	2
ASV_11245	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	395	1	5
ASV_5173	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	394	1	6
ASV_11931	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	391	1	11
ASV_5396	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Silicimonas	Unclassified	387	1	12
ASV_3911	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	381	1	13
ASV_4316	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	380	1	8
ASV_5056	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	379	1	9
ASV_3445	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	378	1	8
ASV_9756	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Unclassified	Unclassified	375	1	10
ASV_13484	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	372	2	12
ASV_14464	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Unclassified	Unclassified	Unclassified	372	1	10
ASV_634	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Unclassified	Unclassified	370	1	11
ASV_13326	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	366	2	9
ASV_8234	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	366	1	6
ASV_9379	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hoppeia	Unclassified	363.5	1	11
ASV_5784	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	363	1	5
ASV_15291	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	358	1	5
ASV_2998	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Roseitalea	Unclassified	355	1	5
ASV_11640	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Ketobacter	Unclassified	348	3	6
ASV_594	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	348	2	10
ASV_9109	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	345	1	10
ASV_2440	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified	340	2	2
ASV_15651	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	Unclassified	340	2	6
ASV_5817	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	339	2	7
ASV_9925	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	Unclassified	339	1	6
ASV_7291	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Unclassified	339	1	5
ASV_13974	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	Unclassified	338	2	7
ASV_11054	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Unclassified	Anderseniella	Unclassified	334	2	12
ASV_6737	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Unclassified	Unclassified	Unclassified	333	1	10
ASV_10173	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified	332	2	7
ASV_7179	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Unclassified	330	2	7
ASV_15181	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Unclassified	328	2	4
ASV_1122	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	327	3	3
ASV_9121	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Unclassified	324	1	3
ASV_14300	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Unclassified	323	2	12
ASV_15924	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Ketobacter	Unclassified	318	3	5
ASV_3068	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Unclassified	Unclassified	Unclassified	318	2	3
ASV_36	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Unclassified	Unclassified	313	1	10
ASV_4281	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	Unclassified	312	2	4
ASV_619	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis	Unclassified	312	1	13
ASV_14451	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavimarina	Unclassified	310	1	16
ASV_5746	Bacteria	Actinomycetota	Actinobacteria	Euzebyales	Euzebyaceae	Euzebya	Unclassified	309	1	11
ASV_9958	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Acuticoccus	Unclassified	309	3	5
ASV_14123	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Unclassified	Unclassified	308	2	3
ASV_15498	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Unclassified	306	1	12
ASV_5501	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	Unclassified	304	1	5
ASV_10160	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	303	3	9
ASV_12868	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Unclassified	Unclassified	303	1	3
ASV_6654	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	303	2	7
ASV_8889	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Unclassified	Unclassified	303	1	4
ASV_12195	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Unclassified	300	2	2
ASV_12385	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Unclassified	Unclassified	298	2	2
ASV_1071	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Unclassified	Unclassified	296	2	9
ASV_12039	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Unclassified	Unclassified	Unclassified	296	1	12
ASV_10019	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Unclassified	Unclassified	295	1	11
ASV_13295	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Unclassified	Unclassified	293	1	17
ASV_3483	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unclassified	Unclassified	292.5	3	3
ASV_571	Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga	Unclassified	292	1	6
ASV_6080	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	Unclassified	Unclassified	292	1	14
ASV_15370	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Unclassified	Unclassified	291	1	7
ASV_5641	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	290	1	14
ASV_12367	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	Unclassified	Unclassified	289	1	17
