Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Motiliproteus	243	5	8	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Histidinibacterium	242	3	6	3	0
Pseudomonadota	Gammaproteobacteria	Run-SP154	Unclassified	Unclassified	240	1	9	2	0
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	240	2	6	7	0
Bacillota	Desulfitobacteriia	Desulfitobacteriales	Unclassified	Unclassified	240	1	5	2	0
Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Unclassified	Unclassified	237	5	10	6	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	237	3	6	3	0
Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Unclassified	Unclassified	237	3	7	4	0
Actinomycetota	Acidimicrobiia	Unclassified	Unclassified	Unclassified	230	3	9	4	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Chachezhania	230	1	7	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	225	2	7	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	225	2	8	2	0
Elusimicrobiota	Lineage_IIb	Unclassified	Unclassified	Unclassified	224	7	8	6	0
Planctomycetota	Phycisphaerae	S-70	Unclassified	Unclassified	222	5	9	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Unclassified	222	5	8	4	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Bermanella	221.94	1	6	7	0
Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Unclassified	220	12	7	8	0
Chloroflexota	Dehalococcoidia	Unclassified	Unclassified	Unclassified	220	5	5	4	0
Pseudomonadota	Gammaproteobacteria	EC3	Unclassified	Unclassified	220	9	9	7	0
Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified	217	9	9	8	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	216	3	8	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Vannielia	216	1	5	3	0
Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	216	2	6	2	0
Cloacimonadota	Cloacimonadia	Cloacimonadales	Unclassified	Unclassified	216	1	6	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Foliisarcina	212.62	14	8	10	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Annamia_HOs24	210	2	8	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Coleofasciculus_PCC-7420	208	3	8	4	0
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira	208	3	5	5	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Litchfieldia	208	1	7	1	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ercella	208	3	5	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	MBAE14	Unclassified	207	2	7	3	0
Planctomycetota	Phycisphaerae	MSBL9	SG8-4	Unclassified	205	8	6	7	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacterium	204	2	8	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseobacter	204	2	5	2	0
Chloroflexota	Anaerolineae	SJA-15	Unclassified	Unclassified	204	1	8	3	0
Myxococcota	Unclassified	Unclassified	Unclassified	Unclassified	203	8	9	6	0
Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Unclassified	Methylohalomonas	203	1	8	2	0
TA06	Unclassified	Unclassified	Unclassified	Unclassified	203	4	6	4	0
Actinomycetota	Actinobacteria	Micrococcales	Dermatophilaceae	Unclassified	202	3	7	3	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	201	2	7	2	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	200	4	6	7	0
Patescibacteria	ABY1	Candidatus_Falkowbacteria	Unclassified	Unclassified	198	8	5	6	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Unclassified	198	3	8	4	0
Bacillota	Clostridia	Peptococcales	Peptococcaceae	Unclassified	198	3	7	5	0
Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Unclassified	196	6	5	6	0
Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Unclassified	196	1	4	3	0
Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unclassified	195	6	9	5	0
Myxococcota	Polyangiia	VHS-B3-70	Unclassified	Unclassified	195	4	8	6	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Puniceicoccus	192	7	8	5	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	191	3	8	4	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Muriiphilus	190	2	5	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hwangdonia	187	3	9	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Chelativorans	184	1	5	3	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	183.5	2	8	2	0
Patescibacteria	Parcubacteria	GWA2-38-13b	Unclassified	Unclassified	183	7	9	7	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Phyllonema	182	5	8	3	0
Bacillota	Bacilli	RF39	Unclassified	Unclassified	182	1	1	3	0
Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	181	2	6	3	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Kamptonema	180	1	8	2	0
Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Oleiagrimonas	180	3	7	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gangjinia	180	1	6	1	0
Chloroflexota	Anaerolineae	1-20	Unclassified	Unclassified	180	1	8	4	0
Pseudomonadota	Gammaproteobacteria	Ga0077536	Unclassified	Unclassified	179	5	10	5	0
Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Unclassified	Unclassified	177.25	6	10	7	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	176	2	8	3	0
Chloroflexota	Dehalococcoidia	GIF9	Unclassified	Unclassified	175	2	7	2	0
Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	175	3	4	3	0
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	171.5	2	6	4	0
Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	171	3	7	2	0
Acetothermia	Acetothermiia	KB1_group	Unclassified	Unclassified	171	3	5	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Aliikangiella	170	2	7	2	0
Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	169	2	8	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	168	1	6	2	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	168	2	8	2	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	168	1	6	4	0
Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	Unclassified	165	6	9	6	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	162.5	2	7	1	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	C8S-102	Unclassified	162	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aminobacter	160	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudothioclava	160	1	5	1	0
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Halofilum	160	2	8	2	0
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Luteivirga	160	3	6	3	0
Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	160	4	5	4	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Clostridiisalibacteraceae	Clostridiisalibacter	157	2	4	2	0
Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	Unclassified	Unclassified	156	2	7	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Pleionea	154	3	7	2	0
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	153	6	6	5	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Unclassified	152	4	6	4	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacterium	152	1	6	1	0
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Roseimaritima	150	1	7	3	0
Gemmatimonadota	MD2902-B12	Unclassified	Unclassified	Unclassified	150	3	8	4	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Leptolyngbya_PCC-6406	150	2	6	2	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	150	1	4	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	146	2	9	2	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	145	3	7	3	0
Patescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	145	4	9	4	0
Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Unclassified	144	3	6	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Jiella	144	1	6	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Unclassified	143	1	6	2	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	142	2	6	3	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Unclassified	140	2	7	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	139	2	6	2	0
Campylobacterota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	Unclassified	138	3	9	2	0
Patescibacteria	ABY1	Unclassified	Unclassified	Unclassified	138	5	7	3	0
Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	Unclassified	Unclassified	135	5	7	5	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	135	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Unclassified	Unclassified	132.5	4	9	5	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema_PCC-7105	132	1	8	3	0
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	132	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	132	1	9	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	132	1	8	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptunomonas	130	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	130	3	7	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101	130	2	9	2	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	129.5	3	7	3	0
Margulisbacteria	Unclassified	Unclassified	Unclassified	Unclassified	128	5	7	4	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lutimaribacter	126	1	5	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus	126	2	6	2	0
Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Unclassified	Unclassified	125	1	7	2	0
Acidobacteriota	d142	Unclassified	Unclassified	Unclassified	124	4	8	4	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Unclassified	124	5	9	4	0
Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	Unclassified	121	1	7	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	120	2	8	2	0
Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified	119	4	5	3	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Malonomonas	119	2	8	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aureimonas	119	1	5	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Algicola	117	2	7	6	0
Spirochaetota	MVP-15	Unclassified	Unclassified	Unclassified	117	1	7	2	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	117	1	4	1	0
Pseudomonadota	Alphaproteobacteria	NRL2	Unclassified	Unclassified	115	2	6	4	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	114	3	9	3	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Gloeocapsaceae	Gloeocapsa	114	2	8	1	0
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix	113	6	7	7	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pontivivens	112	1	5	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudooceanicola	112	2	5	2	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	Unclassified	112	1	6	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Altibacter	112	1	5	2	0
Actinomycetota	Actinobacteria	KIST-JJY010	Unclassified	Unclassified	110	3	7	3	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oceanidesulfovibrio	110	1	7	2	0
Patescibacteria	Kazania	Unclassified	Unclassified	Unclassified	108	1	6	1	0
Pseudomonadota	Gammaproteobacteria	D90	Unclassified	Unclassified	108	1	8	3	0
Bacteroidota	Bacteroidia	Sphingobacteriales	SBYC-2600	Unclassified	105	1	8	1	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	105	6	6	6	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aquamicrobium	104	1	5	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_DRTO-55.2	104	2	8	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	104	1	6	1	0
Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus	104	1	8	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureicoccus	104	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thalassobius	104	1	5	1	0
Chloroflexota	Dehalococcoidia	vadinBA26	Unclassified	Unclassified	100	2	5	3	0
Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	Unclassified	100	7	4	5	0
Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	99	3	6	4	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	99	1	6	3	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Unclassified	99	2	8	3	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Unclassified	Unclassified	99	1	8	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Unclassified	99	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	98	3	7	3	0
Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Unclassified	98	2	5	2	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	96	2	6	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Maritimibacter	96	1	5	2	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Thermotunica	96	1	8	1	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospirillum	96	1	5	4	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	93.84	2	9	2	0
Planctomycetota	Phycisphaerae	Unclassified	Unclassified	Unclassified	91	3	8	3	0
Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus	91	1	8	1	0
Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	90.1	4	6	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	90	2	8	2	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	GW2011_GWC1_47_15	90	4	6	4	0
Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	90	3	8	2	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pontixanthobacter	90	1	7	1	0
Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Unclassified	Unclassified	90	2	6	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla_SI04-45	90	2	6	3	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	90	1	4	2	0
Bacillota	Clostridia	MAT-CR-H4-C10	Unclassified	Unclassified	90	1	6	2	0
Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57_soil_group	Unclassified	Unclassified	88	2	8	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Richelia_HH01	88	1	7	2	0
Actinomycetota	Coriobacteriia	OPB41	Unclassified	Unclassified	85	3	5	3	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Unclassified	Unclassified	84	2	5	3	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	84	1	8	1	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Unclassified	Unclassified	84	1	7	3	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkiaceae	Andreesenia	84	2	4	2	0
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	84	2	6	2	0
Elusimicrobiota	Elusimicrobia	MD2894-B20	Unclassified	Unclassified	84	1	4	1	0
Bacillota	Clostridia	Clostridia_UCG-014	Unclassified	Unclassified	82	3	6	3	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidium_MBIC10002	81	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	81	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Unclassified	80	2	6	2	0
Planctomycetota	Phycisphaerae	MSBL9	4572-13	Unclassified	80	3	4	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	80	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Fodinicurvata	80	1	7	3	0
Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722	Unclassified	76.5	2	7	4	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	75.32	2	7	2	0
Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	75	1	8	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Breznakibacter	75	1	8	1	0
Patescibacteria	ABY1	Candidatus_Komeilibacteria	Unclassified	Unclassified	75	4	8	4	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Unclassified	72	2	6	2	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_I	Clade_Ia	72	2	6	4	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudorhizobium	72	1	5	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	72	3	5	3	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	72	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Zavarziniales	Unclassified	Unclassified	70	2	8	2	0
Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Huakuichenia	70	1	5	2	0
Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chlorothrix	70	1	8	1	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	70	1	4	2	0
Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	68.32	3	3	3	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea_PCC-7104	66	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter	65	2	8	2	0
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	65	1	4	5	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Allorhizobium	63	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	63	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unclassified	63	1	5	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	63	1	7	1	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	63	1	5	2	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Unclassified	62	4	6	4	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	62	2	9	1	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	62	2	6	2	0
Patescibacteria	Microgenomatia	Candidatus_Collierbacteria	Unclassified	Unclassified	60	1	8	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Unclassified	60	5	7	5	0
Elusimicrobiota	Elusimicrobia	MVP-88	Unclassified	Unclassified	60	1	8	1	0
Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	60	2	6	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Aliidiomarina	60	1	6	1	0
CK-2C2-2	Unclassified	Unclassified	Unclassified	Unclassified	60	1	8	1	0
DTB120	Unclassified	Unclassified	Unclassified	Unclassified	60	1	8	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloligella	60	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	60	1	8	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	60	1	7	1	0
Bacillota	Bacilli	Bacillales	Unclassified	Unclassified	60	1	7	1	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	60	1	5	2	0
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	60	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Salinicola	60	1	6	1	0
Acidobacteriota	AT-s3-28	Unclassified	Unclassified	Unclassified	58	4	8	3	0
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Unclassified	Unclassified	58	2	7	2	0
Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	Pseudanabaena_NgrPSln22	57	2	9	2	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Unclassified	56	2	6	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Rhodobium	56	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Aquisalinus	56	1	6	1	0
Bacteroidota	Bacteroidia	Sphingobacteriales	E6aC02	Unclassified	56	1	7	1	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Unclassified	Unclassified	56	1	6	1	0
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	55.59	2	8	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Gilvimarinus	55	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	55	1	7	1	0
Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	55	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	54	2	5	2	0
Pseudomonadota	Gammaproteobacteria	UBA4486	Unclassified	Unclassified	54	2	6	2	0
Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified	54	1	6	2	0
Nitrospirota	BMS9AB35	Unclassified	Unclassified	Unclassified	51	1	8	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Unclassified	Dichotomicrobium	50	1	6	1	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Trichloromonas	50	1	8	1	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	50	1	6	1	0
Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	50	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira	50	1	7	1	0
Patescibacteria	CPR2	Unclassified	Unclassified	Unclassified	50	1	4	1	0
Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified	49	2	6	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Salinovum	49	3	6	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Octadecabacter	49	1	5	1	0
Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	48	1	7	1	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Unclassified	Unclassified	48	3	6	2	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unclassified	48	2	8	2	0
Pseudomonadota	Alphaproteobacteria	Puniceispirillales	EF100-94H03	Unclassified	48	1	5	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariicoccus	48	1	5	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Chroococcus_HUW_799	48	2	8	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudobowmanella	48	1	9	1	0
