Phylum	Class	Order	Family	contribution	n_asvs	n_ecs	n_samples	top_genus	pct
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Unclassified	334	7	4	7	Unclassified	0.02
Patescibacteria	Gracilibacteria	Unclassified	Unclassified	325	47	5	18	Unclassified	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	P13-46	324	6	3	9	Unclassified	0.02
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	318	7	4	10	AqS1	0.02
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	317	5	4	13	Unclassified	0.02
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Unclassified	310	4	3	7	Unclassified	0.02
Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	308	1	7	3	Unclassified	0.02
Myxococcota	bacteriap25	Unclassified	Unclassified	304	25	4	16	Unclassified	0.02
Pseudomonadota	Gammaproteobacteria	AT-s2-59	Unclassified	303	10	3	10	Unclassified	0.02
Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	298	11	4	8	Aminicenans	0.02
Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Unclassified	297.5	13	7	8	Unclassified	0.02
Chlorobiota	Chlorobia	Chlorobiales	Chlorobiaceae	294	3	3	5	Chlorobaculum	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	291	11	3	5	Caldora_VP642b	0.02
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	290	6	4	11	Thalassobaculum	0.02
Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	288	11	4	11	Unclassified	0.02
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	285	6	4	7	Kangiella	0.02
Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	276	7	3	8	Unclassified	0.02
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	276	7	4	10	Roseospira	0.02
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Unclassified	270	3	7	4	Unclassified	0.01
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	270	13	3	12	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	270	8	3	9	Hahella	0.01
WS2	Unclassified	Unclassified	Unclassified	267	13	3	12	Unclassified	0.01
Chloroflexota	Dehalococcoidia	RBG-13-46-9	Unclassified	256	5	7	4	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	256	7	4	7	Methylophaga	0.01
Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	252	5	7	5	Unclassified	0.01
Planctomycetota	Pla3_lineage	Unclassified	Unclassified	247	14	4	12	Unclassified	0.01
Bacillota	Clostridia	Eubacteriales	Alkalibacteraceae	245	2	7	4	Alkalibacter	0.01
Pseudomonadota	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	244	6	4	10	Defluviicoccus	0.01
Myxococcota	Polyangiia	UASB-TL25	Unclassified	244	11	4	7	Unclassified	0.01
Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	231	7	4	5	Unclassified	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Unclassified	228	2	3	3	Unclassified	0.01
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	01D2Z36	224	5	4	7	Unclassified	0.01
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	223	4	5	4	Ignavibacterium	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	220	3	7	3	MSBL7	0.01
Pseudomonadota	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	220	1	4	7	Arhodomonas	0.01
Planctomycetota	BD7-11	Unclassified	Unclassified	216	14	4	11	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	215	29	4	16	Unclassified	0.01
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	215	6	4	8	Ferruginivarius	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	214	9	3	12	Thalassotalea	0.01
Acidobacteriota	Subgroup_26	Unclassified	Unclassified	213	9	3	8	Unclassified	0.01
Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	212	10	4	9	Unclassified	0.01
Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Unclassified	207	16	7	10	Unclassified	0.01
Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	205	15	4	10	Unclassified	0.01
Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	Unclassified	204	9	3	9	Unclassified	0.01
Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	201	3	3	6	Unclassified	0.01
Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	200	3	5	4	Nitrospina	0.01
Actinomycetota	Actinobacteria	Frankiales	Unclassified	198	1	3	2	Unclassified	0.01
Nitrospinota	P9X2b3D02	Unclassified	Unclassified	197	3	7	7	Unclassified	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	196.5	3	3	6	Unclassified	0.01
Patescibacteria	Parcubacteria	Unclassified	Unclassified	195	14	7	13	Unclassified	0.01
MBNT15	Unclassified	Unclassified	Unclassified	193	10	7	7	Unclassified	0.01
Myxococcota	Polyangiia	VHS-B4-70	Unclassified	184	4	4	5	Unclassified	0.01
Cyanobacteriota	Sericytochromatia	Unclassified	Unclassified	181	7	4	9	Unclassified	0.01
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	179	10	4	9	Halocella	0.01
Acidobacteriota	Vicinamibacteria	Subgroup_9	Unclassified	177	8	3	9	Unclassified	0.01
Chloroflexota	Dehalococcoidia	Unclassified	Unclassified	176	5	7	4	Unclassified	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	172.5	7	3	7	Unclassified	0.01
Actinomycetota	Actinobacteria	Micrococcales	Unclassified	171	12	4	7	Unclassified	0.01
Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	168	7	3	6	Unclassified	0.01
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	167	15	4	11	RBG-16-49-21	0.01
Myxococcota	Polyangiia	Polyangiales	Eel-36e1D6	166	12	4	9	Unclassified	0.01
Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	165.03	4	3	8	Unclassified	0.01
Deferrisomatota	Deferrisomatia	Deferrisomatales	Deferrisomataceae	162	2	7	4	Deferrisoma	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	162	6	3	9	Unclassified	0.01
Myxococcota	Polyangiia	PS-B29	Unclassified	157	7	4	6	Unclassified	0.01
Planctomycetota	Phycisphaerae	mle1-8	Unclassified	156	10	3	7	Unclassified	0.01
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	156	17	4	11	SCGC_AAA011-D5	0.01
Myxococcota	Polyangiia	Blfdi19	Unclassified	156	10	4	7	Unclassified	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	153	24	3	16	Unclassified	0.01
Actinomycetota	Actinobacteria	Unclassified	Unclassified	153	17	4	13	Unclassified	0.01
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	146	25	2	12	Unclassified	0.01
Chloroflexota	Anaerolineae	Thermoflexales	Thermoflexaceae	145	4	7	4	Thermoflexus	0.01
Acidobacteriota	Holophagae	Subgroup_7	Unclassified	144	3	3	4	Unclassified	0.01
Planctomycetota	Phycisphaerae	MSBL9	SG8-4	140	8	5	7	Unclassified	0.01
Gemmatimonadota	S0134_terrestrial_group	Unclassified	Unclassified	140	5	4	5	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	BD2-7	140	2	4	2	Unclassified	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	138.22	3	7	7	Paraclostridium	0.01
Planctomycetota	Planctomycetes	Unclassified	Unclassified	138	16	4	10	Unclassified	0.01
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	136	8	3	7	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	132	4	3	5	Alcanivorax	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Unclassified	131	6	4	6	Unclassified	0.01
Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Unclassified	129	8	7	6	Unclassified	0.01
Pseudomonadota	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	129	6	3	6	Mariprofundus	0.01
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	128	8	4	9	Unclassified	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	128	4	4	5	Geothermobacter	0.01
Acidobacteriota	Subgroup_5	Unclassified	Unclassified	128	5	4	6	Unclassified	0.01
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	127	5	4	2	Faecalibacterium	0.01
Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Unclassified	126	5	7	5	Unclassified	0.01
Chloroflexota	OLB14	Unclassified	Unclassified	126	2	3	8	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	124	8	2	8	Coxiella	0.01
Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	122	2	4	4	Unclassified	0.01
Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	121.8	10	3	9	Unclassified	0.01
Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	120	7	4	5	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	120	3	3	5	Unclassified	0.01
Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	120	3	4	3	Ammoniphilus	0.01
Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	120	2	3	4	Unclassified	0.01
Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	118.45	15	4	8	Unclassified	0.01
FW113	Unclassified	Unclassified	Unclassified	117	3	7	3	Unclassified	0.01
Dependentiae	Babeliae	Babeliales	Unclassified	111.75	13	5	7	Unclassified	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	111	6	4	4	Microvirga	0.01
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	108	6	3	6	Unclassified	0.01
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	100	2	5	3	Desulfomicrobium	0.01
Chloroflexota	Anaerolineae	1-20	Unclassified	100	1	7	4	Unclassified	0.01
Chlamydiota	Chlamydiia	LD1-PA32	Unclassified	100	6	4	7	Unclassified	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	100	2	4	2	Unclassified	0.01
LCP-89	Unclassified	Unclassified	Unclassified	99	9	4	6	Unclassified	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	98	5	3	5	Pseudomonas	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	98	7	4	5	Fusibacter	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	97	10	4	9	Unclassified	0.01
Chloroflexota	Anaerolineae	SJA-15	Unclassified	96	1	7	3	Unclassified	0.01
Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	96	3	3	3	Culicoidibacter	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	95	1	5	3	Unclassified	0.01
Bacillota	Desulfitobacteriia	Desulfitobacteriales	Unclassified	90	1	7	2	Unclassified	0
Chloroflexota	Anaerolineae	RBG-13-54-9	Unclassified	89	8	7	7	Unclassified	0
Actinomycetota	Actinobacteria	Micrococcales	Demequinaceae	88	3	3	5	Demequina	0
Bacillota	Bacilli	Lactobacillales	Streptococcaceae	87.32	3	4	3	Streptococcus	0
Cyanobacteriota	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	87	5	3	5	Synechococcus_IR11	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	84.75	3	3	2	Acinetobacter	0
Actinomycetota	Actinobacteria	Micrococcales	Dermatophilaceae	82	3	4	3	Unclassified	0
NKB15	Unclassified	Unclassified	Unclassified	81	5	3	5	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	81	5	3	5	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	81	4	3	3	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Unclassified	81	3	4	4	Unclassified	0
Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	81	15	3	11	Unclassified	0
Chloroflexota	Dehalococcoidia	vadinBA26	Unclassified	80	2	7	3	Unclassified	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	80	5	4	6	Candidatus_Entotheonella	0
Pseudomonadota	Unclassified	Unclassified	Unclassified	79.25	9	4	8	Unclassified	0
Chloroflexota	N9D0	Unclassified	Unclassified	78	1	3	7	Unclassified	0
Candidatus_Kryptonia	Kryptonia	Kryptoniales	MSB-3C8	75	2	3	5	Unclassified	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Clostridiisalibacteraceae	73	2	7	2	Clostridiisalibacter	0
Bacillota	Clostridia	Clostridiales	Clostridiaceae	73	3	5	4	Clostridium	0
Bacillota	Clostridia	Peptococcales	Peptococcaceae	72	3	7	5	Unclassified	0
Patescibacteria	ABY1	Candidatus_Falkowbacteria	Unclassified	72	8	4	6	Unclassified	0
Actinomycetota	Acidimicrobiia	Unclassified	Unclassified	71	3	4	4	Unclassified	0
Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	69	4	3	3	Unclassified	0
FCPU426	Unclassified	Unclassified	Unclassified	69	9	4	8	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	MBAE14	69	2	3	3	Unclassified	0
Acidobacteriota	Acidobacteriae	Subgroup_15	Unclassified	69	3	3	2	Unclassified	0
Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	69	5	3	5	Bryobacter	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	68	3	4	5	Propionigenium	0
Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	67.5	3	3	3	Acholeplasma	0
Schekmanbacteria	Unclassified	Unclassified	Unclassified	67	7	4	6	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	66	1	3	1	Steroidobacter	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	65.5	7	4	6	Pseudodesulfovibrio	0
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Unclassified	65	1	4	3	Unclassified	0
Patescibacteria	Parcubacteria	GWA2-38-13b	Unclassified	64.5	7	4	7	Unclassified	0
Chloroflexota	Dehalococcoidia	GIF9	Unclassified	63	2	7	2	Unclassified	0
Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	63	12	3	8	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Ga0077536	Unclassified	62	5	4	5	Unclassified	0
Myxococcota	Unclassified	Unclassified	Unclassified	61	8	4	6	Unclassified	0
Myxococcota	Polyangiia	VHS-B3-70	Unclassified	60	4	4	6	Unclassified	0
Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	60	4	4	4	Defluviitaleaceae_UCG-011	0
Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	60	3	3	3	Oleiagrimonas	0
Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	60	1	3	4	Thomasclavelia	0
Pseudomonadota	Alphaproteobacteria	NRL2	Unclassified	57.5	2	4	4	Unclassified	0
Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	57	3	3	2	Pontibacter	0
Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	55.6	10	2	10	Arcobacter	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	55.5	3	3	3	Thauera	0
Pseudomonadota	Gammaproteobacteria	EC3	Unclassified	55	9	3	7	Unclassified	0
Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	54	7	3	5	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	54	5	2	7	Unclassified	0
Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Unclassified	53.5	6	4	7	Unclassified	0
Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	53	6	4	6	Unclassified	0
Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	52	2	4	2	Phaselicystis	0
Patescibacteria	ABY1	Unclassified	Unclassified	50	5	7	3	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	Unclassified	50	5	4	5	Unclassified	0
Gemmatimonadota	MD2902-B12	Unclassified	Unclassified	50	3	4	4	Unclassified	0
Planctomycetota	Phycisphaerae	MSBL9	4572-13	50	3	4	3	Unclassified	0
Elusimicrobiota	Lineage_IIb	Unclassified	Unclassified	48	7	3	6	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Unclassified	45	1	7	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Run-SP154	Unclassified	45	1	3	2	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Unclassified	45	1	4	1	Unclassified	0
TA06	Unclassified	Unclassified	Unclassified	44	4	4	4	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	44	1	4	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Unclassified	43.5	1	3	2	Methylohalomonas	0
Planctomycetota	Phycisphaerae	S-70	Unclassified	42	5	3	4	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Unclassified	42	1	4	3	Unclassified	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	42	1	3	1	Unclassified	0
Patescibacteria	Unclassified	Unclassified	Unclassified	41	4	4	4	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Unclassified	40.5	4	3	5	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57_soil_group	Unclassified	40	2	4	2	Unclassified	0
Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	40	4	3	3	Unclassified	0
Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Unclassified	39	5	3	6	Unclassified	0
Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Unclassified	39	19	4	13	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Unclassified	36	2	3	3	Unclassified	0
Acetothermia	Acetothermiia	KB1_group	Unclassified	36	3	4	3	Unclassified	0
Spirochaetota	MVP-15	Unclassified	Unclassified	36	1	4	2	Unclassified	0
Actinomycetota	Coriobacteriia	OPB41	Unclassified	36	3	4	3	Unclassified	0
Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Unclassified	36	2	4	2	Unclassified	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	C8S-102	36	1	3	1	Unclassified	0
Cloacimonadota	Cloacimonadia	Cloacimonadales	Unclassified	36	1	3	1	Unclassified	0
Actinomycetota	Coriobacteriia	CG2-30-50-142	Unclassified	35	1	7	1	Unclassified	0
Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722	34	2	4	4	Unclassified	0
Chlamydiota	Chlamydiia	Chlamydiales	cvE6	34	4	2	3	Unclassified	0
Margulisbacteria	Unclassified	Unclassified	Unclassified	33	5	3	4	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	33	1	3	3	Geitlerinema_PCC-7105	0
Planctomycetota	Phycisphaerae	Unclassified	Unclassified	33	3	3	3	Unclassified	0
Chloroflexota	Dehalococcoidia	FW22	Unclassified	32	2	7	2	Unclassified	0
Bacillota	Clostridia	Clostridia_UCG-014	Unclassified	32	3	4	3	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_I	32	2	4	4	Clade_Ia	0
Acidobacteriota	d142	Unclassified	Unclassified	30	4	3	4	Unclassified	0
Actinomycetota	Actinobacteria	KIST-JJY010	Unclassified	30	3	3	3	Unclassified	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	29.97	7	3	5	Unclassified	0
Patescibacteria	ABY1	Candidatus_Komeilibacteria	Unclassified	29	4	7	4	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Gloeocapsaceae	28.5	2	3	1	Gloeocapsa	0
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Unclassified	28	2	4	2	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	28	3	4	2	Macellibacteroides	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Unclassified	28	1	3	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	28	2	2	2	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	27	2	3	3	Hormoscilla_SI04-45	0
Patescibacteria	Kazania	Unclassified	Unclassified	27	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	D90	Unclassified	27	1	3	3	Unclassified	0
Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	25	1	5	2	Anaerofustis	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	24	3	3	3	Thermotunica	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	24	2	4	3	Afifella	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Unclassified	24	3	4	2	Unclassified	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkiaceae	24	2	4	2	Andreesenia	0
Pseudomonadota	Gammaproteobacteria	UBA4486	Unclassified	24	2	4	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	24	1	4	1	Azohydromonas	0
Bacillota	Bacilli	Bacillales	Unclassified	23	2	4	2	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	21.7	3	4	3	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	21.52	2	4	2	Shewanella	0
Bacteroidota	Bacteroidia	Sphingobacteriales	SBYC-2600	21	1	3	1	Unclassified	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	21	2	3	2	Unclassified	0
Elusimicrobiota	Elusimicrobia	MD2894-B20	Unclassified	21	1	3	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Zavarziniales	Unclassified	20	2	4	2	Unclassified	0
CK-2C2-2	Unclassified	Unclassified	Unclassified	20	1	4	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	20	1	4	2	Unclassified	0
Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	20	1	3	1	Unclassified	0
Bacillota	Clostridia	MAT-CR-H4-C10	Unclassified	20	1	4	2	Unclassified	0
Synergistota	Synergistia	Synergistales	Synergistaceae	18.64	4	4	4	JGI-0000079-D21	0
Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	18	1	3	2	Unclassified	0
Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	18	1	3	1	Georgenia	0
Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	18	2	3	2	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Puniceispirillales	EF100-94H03	18	1	3	2	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	18	1	2	3	Unclassified	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	17.49	3	3	3	Jiulongibacter	0
Bacillota	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	16	2	4	2	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	16	1	4	1	Candidatus_Xiphinematobacter	0
Patescibacteria	Parcubacteria	Candidatus_Portnoybacteria	Unclassified	16	1	4	1	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Collierbacteria	Unclassified	15	1	3	1	Unclassified	0
Elusimicrobiota	Elusimicrobia	MVP-88	Unclassified	15	1	3	1	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	15	3	3	3	Planktothricoides_SR001	0
Bacteroidota	Bacteroidia	Chitinophagales	37-13	15	2	3	2	Unclassified	0
Poribacteria	Unclassified	Unclassified	Unclassified	15	2	4	2	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Limnotrichales	Limnotrichaceae	15	2	3	3	Limnothrix	0
Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	15	1	3	1	Unclassified	0
Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	15	1	3	2	Halococcus	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oceanospirillaceae	15	2	3	2	Oceanospirillum	0
Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	15	1	4	2	Bifidobacterium	0
Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	15	1	3	1	Candidatus_Chlorothrix	0
Patescibacteria	CPR2	Unclassified	Unclassified	15	1	3	1	Unclassified	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	14.5	3	4	2	TM7a	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	14	3	4	2	Unclassified	0
Campylobacterota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	13.5	3	2	2	Unclassified	0
Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	13.5	1	3	1	Unclassified	0
Acidobacteriota	AT-s3-28	Unclassified	Unclassified	13	4	4	3	Unclassified	0
Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	Unclassified	12	2	1	3	Unclassified	0
Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	12	1	4	1	Collinsella	0
Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	12	1	3	1	Lentisphaera	0
Verrucomicrobiota	Kiritimatiellia	113B434	Unclassified	12	3	3	2	Unclassified	0
Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	12	1	4	1	Desulfomonile	0
Elusimicrobiota	Endomicrobiia	Endomicrobiales	Endomicrobiaceae	12	3	3	2	Endomicrobium	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	12	2	3	2	Diplosphaera	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	12	1	4	1	Unclassified	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	12	1	3	1	Unclassified	0
Verrucomicrobiota	Lentisphaeria	Victivallales	SBYX-4944	12	1	3	1	Unclassified	0
DTB120	Unclassified	Unclassified	Unclassified	12	1	4	1	Unclassified	0
Nitrospirota	BMS9AB35	Unclassified	Unclassified	12	1	4	1	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Unclassified	12	1	4	1	Unclassified	0
