Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marivirga	936	7	4	12	0.05
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	933	21	3	15	0.05
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	928.5	18	3	13	0.05
Pseudomonadota	Gammaproteobacteria	Milano-WF1B-44	Unclassified	Unclassified	921	8	3	13	0.05
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	906	23	3	17	0.05
Thermodesulfobacteriota	Unclassified	Unclassified	Unclassified	Unclassified	901	17	7	14	0.05
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Haliea	897	10	3	18	0.05
Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	896	4	7	10	0.05
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Pelagibacterium	895	4	3	15	0.05
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Unclassified	Unclassified	892	35	4	22	0.05
Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Unclassified	Unclassified	882	37	3	13	0.05
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	880	5	4	20	0.05
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Unclassified	875	19	4	18	0.05
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	864	38	4	20	0.05
Thermodesulfobacteriota	Desulfuromonadia	PB19	Unclassified	Unclassified	860	21	4	16	0.05
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira	859	10	4	14	0.05
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7_clade	857	32	4	15	0.05
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Unclassified	854.96	13	7	9	0.05
Chloroflexota	Anaerolineae	Aggregatilineales	Aggregatilineaceae	Aggregatilinea	852	11	7	10	0.05
Bacteroidota	Bacteroidia	Bacteroidales	SB-5	Unclassified	849	26	7	14	0.05
Dadabacteria	Dadabacteriia	Dadabacteriales	Unclassified	CSP1-2	849	17	3	13	0.05
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	C1-B045	846.75	11	3	17	0.05
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Unclassified	846	5	3	9	0.05
Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	824	7	4	10	0.05
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maritimimonas	824	3	4	3	0.05
Cyanobacteriota	Cyanobacteriia	Synechococcales	Unclassified	Schizothrix_LEGE_07164	813	5	3	3	0.04
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	799.5	15	4	13	0.04
Bacteroidota	Bacteroidia	Cytophagales	Unclassified	Unclassified	796.5	15	3	18	0.04
Sva0485	Unclassified	Unclassified	Unclassified	Unclassified	795	11	7	12	0.04
Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts	795	4	3	5	0.04
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	789	27	5	21	0.04
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Unclassified	786	12	3	9	0.04
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Gloeocapsopsis_BDHKU_35101	786	3	3	6	0.04
Patescibacteria	Parcubacteria	Candidatus_Campbellbacteria	Unclassified	Unclassified	785.5	40	7	20	0.04
Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Unclassified	785	43	7	21	0.04
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	781	20	4	13	0.04
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	778.01	11	4	14	0.04
Bacillota	Clostridia	Christensenellales	Christensenellaceae	Unclassified	777	12	4	3	0.04
Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfocarbo	767	7	7	10	0.04
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Microbulbiferaceae	Microbulbifer	765.54	19	3	18	0.04
Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	761	55	4	21	0.04
Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Unclassified	752	36	4	16	0.04
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	C2U	Unclassified	744	6	4	7	0.04
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	735	6	4	8	0.04
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	714	1	7	4	0.04
Candidatus_Kapabacteria	Kapabacteria	Kapabacteriales	Unclassified	Unclassified	714	28	4	20	0.04
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Halodurantibacterium	690	1	4	12	0.04
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Marivibrio	686	15	4	11	0.04
Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	685	44	7	16	0.04
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Unclassified	682.5	9	5	7	0.04
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	KF-JG30-B3	Unclassified	681	3	3	10	0.04
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloceanibacter	680	2	2	22	0.04
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha	676	8	4	10	0.04
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Algimonas	676	4	4	7	0.04
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	675	20	7	7	0.04
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Unclassified	672	2	3	9	0.04
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	668	10	4	10	0.04
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Larsenimonas	664	3	3	11	0.04
Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	Unclassified	Unclassified	653	18	7	10	0.04
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613	649.5	3	3	10	0.04
Pseudomonadota	Alphaproteobacteria	Micavibrionales	Unclassified	Unclassified	645	36	3	21	0.04
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Unclassified	640	14	4	12	0.04
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Reichenbachiella	640	12	4	17	0.04
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Halomicronema_TFEP1	639	10	3	12	0.04
Zixibacteria	Unclassified	Unclassified	Unclassified	Unclassified	638	39	3	15	0.04
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	636	6	3	19	0.04
Verrucomicrobiota	Kiritimatiellia	WCHB1-41	Unclassified	Unclassified	635	40	4	14	0.04
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Arthrospira_PCC-7345	634.5	2	3	7	0.04
Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	624	2	7	9	0.03
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Euzebyella	621	2	3	5	0.03
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Candidatus_Thiosymbion	618	2	3	2	0.03
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus	612	6	4	14	0.03
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	600	4	7	5	0.03
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceicoccus	597	5	3	8	0.03
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	588	40	3	21	0.03
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	588	21	4	15	0.03
Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_23	585	22	3	16	0.03
Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinus	584	13	4	18	0.03
Acidobacteriota	Subgroup_18	Unclassified	Unclassified	Unclassified	580	6	4	12	0.03
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Litorimonas	580	4	4	17	0.03
Acidobacteriota	Subgroup_22	Unclassified	Unclassified	Unclassified	573	37	4	14	0.03
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	SEEP-SRB4	572	3	7	4	0.03
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	555.5	39	4	20	0.03
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	553	7	4	11	0.03
Acidobacteriota	Acidobacteriae	PAUC26f	Unclassified	Unclassified	551	18	4	14	0.03
Bacillota	Bacilli	RF39	Unclassified	Unclassified	546	1	3	3	0.03
Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Unclassified	540	8	4	11	0.03
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	537	2	3	14	0.03
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter	534	16	4	17	0.03
Planctomycetota	Unclassified	Unclassified	Unclassified	Unclassified	532.5	33	5	20	0.03
Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Unclassified	531	11	3	5	0.03
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	530	14	4	14	0.03
Chloroflexota	Dehalococcoidia	SAR202_clade	Unclassified	Unclassified	522	17	4	12	0.03
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	522	7	3	7	0.03
Pseudomonadota	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus_Tenderia	519	6	4	12	0.03
Pseudomonadota	Alphaproteobacteria	AT-s3-44	Unclassified	Unclassified	517	3	4	5	0.03
Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	516	21	3	12	0.03
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Unclassified	515	15	4	11	0.03
Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified	507	41	7	19	0.03
Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	Unclassified	Unclassified	505	10	7	9	0.03
Acidobacteriota	Vicinamibacteria	Subgroup_17	Unclassified	Unclassified	504	6	4	16	0.03
Chloroflexota	KD4-96	Unclassified	Unclassified	Unclassified	504	5	4	16	0.03
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	504	9	3	9	0.03
Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Unclassified	498	16	4	15	0.03
Acetothermia	Acetothermiia	Unclassified	Unclassified	AOM-SR-B11	496	8	4	8	0.03
Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Unclassified	492	20	3	15	0.03
Sumerlaeota	Sumerlaeia	Unclassified	Unclassified	Unclassified	491	31	4	15	0.03
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	490	4	4	9	0.03
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	489	15	3	11	0.03
Planctomycetota	Pla4_lineage	Unclassified	Unclassified	Unclassified	487	42	6	17	0.03
Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified	482	19	4	12	0.03
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Unclassified	480	4	4	9	0.03
Patescibacteria	ABY1	Candidatus_Uhrbacteria	Unclassified	Unclassified	477	13	7	9	0.03
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Unclassified	477	12	3	12	0.03
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Rapidithrix	472.5	11	3	19	0.03
Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1_clade	Unclassified	451	12	4	12	0.02
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	444	9	4	11	0.02
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Cohaesibacter	440	6	4	6	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	440	3	4	7	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	Unclassified	438	16	4	15	0.02
Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas	430	32	2	17	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	429	3	3	9	0.02
Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified	426	31	5	17	0.02
Acidobacteriota	Subgroup_21	Unclassified	Unclassified	Unclassified	424.28	21	4	17	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas	423	2	3	8	0.02
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Glaciecola	420	8	3	6	0.02
Marinimicrobia_(SAR406_clade)	Unclassified	Unclassified	Unclassified	Unclassified	419	9	4	10	0.02
Patescibacteria	WWE3	Unclassified	Unclassified	Unclassified	417	26	7	13	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesohalobacter	415	8	3	12	0.02
Chloroflexota	Dehalococcoidia	GIF3	Unclassified	Unclassified	408	9	7	8	0.02
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Unclassified	408	14	4	15	0.02
Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	406.5	9	3	10	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Synechocystis_BDHKU-20401	402	3	3	6	0.02
Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Unclassified	402	3	3	10	0.02
Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax	399	17	3	11	0.02
Actinomycetota	WCHB1-81	Unclassified	Unclassified	Unclassified	385	11	7	10	0.02
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	BBMC-4	384	9	4	5	0.02
Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	Unclassified	384	15	4	14	0.02
Acidobacteriota	Acidobacteriae	Unclassified	Unclassified	Unclassified	378	4	3	13	0.02
Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Calorithrix	376	8	4	10	0.02
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tistlia	375	2	4	5	0.02
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Flavilitoribacter	374	12	4	16	0.02
Chloroflexota	Dehalococcoidia	S085	Unclassified	Unclassified	357	8	3	7	0.02
Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	356	19	3	13	0.02
Pseudomonadota	Gammaproteobacteria	pItb-vmat-80	Unclassified	Unclassified	354	10	3	9	0.02
Pseudomonadota	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	352	5	4	9	0.02
Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Unclassified	Unclassified	350	7	7	7	0.02
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	350	3	5	4	0.02
Chloroflexota	Dehalococcoidia	MSBL5	Unclassified	Unclassified	348	10	7	8	0.02
Chloroflexota	JG30-KF-CM66	Unclassified	Unclassified	Unclassified	348	8	3	11	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Unclassified	Unclassified	347	14	4	14	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicella	345	3	4	11	0.02
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	342	17	3	15	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	341.01	5	3	6	0.02
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	340.62	6	7	5	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hanstruepera	340.5	4	3	10	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Unclassified	Unclassified	339	10	3	12	0.02
Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas	337.5	13	3	16	0.02
Planctomycetota	Phycisphaerae	Pla1_lineage	Unclassified	Unclassified	336	15	4	12	0.02
Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	336	8	3	5	0.02
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Unclassified	Unclassified	334	7	4	7	0.02
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	330	12	3	8	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Saccharospirillum	330	6	3	13	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Unclassified	330	10	3	12	0.02
Patescibacteria	Gracilibacteria	Unclassified	Unclassified	Unclassified	325	47	5	18	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	P13-46	Unclassified	324	6	3	9	0.02
Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Enhygromyxa	324	6	4	7	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	321	2	3	4	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	320	2	4	5	0.02
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassocola	318	3	4	8	0.02
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Unclassified	317	5	4	13	0.02
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified	314	17	4	11	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Sediminimonas	312	1	4	6	0.02
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Unclassified	Unclassified	310	4	3	7	0.02
Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Unclassified	308	1	7	3	0.02
Myxococcota	bacteriap25	Unclassified	Unclassified	Unclassified	304	25	4	16	0.02
Pseudomonadota	Gammaproteobacteria	AT-s2-59	Unclassified	Unclassified	303	10	3	10	0.02
Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	Aminicenans	298	11	4	8	0.02
Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Unclassified	Unclassified	297.5	13	7	8	0.02
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255_marine_benthic_group	297	9	3	12	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	295.5	2	3	8	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Seongchinamella	293	6	4	8	0.02
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum	290	6	4	11	0.02
Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	Unclassified	288	11	4	11	0.02
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Maribellus	285	4	3	12	0.02
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	285	7	4	8	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Unclassified	284.01	9	3	11	0.02
Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Candidatus_Thiodiazotropha	279	4	3	8	0.02
Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unclassified	276	7	3	8	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Kyrtuthrix	274.53	35	3	8	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	273	8	3	6	0.02
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	273	6	3	10	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Unclassified	272	5	3	8	0.02
Gemmatimonadota	Longimicrobiia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	272	1	4	3	0.02
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Unclassified	Unclassified	270	3	7	4	0.01
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Unclassified	Unclassified	270	13	3	12	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Martelella	270	1	3	2	0.01
WS2	Unclassified	Unclassified	Unclassified	Unclassified	267	13	3	12	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16	261	1	5	3	0.01
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	258	3	3	11	0.01
Chloroflexota	Dehalococcoidia	RBG-13-46-9	Unclassified	Unclassified	256	5	7	4	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	256	7	4	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	255	6	3	9	0.01
Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Wenzhouxiangella	252	2	3	6	0.01
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	250	5	4	5	0.01
Planctomycetota	Pla3_lineage	Unclassified	Unclassified	Unclassified	247	14	4	12	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	246	3	3	9	0.01
Bacillota	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter	245	2	7	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Albimonas	245	4	4	6	0.01
Pseudomonadota	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	244	6	4	10	0.01
Myxococcota	Polyangiia	UASB-TL25	Unclassified	Unclassified	244	11	4	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	239	9	4	9	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Acidimangrovimonas	238	1	4	6	0.01
Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	Unclassified	231	7	4	5	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Unclassified	Unclassified	228	2	3	3	0.01
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	01D2Z36	Unclassified	224	5	4	7	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	UCYN-C	223.5	4	3	9	0.01
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	223	4	5	4	0.01
Pseudomonadota	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Arhodomonas	220	1	4	7	0.01
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	219	5	3	8	0.01
Planctomycetota	BD7-11	Unclassified	Unclassified	Unclassified	216	14	4	11	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tranquillimonas	215	3	4	4	0.01
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tagaea	215	3	4	6	0.01
Acidobacteriota	Subgroup_26	Unclassified	Unclassified	Unclassified	213	9	3	8	0.01
Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified	212	10	4	9	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	208	3	4	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	208	7	4	8	0.01
Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangium	208	2	4	3	0.01
Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Unclassified	Unclassified	207	16	7	10	0.01
Chlorobiota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	207	1	3	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	205	3	4	6	0.01
Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified	205	15	4	10	0.01
Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	Unclassified	Unclassified	204	9	3	9	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	203	2	5	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	201	9	4	10	0.01
Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	Unclassified	201	3	3	6	0.01
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	200	7	4	5	0.01
Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	200	3	5	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ascidiimonas	198	9	3	10	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	198	5	3	5	0.01
Actinomycetota	Actinobacteria	Frankiales	Unclassified	Unclassified	198	1	3	2	0.01
Nitrospinota	P9X2b3D02	Unclassified	Unclassified	Unclassified	197	3	7	7	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified	196.5	3	3	6	0.01
Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	195	14	7	13	0.01
MBNT15	Unclassified	Unclassified	Unclassified	Unclassified	193	10	7	7	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	192	5	3	9	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Cerasicoccus	192	14	3	8	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5)_clade	192	5	3	6	0.01
Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	190	12	4	8	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Kangiella	189	1	3	6	0.01
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	186	14	3	10	0.01
Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus_Latescibacter	185	8	4	6	0.01
