Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Planctomycetota	Phycisphaerae	S-70	Unclassified	Unclassified	42	5	3	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Phyllonema	42	5	3	3	0
Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	MSBL3	42	4	3	4	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	42	3	3	3	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	42	2	3	2	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	42	2	3	2	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Unclassified	Unclassified	42	1	4	3	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	Unclassified	42	1	3	1	0
Patescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	41	4	4	4	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Unclassified	Unclassified	40.5	4	3	5	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	40	1	4	2	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	40	1	4	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudorhizobium	40	1	4	1	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	40	1	4	2	0
Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57_soil_group	Unclassified	Unclassified	40	2	4	2	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Fodinicurvata	40	1	4	3	0
Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Unclassified	Unclassified	39	5	3	6	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unclassified	39	3	3	3	0
Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Unclassified	Unclassified	39	19	4	13	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	39	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	39	1	3	5	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureicoccus	39	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptunomonas	39	1	3	1	0
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Flexithrix	37.5	6	3	7	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	37	3	4	3	0
Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus	36	1	7	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacterium	36	2	3	3	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Unclassified	Unclassified	36	2	3	3	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	GW2011_GWC1_47_15	36	4	4	4	0
Acetothermia	Acetothermiia	KB1_group	Unclassified	Unclassified	36	3	4	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Unclassified	36	5	3	4	0
Spirochaetota	MVP-15	Unclassified	Unclassified	Unclassified	36	1	4	2	0
Actinomycetota	Coriobacteriia	OPB41	Unclassified	Unclassified	36	3	4	3	0
Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	Unclassified	Unclassified	36	2	4	2	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	C8S-102	Unclassified	36	1	3	1	0
Cloacimonadota	Cloacimonadia	Cloacimonadales	Unclassified	Unclassified	36	1	3	1	0
Actinomycetota	Coriobacteriia	CG2-30-50-142	Unclassified	Unclassified	35	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Rhodobium	35	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Octadecabacter	35	1	4	1	0
Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722	Unclassified	34	2	4	4	0
Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified	34	4	2	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Algicola	33.6	2	3	6	0
Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	33	3	3	4	0
Margulisbacteria	Unclassified	Unclassified	Unclassified	Unclassified	33	5	3	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema_PCC-7105	33	1	3	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Unclassified	33	1	3	1	0
Planctomycetota	Phycisphaerae	Unclassified	Unclassified	Unclassified	33	3	3	3	0
Chloroflexota	Dehalococcoidia	FW22	Unclassified	Unclassified	32	2	7	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Unclassified	32	2	4	2	0
Bacillota	Clostridia	Clostridia_UCG-014	Unclassified	Unclassified	32	3	4	3	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_I	Clade_Ia	32	2	4	4	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Oceanispirochaeta	31	2	4	3	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	31	2	4	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium_IMS101	30	2	3	2	0
Acidobacteriota	d142	Unclassified	Unclassified	Unclassified	30	4	3	4	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Unclassified	30	2	4	2	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	30	3	3	3	0
Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Huakuichenia	30	1	3	2	0
Actinomycetota	Actinobacteria	KIST-JJY010	Unclassified	Unclassified	30	3	3	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariicoccus	30	1	4	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesonia	30	1	3	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	29.76	2	4	2	0
Patescibacteria	ABY1	Candidatus_Komeilibacteria	Unclassified	Unclassified	29	4	7	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Gloeocapsaceae	Gloeocapsa	28.5	2	3	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Hoeflea	28	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Unclassified	Unclassified	28	2	4	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	28	3	4	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Salinovum	28	3	4	3	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Unclassified	Unclassified	28	1	3	1	0
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	28	1	5	1	0
Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Oxalophagus	28	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Holosporales	Holosporaceae	Unclassified	28	2	2	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Pleionea	28	3	2	2	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Unclassified	28	2	2	3	0
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfonema	27.96	2	7	2	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Unclassified	27	4	3	4	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla_SI04-45	27	2	3	3	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidium_MBIC10002	27	1	3	1	0
Patescibacteria	Kazania	Unclassified	Unclassified	Unclassified	27	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pontixanthobacter	27	1	3	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8	27	1	3	1	0
Pseudomonadota	Gammaproteobacteria	D90	Unclassified	Unclassified	27	1	3	3	0
Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	26	3	2	4	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Malonomonas	25.5	2	3	3	0
Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	25	1	5	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pelagibaca	25	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	25	1	4	1	0
Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified	25	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rubribacterium	25	1	4	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	24.5	3	4	3	0
Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	24.36	4	4	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	24	2	4	2	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Unclassified	Unclassified	24	3	4	2	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkiaceae	Andreesenia	24	2	4	2	0
Pseudomonadota	Gammaproteobacteria	UBA4486	Unclassified	Unclassified	24	2	4	2	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Unclassified	24	2	4	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_DRTO-55.2	24	2	3	1	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	24	1	4	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	24	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Azohydromonas	24	1	4	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Richelia_HH01	24	1	3	2	0
Bacillota	Bacilli	Bacillales	Unclassified	Unclassified	23	2	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia	22	1	2	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	21.52	2	4	2	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	21	1	5	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Meinhardsimonia	21	3	4	3	0
Bacteroidota	Bacteroidia	Sphingobacteriales	SBYC-2600	Unclassified	21	1	3	1	0
Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Unclassified	21	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Aquisalinus	21	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	21	1	3	1	0
Elusimicrobiota	Elusimicrobia	MD2894-B20	Unclassified	Unclassified	21	1	3	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oceanidesulfovibrio	20	1	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	20	2	4	2	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Candidatus_Marispirochaeta	20	2	4	2	0
Pseudomonadota	Alphaproteobacteria	Zavarziniales	Unclassified	Unclassified	20	2	4	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Breznakibacter	20	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Unclassified	Dichotomicrobium	20	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicola	20	1	4	1	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	20	1	4	1	0
CK-2C2-2	Unclassified	Unclassified	Unclassified	Unclassified	20	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	Unclassified	20	1	4	2	0
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	20	2	4	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloligella	20	1	4	1	0
Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	Unclassified	20	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	Afifella	20	1	4	2	0
Bacillota	Clostridia	MAT-CR-H4-C10	Unclassified	Unclassified	20	1	4	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unclassified	20	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter	19	2	4	2	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	Unclassified	19	2	4	2	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Unclassified	18	5	3	5	0
Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Halobacteriovorax	18	2	3	2	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Nodosilinea_PCC-7104	18	1	3	1	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	18	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	18	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Salinicola	18	1	3	1	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Thermotunica	18	1	3	1	0
Thermoplasmatota	Thermoplasmata	Unclassified	Unclassified	Unclassified	18	1	3	2	0
Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	18	1	3	1	0
Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Unclassified	18	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Puniceispirillales	EF100-94H03	Unclassified	18	1	3	2	0
Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Unclassified	18	1	2	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Gilvimarinus	16.5	1	3	1	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Unclassified	16	1	7	1	0
Bacillota	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	Unclassified	16	2	4	2	0
Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	16	1	4	1	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	16	1	4	1	0
Patescibacteria	Parcubacteria	Candidatus_Portnoybacteria	Unclassified	Unclassified	16	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Unclassified	16	1	4	1	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	SBYC	16	1	4	1	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	16	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariivita	16	1	4	1	0
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	16	1	5	1	0
Balneolota	Balneolia	Balneolales	Balneolaceae	Aliifodinibius	16	1	4	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	16	3	2	3	0
Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	15.34	2	4	3	0
Patescibacteria	Microgenomatia	Candidatus_Collierbacteria	Unclassified	Unclassified	15	1	3	1	0
Elusimicrobiota	Elusimicrobia	MVP-88	Unclassified	Unclassified	15	1	3	1	0
Bacteroidota	Bacteroidia	Chitinophagales	37-13	Unclassified	15	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Tsuneonella	15	1	3	1	0
Poribacteria	Unclassified	Unclassified	Unclassified	Unclassified	15	2	4	2	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Rhodovibrio	15	1	4	1	0
Cyanobacteriota	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	15	2	3	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Dinoroseobacter	15	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira	15	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Unclassified	15	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Sinirhodobacter	15	1	4	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia	15	2	3	2	0
Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	Halococcus	15	1	3	2	0
Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	Pseudanabaena_NgrPSln22	15	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	HTCC5015	15	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oceanospirillaceae	Oceanospirillum	15	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21	15	1	3	1	0
Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	15	1	4	2	0
Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	15	1	3	1	0
Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus_Chlorothrix	15	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	15	1	3	1	0
Patescibacteria	CPR2	Unclassified	Unclassified	Unclassified	15	1	3	1	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Unclassified	14	3	4	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Kandeliimicrobium	14	2	4	2	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	14	2	4	1	0
Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrospira	13.98	1	4	1	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Jiulongibacter	13.5	2	3	2	0
Campylobacterota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	Unclassified	13.5	3	2	2	0
Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Unclassified	13.5	1	3	1	0
Acidobacteriota	AT-s3-28	Unclassified	Unclassified	Unclassified	13	4	4	3	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Neptunicella	12.81	6	3	2	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	12	1	4	1	0
Cyanobacteriota	Vampirivibrionia	Caenarcaniphilales	Unclassified	Unclassified	12	2	1	3	0
Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	12	1	4	1	0
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	12	1	3	1	0
Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	12	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Maribeggiatoa	12	1	3	1	0
Verrucomicrobiota	Kiritimatiellia	113B434	Unclassified	Unclassified	12	3	3	2	0
Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	12	1	4	1	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unclassified	12	2	4	2	0
Elusimicrobiota	Endomicrobiia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	12	3	3	2	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Diplosphaera	12	2	3	2	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	Unclassified	12	1	4	1	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	MAT-CR-H6-H10	12	1	4	2	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	Unclassified	12	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Chroococcus_HUW_799	12	2	3	1	0
Verrucomicrobiota	Lentisphaeria	Victivallales	SBYX-4944	Unclassified	12	1	3	1	0
DTB120	Unclassified	Unclassified	Unclassified	Unclassified	12	1	4	1	0
Nitrospirota	BMS9AB35	Unclassified	Unclassified	Unclassified	12	1	4	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group	12	2	3	2	0
Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Unclassified	Unclassified	12	1	4	1	0
Bacteroidota	Bacteroidia	Sphingobacteriales	E6aC02	Unclassified	12	1	3	1	0
Balneolota	Balneolia	Balneolales	Balneolaceae	HK-RBC54	12	1	3	2	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Unclassified	12	1	3	1	0
Bdellovibrionota	Oligoflexia	Unclassified	Unclassified	Unclassified	12	1	3	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified	12	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	12	2	2	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	Aliidiomarina	12	1	2	1	0
Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus_Hepatoplasma	12	2	2	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	12	1	2	1	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Bernardetia	11.97	5	3	3	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	11.4	1	3	1	0
Synergistota	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21	10.64	2	4	2	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiolinea	10.5	1	3	1	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-012	10	1	5	1	0
Bacillota	Clostridia	Unclassified	Unclassified	Unclassified	10	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaea	10	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paraphaeobacter	10	1	4	1	0
Patescibacteria	Berkelbacteria	Unclassified	Unclassified	Unclassified	10	2	4	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudoruegeria	10	1	4	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	10	1	4	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Paramesonia	10	1	4	1	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Trichloromonas	10	1	3	1	0
Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Unclassified	Unclassified	10	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Kiloniella	10	1	4	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia	10	3	2	3	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	10	3	2	2	0
Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	10	1	2	1	0
Chloroflexota	Dehalococcoidia	JdFR-54	Unclassified	Unclassified	9	1	7	1	0
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	9	2	3	3	0
Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Unclassified	9	1	3	1	0
Acidobacteriota	Unclassified	Unclassified	Unclassified	Unclassified	9	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides_SR001	9	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Congregibacter	9	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kriegella	9	2	3	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Marithioploca	9	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_P7	9	1	3	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	9	3	3	3	0
Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	9	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Candidatus_Endobugula	9	1	3	1	0
Bacteroidota	Bacteroidia	Sphingobacteriales	Unclassified	Unclassified	9	1	3	1	0
Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	Unclassified	9	3	3	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleibacter	9	1	3	1	0
Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	9	1	3	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	9	1	3	1	0
Chloroflexota	TK17	Unclassified	Unclassified	Unclassified	9	1	3	1	0
Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Gordonia	9	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Celerinatantimonadaceae	Celerinatantimonas	9	1	3	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Z195MB87	9	1	3	1	0
Caldisericota	Caldisericia	Caldisericales	LF045	Unclassified	9	1	3	1	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	8	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Arboricoccus	8	1	4	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera	8	1	4	1	0
Synergistota	Synergistia	Synergistales	Synergistaceae	Unclassified	8	2	4	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Chromatocurvus	8	1	4	1	0
Pseudomonadota	Gammaproteobacteria	WN-HWB-116	Unclassified	Unclassified	8	1	4	1	0
