"","x","y"
"sed_pH",-0.224675307139226,1.75064524398926
"sed_EC",-2.30774017810938,0.150412900557784
"sed_OM",-2.88659214715872,-0.214539528724863
"sed_orgN",-2.88242540799736,-0.217497579481924
"sed_P",3.16616396535248,0.54129930644271
"sed_K",-2.05050355735214,-0.615465838429075
"sed_sand",3.94657837761777,0.02660693558991
"sed_silt",-2.74019116025618,-0.298962493703331
"sed_clay",-3.92648005411575,0.0616612620520376
