"","x","y"
"water_COND",-6.48831815518676,37.8919547754599
"water_TDS",-12.0162012742275,36.6647192832533
"water_ORP",13.8368600701633,-35.148226797704
"water_pH",-23.7921422938649,-19.2401640327846
"water_salinity",8.52717689945369,35.6751870183373
"water_temperature",66.2927626216296,16.9268827222298
