"","x","y"
"water_COND",0.187653340335176,1.67271945155275
"water_TDS",-0.0103995354106065,1.65713890446566
"water_ORP",-0.103226091792768,-1.66803836026993
"water_pH",-0.963710719784248,-0.582869116548272
"water_salinity",0.691189896730746,1.54155222799286
"water_temperature",2.47409848092296,0.47033020204841
