"","Comparison","Measure","Method","Group","P.unadj","P.adj","Significance"
"1","ColaDeBallena - EsteroZacatecas","group_distance","Wilcoxon Rank Sum Test","EsteroZacatecas",0.0459689857760398,0.0459689857760398,"*"
