"","x","y"
"sed_pH",-0.112930794429276,0.955332961670893
"sed_EC",-1.34373448688771,-0.097563982860222
"sed_OM",-1.6414230609394,-0.242443220007429
"sed_orgN",-1.63987946154805,-0.246379883141452
"sed_P",1.75438495005833,0.0893563592458264
"sed_K",-1.01684232865503,0.764797664117048
"sed_sand",2.14466483728671,0.0288774617365532
"sed_silt",-1.49433673684803,0.0778120449348175
"sed_clay",-2.15028737343621,-0.0577613328045165
