"","x","y"
"sed_pH",-25.6010414390312,43.9888878233492
"sed_EC",-71.33362479936,11.1541709576344
"sed_OM",-83.021246836908,15.9101356003861
"sed_orgN",-82.9854556673793,15.9485115527249
"sed_P",91.6094945009555,-4.9687412948573
"sed_K",-69.7864861562929,-43.9270857852459
"sed_sand",113.043282259855,-13.1679235040939
"sed_silt",-84.0511435595763,-3.74888166186986
"sed_clay",-111.204817362553,17.1178223134607
