"","x","y"
"water_COND",-0.106758281905899,1.73222914000121
"water_TDS",-0.287530973470845,1.6947845539001
"water_ORP",0.221485675770027,-1.68081245355851
"water_pH",-0.753150423131654,-0.759136435485662
"water_salinity",0.398595758075304,1.67836171022223
"water_temperature",2.27332984331215,0.741343281639959
