"","FCBAG1","FCBAG2","FCBAG3","FCBAG4","FCBAG5","FCBAG6","FEZAG1","FEZAG2","FEZAG3","FEZAG4","FEZAG5","FEZAG6","SCBAG1","SCBAG2","SCBAG3","SCBAG4","SCBAG5","SCBAG6","SEZAG1","SEZAG2","SEZAG3","SEZAG4","SEZAG5","SEZAG6"
"FEZAG5",0.258861974076248,0.247776309772155,0.231026194357535,0.244160544535693,0.256156354417008,0.220614325260564,0.298885556008666,0.129579954781875,0.234367815592051,0.199029300170542,0,0.267802477382522,0.300782197718764,0.293232534685781,0.28603308395732,0.305706167623964,0.286475483743432,0.31064452221166,0.269194385102219,0.280242400689157,0.302823430539492,0.251812551549332,0.345064699486428,0.330632323229696
"FEZAG6",0.258865925773921,0.254333225221609,0.265340139665038,0.268623816520955,0.27314212658808,0.266776127642857,0.102352835940887,0.220831302013813,0.106099523820357,0.163995278236503,0.267802477382522,0,0.330679613073233,0.32941671906714,0.309590547963127,0.316221366761744,0.296249188025094,0.330992161770797,0.260942563450725,0.254860458705159,0.233945266682271,0.241382907381158,0.292564289953204,0.243028807784117
"SCBAG1",0.25714950833731,0.275868128032187,0.237743471035694,0.28936160846454,0.263037901555314,0.224594405431583,0.310498226846374,0.271394956827092,0.302336881868639,0.301775013443726,0.300782197718764,0.330679613073233,0,0.0847193391673782,0.139668957865709,0.104533256508898,0.129663718322969,0.121086963902383,0.180278215449216,0.151007307190345,0.177636898775179,0.209808131863439,0.184419720147718,0.183995454921865
"SCBAG2",0.220746978550927,0.235103778314218,0.19773138143705,0.254216510428016,0.236608860243522,0.208915945755597,0.313797245379781,0.282394533233949,0.298759204485232,0.289239674484967,0.293232534685781,0.32941671906714,0.0847193391673782,0,0.106364881797812,0.112264870311997,0.134949889463224,0.102883601706005,0.167217500806746,0.150517184007148,0.176478803181542,0.203267844914305,0.186364320980697,0.183733149402071
"SCBAG3",0.194234931501038,0.202882342466293,0.17023174790104,0.223582402368925,0.217255740472528,0.193735631961922,0.294277883014466,0.273647104821496,0.278011871157627,0.269752273924155,0.28603308395732,0.309590547963127,0.139668957865709,0.106364881797812,0,0.144974168514205,0.15887591054668,0.146553359184459,0.16892991147097,0.157465327850438,0.172445422140586,0.183261774702921,0.198455168534464,0.190027689465306
"SCBAG4",0.24670691708316,0.267925579557185,0.227347590383355,0.281641326078497,0.249022220668962,0.214136343683243,0.298301018949036,0.265764959075694,0.282511353472813,0.289966286668291,0.305706167623964,0.316221366761744,0.104533256508898,0.112264870311997,0.144974168514205,0,0.0953736987866638,0.0800313542208593,0.164063719043368,0.139413858086314,0.168392289119166,0.19873066794972,0.173619397221271,0.167789102150206
"SCBAG5",0.232488245902,0.245866171977204,0.209917976728589,0.260308849405869,0.232813493369103,0.19849023171853,0.282520023233021,0.248178522756296,0.263428122002864,0.276377836812399,0.286475483743432,0.296249188025094,0.129663718322969,0.134949889463224,0.15887591054668,0.0953736987866638,0,0.0985537936940923,0.165893144977072,0.151760662441233,0.186141532328297,0.183184746577732,0.204191364358604,0.188843011504517
"SCBAG6",0.241440026580949,0.257126286170948,0.220891607234937,0.280907111277281,0.255303802193778,0.226491414262907,0.315026746431099,0.286087249240495,0.298409438590457,0.298137078747087,0.31064452221166,0.330992161770797,0.121086963902383,0.102883601706005,0.146553359184459,0.0800313542208593,0.0985537936940923,0,0.180995977177258,0.163398947197496,0.184660614082138,0.215222987540787,0.181491329257935,0.191865013609624
"SEZAG1",0.226305564987629,0.250546382023873,0.201477065022143,0.258454018898088,0.239458414936093,0.210337522517682,0.24364781753802,0.225626145717938,0.229805080587423,0.237889408727045,0.269194385102219,0.260942563450725,0.180278215449216,0.167217500806746,0.16892991147097,0.164063719043368,0.165893144977072,0.180995977177258,0,0.0972397118455259,0.139022121949502,0.113785796759824,0.171003467851293,0.139057177753734
"SEZAG2",0.236729198906757,0.256246850343654,0.204558195573376,0.263316339631764,0.238717374472839,0.195057007588094,0.225268038946754,0.216426427442985,0.209778377857534,0.233255590271671,0.280242400689157,0.254860458705159,0.151007307190345,0.150517184007148,0.157465327850438,0.139413858086314,0.151760662441233,0.163398947197496,0.0972397118455259,0,0.0831479050384223,0.136150936803929,0.123517202931601,0.100839373042683
