function	description	FCBAG1	FCBAG2	FCBAG3	FCBAG4	FCBAG5	FCBAG6	FEZAG1	FEZAG2	FEZAG3	FEZAG4	FEZAG5	FEZAG6	SCBAG1	SCBAG2	SCBAG3	SCBAG4	SCBAG5	SCBAG6	SEZAG1	SEZAG2	SEZAG3	SEZAG4	SEZAG5	SEZAG6
1.8.2.1	Sulfite dehydrogenase (cytochrome)	57.0	47.0	52.0	55.0	56.0	74.5	11.0	8.0	23.0	21.0	4.0	20.0	10.0	50.0	45.0	33.0	63.0	31.0	129.0	61.0	73.0	188.0	351.0	226.0
1.8.2.2	Thiosulfate dehydrogenase	1793.4	1887.95	1474.3	2276.67	1281.2	1235.0	2420.83	1453.17	2053.0	1899.1	1313.84	1693.5	1016.23	1179.63	994.34	1127.52	1227.64	1078.24	1777.16	1595.33	1763.0	1164.0	1272.0	1195.53
1.8.2.3	Sulfide-cytochrome-c reductase (flavocytochrome c)	1798.01	1641.0	1218.9	4108.51	2247.69	1997.84	2207.0	1093.0	1265.0	1281.77	779.0	1508.17	1007.5	1260.0	1108.0	739.0	1387.0	971.0	1054.73	1549.5	1292.0	1055.9	1454.0	1336.2
1.8.2.4	Dimethyl sulfide:cytochrome c2 reductase	19.0	84.0	102.0	26.0	3.0	6.0	0.0	6.0	17.0	16.0	8.0	15.0	21.0	10.0	184.0	0.0	0.0	70.0	0.0	0.0	0.0	1.0	0.0	0.0
1.8.3.1	Sulfite oxidase	558.5	470.5	385.0	420.5	350.34000000000003	396.5	67.0	250.0	219.0	223.0	107.0	148.0	1438.5	1237.0	1201.0	1551.0	920.5	1040.0	211.0	376.0	359.5	125.0	1759.0	366.5
1.8.3.7	Formylglycine-generating enzyme	285.0	188.0	135.0	82.0	209.5	250.0	616.3299999999999	509.0	656.0	333.0	95.0	868.0	1828.0	902.0	775.5	1227.0	1859.0	698.0	758.0	781.0	494.0	657.0	214.0	594.0
1.8.4.10	Adenylyl-sulfate reductase (thioredoxin)	15721.61	15856.02	16559.629999999997	15094.24	13810.68	15993.49	21211.31	16001.74	19519.300000000003	16980.35	16619.58	20683.91	17304.29	17464.6	17350.239999999998	17809.59	17381.6	17574.57	17607.29	19507.64	21053.58	16653.1	21876.4	20532.42
1.8.4.11	Peptide-methionine (S)-S-oxide reductase	29529.49	29499.410000000003	29566.71	30562.17	28830.410000000003	30755.05	35334.04	38434.91	36155.990000000005	34314.64	38115.810000000005	36384.98	36406.91	33334.4	31325.22	32605.97	33626.560000000005	30981.38	34617.25	34946.62	35405.73	32603.56	34071.24	34368.16
1.8.4.12	Peptide-methionine (R)-S-oxide reductase	29202.86	29187.480000000003	29261.09	29543.31	28657.28	30471.5	31759.61	36918.47	33890.759999999995	32558.54	38301.01	32256.21	38074.09	33954.79	31925.85	34023.84	34782.83	31790.14	32276.09	33466.69	33012.21	31553.95	32633.3	32199.83
1.8.4.14	L-methionine (R)-S-oxide reductase	7942.76	8587.27	8485.83	8470.560000000001	8699.93	9827.74	10747.2	14395.15	12193.53	12770.3	15317.57	11014.08	10142.29	8760.77	8711.99	8012.76	9556.37	8042.32	8882.94	9543.73	9564.47	9339.25	7540.4	7988.98
1.8.4.2	Protein-disulfide reductase (glutathione)	5.0	0.0	4.0	16.0	16.0	16.0	0.0	9.0	10.0	13.0	0.0	5.0	3.0	7.0	0.0	0.0	5.0	7.0	27.0	0.0	0.0	46.0	0.0	7.0
1.8.4.8	Phosphoadenylyl-sulfate reductase (thioredoxin)	15721.61	15856.02	16559.629999999997	15094.24	13810.68	15993.49	21211.31	16001.74	19519.300000000003	16980.35	16619.58	20683.91	17304.29	17464.6	17350.239999999998	17809.59	17381.6	17574.57	17607.29	19507.64	21053.58	16653.1	21876.4	20532.42
1.8.4.9	Adenylyl-sulfate reductase (glutathione)	0.0	5.0	5.5	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.8.5.2	Thiosulfate dehydrogenase (quinone)	2848.25	2503.25	1792.0	2203.0	2871.87	2660.21	5692.34	2468.92	5023.0	3688.0	1377.5	5800.01	2329.39	1965.0	2249.25	2580.0	1995.47	1921.25	3460.46	4381.16	5363.08	2594.5	7409.58	5285.09
1.8.5.3	Respiratory dimethylsulfoxide reductase	281.92	140.78	315.0	253.75	413.1	240.75	174.0	102.5	44.0	51.5	108.0	63.0	44.84	117.5	150.64	62.0	69.18	98.5	266.75	39.17	101.41	164.0	647.0	145.0
1.8.5.4	Bacterial sulfide:quinone reductase	11958.93	11856.92	11370.38	15367.03	11799.53	12259.53	12125.85	10786.33	11456.59	11405.47	8867.75	10896.56	11816.74	11078.58	12255.5	9995.83	11748.76	10321.5	11644.31	13467.42	12458.03	12270.35	14554.25	12508.85
1.8.5.5	Thiosulfate reductase (quinone)	3755.34	3567.5	1945.17	2577.91	3874.0	1872.75	1160.5	1056.67	1294.5	1499.83	1295.83	1451.5	260.5	1031.33	941.5	299.0	368.5	523.5	408.75	401.0	482.0	689.5	210.0	351.33
1.8.5.6	Sulfite dehydrogenase (quinone)	1933.38	1837.5	1252.5	2919.5	1626.0	1589.0	2727.5	1412.5	2158.5	1789.67	1480.5	1979.67	3945.5	3114.0	3119.5	2441.5	2025.5	2565.5	2145.5	2547.5	3004.0	1532.5	3209.0	3120.0
1.8.5.7	Glutathionyl-hydroquinone reductase	6210.8	5166.96	6241.48	4905.42	4484.8	5662.9	11220.74	4917.4	7984.22	5672.2	5157.4400000000005	11206.7	11825.72	11403.36	10093.57	12597.26	10407.04	12478.74	10618.85	11306.08	13799.239999999998	8010.23	15274.41	14057.86
1.8.7.1	Assimilatory sulfite reductase (ferredoxin)	5536.040000000001	5652.14	6961.6	5679.6	5938.65	7349.01	9915.02	8148.16	9547.68	7739.07	7634.09	10278.73	5478.0	5185.75	5002.17	5989.83	8121.23	6192.33	5971.76	7232.08	7968.53	6806.84	7549.42	7945.299999999999
1.8.7.2	Ferredoxin:thioredoxin reductase	129.5	145.0	339.5	304.1	176.5	224.6	3816.440000000001	992.33	2366.93	1023.37	316.01	3821.4	147.0	33.0	87.0	86.5	74.72999999999999	123.5	975.91	1080.33	2298.03	862.04	1866.17	2660.65
1.8.7.3	Ferredoxin:CoB-CoM heterodisulfide reductase	18036.56	16403.33	8750.529999999999	17038.36	23003.18	9396.4	2525.5	3636.7	6103.0	5763.8	5140.63	6282.5	1197.5	5147.13	3276.5	1333.5	847.0	1724.0	1078.75	1842.0	2115.0	1256.5	827.0	1652.8
1.8.98.1	Dihydromethanophenazine:CoB--CoM heterodisulfide reductase	284.0	201.0	153.0	316.0	481.0	122.0	169.0	16.0	49.0	50.0	10.0	42.0	41.0	167.0	41.0	29.0	10.0	20.0	4.0	27.0	65.0	0.0	2.0	7.0
1.8.98.4	Coenzyme F420:CoB-CoM heterodisulfide,ferredoxin reductase	18036.56	16403.33	8750.529999999999	17038.36	23003.18	9396.4	2525.5	3636.7	6103.0	5763.8	5140.63	6282.5	1197.5	5147.13	3276.5	1333.5	847.0	1724.0	1078.75	1842.0	2115.0	1256.5	827.0	1652.8
1.8.98.5	H(2):CoB-CoM heterodisulfide,ferredoxin reductase	22765.31	21604.33	11580.53	21025.11	28218.68	12442.65	4363.0	4768.7	7685.0	7426.3	6477.13	8031.5	1630.5	6553.13	3999.5	1894.5	1473.0	2454.0	2317.0	2678.0	2627.0	2439.5	1169.0	2337.3
1.8.98.6	Formate:CoB-CoM heterodisulfide,ferredoxin reductase	20373.81	18884.33	9766.53	18805.11	25763.18	10809.15	2745.0	4028.7	6822.0	6416.8	5842.63	6946.5	1296.5	5839.63	3593.0	1521.5	992.0	1964.0	1178.5	2011.0	2326.0	1414.5	927.0	1872.8
1.8.99.2	Adenylyl-sulfate reductase	5724.66	5288.5	2936.84	6358.32	5278.5	2274.0	1095.0	970.84	1703.0	1665.0	1553.66	1616.34	549.0	1776.16	1658.0	345.5	334.0	955.0	334.0	507.0	788.0	261.0	274.0	545.66
1.8.99.5	Dissimilatory sulfite reductase	5516.66	4802.5	2654.84	5041.82	5036.5	1983.5	1076.0	868.34	1509.0	1462.0	1313.66	1552.34	383.5	1422.16	976.0	312.5	172.0	629.0	327.5	391.0	776.0	221.0	268.0	447.66
1.9.3.1	Cytochrome-c oxidase	95316.53	97338.93	99264.29	87012.94	83226.58	96909.19	111057.33	101916.79	107314.0	97452.64	95085.22	112734.04	105806.07	104168.53	100248.58	106805.93	111539.66	108096.36	107825.64	107026.97	111943.23	104244.05	106496.2	114963.22
1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme	19151.01	17373.379999999997	11242.98	18290.25	23277.5	11085.35	7722.14	4742.6	8139.6	7961.12	5669.9	9426.92	2038.01	6260.31	5226.17	1885.91	2016.68	3110.3	6499.84	4101.3	5092.5	5051.530000000001	3061.92	5008.74
1.97.1.9	Selenate reductase	810.0	1043.0	759.0	1079.0	1123.3000000000002	1195.33	233.0	387.0	384.5	382.0	454.0	358.0	225.0	344.0	275.14	276.0	359.0	205.0	463.0	407.0	290.5	541.0	815.0	449.5
2.1.1.1	Nicotinamide N-methyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.10	Homocysteine S-methyltransferase	10841.4	9692.0	8280.18	8562.73	10821.01	8142.47	4820.5	4512.52	5858.67	5766.49	4742.52	5733.75	7379.07	8599.289999999999	7887.42	8766.83	7739.43	10132.5	7575.02	7720.309999999999	6797.62	5846.17	7870.75	7032.65
2.1.1.100	Protein-S-isoprenylcysteine O-methyltransferase	104.0	82.0	9.0	106.0	116.0	30.0	18.0	15.0	29.0	26.0	29.0	50.0	0.0	20.0	23.0	3.0	2.0	3.0	2.0	11.0	16.0	2.0	7.0	3.0
2.1.1.101	Macrocin O-methyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.103	Phosphoethanolamine N-methyltransferase	77.5	150.0	176.5	273.0	141.0	216.0	39.0	100.0	44.0	87.0	131.0	26.0	14.0	41.0	94.0	26.0	70.0	14.0	40.0	31.5	24.0	65.5	0.0	7.0
2.1.1.104	Caffeoyl-CoA O-methyltransferase	5219.16	5824.09	5862.33	5274.22	5199.03	5736.17	12166.31	8306.08	10799.69	8300.61	8841.35	13321.09	3906.32	4014.14	4525.42	3864.33	5249.54	3420.08	5998.12	7230.65	9064.35	6786.780000000001	7461.590000000001	8930.45
2.1.1.107	Uroporphyrinogen-III C-methyltransferase	28252.73	27223.120000000003	27932.03	26021.38	23264.870000000003	27035.04	32110.45	25326.39	30237.2	26493.1	26894.63	31035.98	33088.71	32831.08	31521.53	33762.4	31087.32	34339.869999999995	33105.79	32740.16	35279.49	27585.25	34573.47	34677.29
2.1.1.11	Magnesium protoporphyrin IX methyltransferase	803.0	1083.0	961.5	1998.1	1210.5	1158.1	5770.4400000000005	2269.83	3943.09	2835.37	1075.51	5051.570000000001	4429.5	3656.5	2734.0	3013.0	2603.23	3761.0	2382.74	2945.83	4872.03	1710.54	4282.17	4816.65
2.1.1.113	Site-specific DNA-methyltransferase (cytosine-N(4)-specific)	5788.58	6337.5	6379.17	6421.51	7250.5	5851.72	10910.28	5971.67	7926.94	5656.540000000001	3218.1800000000003	10700.08	2213.0	3038.83	2717.0	2289.5	3243.73	2651.0	5730.07	5219.32	6537.7	6252.38	6009.0	7447.150000000001
2.1.1.114	Polyprenyldihydroxybenzoate methyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	78.0	143.0	17.0	188.0	115.0
2.1.1.12	Methionine S-methyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.13	Methionine synthase	29313.52	29916.56	29603.22	32036.7	32134.49	33313.15	31632.120000000003	32326.31	31939.98	31340.16	34076.87	30241.38	34323.19	32565.370000000003	31635.51	31322.32	32279.300000000003	32449.9	30829.26	33930.36	34076.35	30738.5	34551.97	33380.32
2.1.1.130	Precorrin-2 C(20)-methyltransferase	4374.0	4189.360000000001	3456.4300000000003	5695.09	4344.46	3855.19	7463.69	2867.0	5655.93	3615.87	2804.34	6876.070000000001	7055.0	6818.45	6677.5	6024.0	4571.23	5606.0	4804.49	6032.43	7630.15	4049.04	9872.17	7942.98
2.1.1.131	Precorrin-3B C(17)-methyltransferase	4228.23	4031.36	3477.4300000000003	4854.01	4149.33	3910.86	7664.69	2947.33	5857.35	3658.97	2829.01	6866.820000000001	7049.0	6757.95	6664.0	5925.5	4601.56	5634.5	5280.84	6208.93	7688.32	4175.610000000001	9935.26	8324.09
2.1.1.132	Precorrin-6B C(5,15)-methyltransferase (decarboxylating)	4675.5	4551.72	4074.79	5565.03	4476.09	4367.86	11377.13	4301.33	8286.36	5097.24	3481.8500000000004	10844.97	7187.0	6803.95	6871.5	6020.0	4714.96	5720.0	5855.1	7165.76	9959.18	5040.58	11723.09	10607.63
2.1.1.133	Precorrin-4 C(11)-methyltransferase	4223.5	4021.36	3320.9300000000003	4796.26	3997.13	3727.69	7234.69	2841.5	5549.93	3478.87	2756.84	6729.57	7026.0	6711.95	6608.5	5889.5	4537.23	5567.5	4784.99	6013.43	7604.15	4032.54	9843.92	7941.98
2.1.1.137	Arsenite methyltransferase	10963.17	9371.42	9609.58	8280.0	8576.83	7730.83	6818.5	7039.91	7186.17	6605.0	5243.67	6540.17	8623.25	9728.0	9189.42	12485.33	7368.75	10211.08	10455.25	9425.17	8501.08	9730.42	9426.75	9882.08
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	6619.74	6543.93	6381.469999999999	6094.89	4935.46	6972.92	7468.48	4431.74	7108.6900000000005	5672.67	5818.030000000001	5879.82	8737.189999999999	7855.75	9846.21	7633.62	7220.93	6905.98	10126.03	10046.0	9394.34	7333.16	12046.9	8923.779999999999
2.1.1.144	Trans-aconitate 2-methyltransferase	1166.0	1105.0	1380.9	1646.95	965.6	1305.7	7124.38	1854.01	5032.85	2154.74	662.01	7661.96	2210.5	1982.0	2192.64	2501.0	1718.63	1897.5	2351.82	4043.32	6492.23	1994.9	8557.0	6664.139999999999
2.1.1.148	Thymidylate synthase (FAD)	3976.61	3644.44	3023.41	4355.24	4948.46	3935.4	7485.84	3224.5	5363.35	3689.17	2187.92	7132.85	5448.5	4526.41	5236.25	3824.5	3298.0	3970.5	4103.19	5363.08	6558.33	4259.34	8122.08	6694.5
2.1.1.151	Cobalt-factor II C(20)-methyltransferase	4144.0	4084.86	3333.4300000000003	5031.09	4149.29	3608.19	7261.69	2841.0	5590.93	3543.7	2796.84	6779.400000000001	6151.5	5848.95	6166.0	4902.0	4272.23	5148.5	4671.99	5941.43	7443.15	3968.54	8909.17	7539.48
2.1.1.152	Precorrin-6A synthase (deacetylating)	488.0	487.5	495.0	1442.0	604.5	865.5	828.0	530.0	571.0	538.1700000000001	530.5	581.6700000000001	1891.5	2168.0	1562.5	2114.5	1187.0	1682.5	897.3299999999999	1123.17	1365.5	653.5	2145.0	1262.5
2.1.1.156	Glycine/sarcosine N-methyltransferase	661.0	667.5	607.0	875.0	541.6700000000001	823.0	2189.5	1095.0	2134.5	1136.0	430.5	1896.17	2436.0	1427.0	1847.0	1870.0	2339.0	1227.0	1360.0	2426.17	2368.33	1138.5	3544.0	2003.0
2.1.1.157	Sarcosine/dimethylglycine N-methyltransferase	339.0	393.0	367.0	877.0	535.6700000000001	638.0	1021.0	651.0	1076.0	541.0	256.5	1166.67	2837.0	1378.0	2362.0	1864.0	1907.0	803.5	772.5	1743.17	1533.83	797.0	4174.0	1289.5
2.1.1.161	Dimethylglycine N-methyltransferase	132.0	159.0	184.0	83.0	209.0	262.0	675.0	396.0	643.5	297.5	108.0	925.67	1249.0	614.0	566.0	726.0	1633.0	412.0	500.0	568.6700000000001	284.83	630.5	87.0	302.5
2.1.1.163	Demethylmenaquinone methyltransferase	23579.1	23521.77	22016.27	23010.41	23067.29	22233.03	24778.16	22531.07	24058.39	22691.300000000003	21260.08	24668.38	23457.29	22765.84	22519.91	23011.42	21766.66	21704.57	23109.96	23482.39	24185.95	22534.31	24005.83	24765.72
2.1.1.165	Methyl halide transferase	46.5	61.5	119.0	64.5	60.0	72.0	26.5	85.5	16.0	78.0	97.0	34.0	23.5	23.0	11.0	12.0	42.5	9.0	36.0	18.0	42.5	147.5	14.0	35.0
2.1.1.166	23S rRNA (uridine(2552)-2'-O)-methyltransferase	9972.830000000002	10521.68	9844.57	10237.3	8663.06	8558.04	6247.2	7132.910000000001	6754.87	7599.13	9234.48	6351.92	9585.22	10656.43	10510.82	7285.76	7527.01	8395.24	7763.44	7912.32	8018.22	7483.99	7597.4	7137.56
2.1.1.17	Phosphatidylethanolamine N-methyltransferase	1710.5	2035.0	2051.7	1721.0	1490.5	1970.0	1645.5	1238.5	1741.0	1563.5	1005.5	1309.5	3021.0	3600.0	3229.5	2788.5	2959.5	3260.5	2435.5	2748.17	2918.0	1977.5	4113.0	3081.0
2.1.1.170	16S rRNA (guanine(527)-N(7))-methyltransferase	19353.35	19143.21	18975.24	18953.9	19044.67	18977.49	18283.97	18657.32	18640.21	17876.93	18881.57	18721.15	20163.54	20057.51	19903.74	20085.59	19399.35	19606.32	19433.75	19951.730000000003	20021.0	18843.93	20579.82	20117.41
2.1.1.171	16S rRNA (guanine(966)-N(2))-methyltransferase	17809.25	17774.71	17247.59	17176.22	17454.14	17288.39	12254.45	16236.740000000002	14160.54	15117.3	16916.81	13430.0	18800.29	18876.26	17967.239999999998	18681.09	18661.870000000003	18497.07	17144.94	16071.65	14686.72	16648.66	14021.15	14789.56
2.1.1.172	16S rRNA (guanine(1207)-N(2))-methyltransferase	4359.7	4332.860000000001	4639.1	4960.6900000000005	4145.15	5516.360000000001	5115.9	3392.31	4386.57	3902.43	5784.44	4759.0	7757.44	6661.63	5545.34	6348.49	7456.82	5636.24	6446.76	6347.87	5411.82	5412.31	5741.3	6002.959999999999
2.1.1.173	23S rRNA (guanine(2445)-N(2))-methyltransferase	7429.910000000001	7499.68	5840.84	6893.71	6927.56	4585.29	4096.7	4677.91	4295.71	4465.299999999999	5313.81	4666.42	5581.22	6194.76	5444.320000000001	4085.26	4534.51	4491.74	4550.6900000000005	4144.65	4064.22	4574.33	3456.9	3586.5599999999995
2.1.1.174	23S rRNA (guanine(1835)-N(2))-methyltransferase	1656.75	1405.18	985.42	898.55	774.63	729.87	1331.6999999999998	892.24	1229.37	1059.13	1921.9	1642.25	1788.5500000000002	1218.9299999999998	1026.85	1286.09	2395.01	635.74	2004.36	1327.65	840.72	1296.91	743.4	1067.73
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	20080.01	20301.21	21433.99	20855.65	19528.22	22179.91	20221.89	22367.07	20540.300000000003	21124.67	21893.32	19980.4	26504.79	25839.26	24315.07	24394.59	24020.1	24555.57	22987.18	23199.32	23310.25	22577.370000000003	23138.32	23756.54
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	12783.77	13515.46	12216.57	13866.89	12778.0	12683.39	10337.2	13007.07	12249.29	13719.07	14846.73	11499.42	12167.29	12064.68	12628.49	9491.09	10797.87	9618.07	10027.34	10665.07	10303.05	10613.56	11022.4	9377.18
2.1.1.178	16S rRNA (cytosine(1407)-C(5))-methyltransferase	818.0	653.28	232.47	561.0	647.8299999999999	231.17	148.17000000000002	203.17	71.0	193.5	534.87	189.5	166.4	308.9	158.5	68.36	103.56	138.24	1142.76	221.43	88.12	427.43	55.0	64.5
2.1.1.179	16S rRNA (guanine(1405)-N(7))-methyltransferase	202.0	111.0	92.0	394.0	466.0	444.0	90.0	124.0	108.0	109.0	57.0	103.0	20.0	20.0	3.5	17.0	33.0	11.0	157.0	68.5	24.0	133.5	34.0	30.0
2.1.1.180	16S rRNA (adenine(1408)-N(1))-methyltransferase	8.0	4.0	24.0	5.0	6.0	4.0	0.0	54.0	7.0	34.5	31.0	4.0	0.0	0.0	0.0	0.5	0.0	0.0	7.0	9.0	1.0	51.0	0.0	1.0
2.1.1.181	23S rRNA (adenine(1618)-N(6))-methyltransferase	923.42	819.12	1022.8	1179.42	907.59	1134.75	1827.13	2734.67	2369.9300000000003	2442.06	4656.1	2445.4300000000003	1351.15	827.73	623.81	869.02	1897.31	445.07	1882.26	1124.85	833.62	1506.01	364.0	490.4
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	20747.35	20627.71	20237.24	20313.4	20440.17	20266.24	19051.97	20049.32	20132.88	20107.1	19735.57	19717.15	20498.54	20275.51	20296.74	20345.09	20043.85	19867.82	20080.75	20379.730000000003	20305.0	19891.6	20708.82	20391.91
2.1.1.184	23S rRNA (adenine(2085)-N(6))-dimethyltransferase	369.0	381.0	233.0	298.0	362.37	305.0	166.0	200.0	212.0	204.0	111.0	208.5	107.5	115.0	55.0	86.0	53.0	40.0	283.0	166.0	95.0	299.0	181.0	174.0
2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	21848.94	21865.13	21488.15	21236.32	21425.34	21315.07	21077.22	23207.65	22233.13	21940.6	23284.32	21916.730000000003	22009.21	21874.43	21307.24	21720.59	22618.85	21091.15	21145.5	21853.480000000003	21136.5	21340.85	21499.07	21654.49
2.1.1.186	23S rRNA (cytidine(2498)-2'-O)-methyltransferase	1921.42	1847.68	1282.82	1590.3	1016.56	1174.2	1227.23	1149.7400000000002	894.94	1460.4	2957.5	1172.9	830.8	1069.93	1002.41	687.09	815.76	485.24	1639.36	844.23	666.72	1117.83	351.9	310.83000000000004
2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase	2430.63	1741.51	2001.33	1153.05	893.6	987.8	772.7	876.74	910.87	1219.13	2685.48	794.75	2391.2200000000003	3123.93	2381.82	4228.26	1956.01	3621.24	3530.36	2006.15	1553.2199999999998	2053.66	1355.4	2063.73
2.1.1.189	23S rRNA (uracil(747)-C(5))-methyltransferase	112.13	48.5	93.0	35.0	113.93	153.5	0.0	0.5	0.0	0.0	0.0	0.0	380.0	560.64	176.64	606.0	155.74	206.0	38.5	19.0	50.5	29.0	117.0	114.5
2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase	19457.67	19536.32	19474.2	18170.9	18996.43	18487.87	17725.97	18559.82	18204.3	18097.67	18563.32	18248.9	19752.61	20274.76	18966.74	19533.59	20043.21	19844.82	19924.9	19013.980000000003	19153.5	19385.870000000003	17497.57	19367.96
2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase	16831.6	17958.9	17740.21	18061.72	17032.59	16210.14	14566.7	13966.41	15509.45	18353.73	13450.85	14953.92	15064.11	14682.58	14548.65	11293.79	15057.679999999998	11161.98	14063.15	13386.75	11716.34	15448.16	12051.65	11737.509999999998
2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	21478.85	21668.21	21470.99	20858.4	20565.97	20773.24	19612.47	20485.82	20560.050000000003	21107.77	20084.57	20166.9	20616.54	20889.51	20956.24	20519.59	20444.35	20257.82	20187.75	20393.230000000003	20385.5	20507.77	20679.82	20397.91
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	19150.35	19031.71	18507.99	18508.4	18602.17	18690.41	17968.47	18740.82	19136.38	19208.6	18766.07	18908.65	18914.04	19049.01	19111.99	18966.59	18929.35	18891.82	18216.75	18944.230000000003	19103.0	17953.1	19458.82	18774.41
2.1.1.195	Cobalt-precorrin-5B (C(1))-methyltransferase	3480.5	3293.86	2579.9300000000003	3136.26	3333.63	2713.69	6142.6900000000005	2284.0	4826.43	2910.2000000000003	2187.34	6033.9	4854.5	4173.95	4432.0	3478.0	3167.23	3742.0	3708.66	4729.26	5895.65	3202.04	7414.92	6311.48
2.1.1.196	Cobalt-precorrin-6B (C(15))-methyltransferase (decarboxylating)	154.0	78.36	223.86	141.26999999999998	190.13	166.17000000000002	3803.690000000001	974.33	2353.93	1012.37	263.01	3823.9	147.0	64.62	90.0	141.5	80.72999999999999	88.5	968.61	1082.7600000000002	2305.65	809.04	1866.92	2666.65
2.1.1.197	Malonyl-[acyl-carrier protein] O-methyltransferase	6194.599999999999	6554.43	4650.65	6304.49	4924.26	3747.06	3006.05	2594.41	3227.29	3875.43	4772.23	3102.14	2302.29	3052.3499999999995	3684.4	1522.2600000000002	2222.1000000000004	2194.24	2673.51	2265.74	2227.25	2556.92	1271.99	2000.41
2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	22164.02	22191.300000000003	21057.57	21679.57	22148.5	22146.57	22811.8	24505.4	24530.04	23634.43	25040.57	24277.48	22549.79	21617.51	21999.66	22703.92	23151.1	21360.9	21905.5	23303.56	23098.75	22218.6	22768.07	22625.66
2.1.1.199	16S rRNA (cytosine(1402)-N(4))-methyltransferase	20403.35	20319.21	19795.24	19840.9	19967.67	19827.24	18811.47	19718.32	19750.38	19719.6	19526.07	19482.15	20496.54	20208.51	20309.74	20339.59	19967.35	19861.82	19851.75	20210.230000000003	20228.5	19776.6	20627.57	20314.91
2.1.1.2	Guanidinoacetate N-methyltransferase	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
2.1.1.200	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase	6712.58	6741.68	4286.67	5195.55	4619.56	2674.29	1772.03	1977.08	2680.04	3358.46	4886.31	2725.42	1604.7200000000005	2913.9300000000003	2767.32	1305.76	1538.01	1806.74	2054.86	1421.65	1433.72	1597.99	640.9	755.56
2.1.1.201	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	23579.1	23521.77	22016.27	23010.41	23067.29	22233.03	24778.16	22531.07	24058.39	22691.300000000003	21260.08	24668.38	23457.29	22765.84	22519.91	23011.42	21766.66	21704.57	23109.96	23482.39	24185.95	22534.31	24005.83	24765.72
2.1.1.202	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase	54.0	77.0	2.0	74.0	75.0	13.0	0.0	0.0	10.0	3.0	4.0	1.0	8.0	19.0	0.0	3.0	12.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0
2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase	10956.35	11659.79	10341.74	11927.73	10245.67	9584.74	9318.64	7822.240000000001	9584.22	9998.27	9187.74	10158.82	6698.790000000001	8271.01	8627.99	5017.09	5792.1	5699.07	7765.67	7056.23	7999.75	8183.1	7731.07	8418.16
2.1.1.208	23S rRNA (uridine(2479)-2'-O)-methyltransferase	32.0	81.0	20.0	56.0	45.0	50.0	40.0	125.5	167.0	268.0	31.0	96.5	11.5	2.0	1.5	0.0	7.0	14.0	35.0	26.0	39.0	106.0	6.0	23.0
2.1.1.209	23S rRNA (guanine(2535)-N(1))-methyltransferase	9.0	50.0	65.0	80.0	12.2	37.0	24.0	20.0	6.0	12.0	24.0	30.0	20.0	21.0	107.0	0.0	7.0	26.0	6.0	4.0	0.0	28.0	0.0	1.0
2.1.1.21	Methylamine--glutamate N-methyltransferase	2974.5	3227.5	2648.0	3370.01	2497.99	3361.0	2199.5	2155.0	2058.5	2698.5	1360.0	2552.5	2613.5	3428.0	2679.0	2363.0	2842.5	3100.0	2229.5	2953.0	2130.5	1626.5	5089.0	2864.0
