function	description	FCBAG1	FCBAG2	FCBAG3	FCBAG4	FCBAG5	FCBAG6	FEZAG1	FEZAG2	FEZAG3	FEZAG4	FEZAG5	FEZAG6	SCBAG1	SCBAG2	SCBAG3	SCBAG4	SCBAG5	SCBAG6	SEZAG1	SEZAG2	SEZAG3	SEZAG4	SEZAG5	SEZAG6
ko:K00001	alcohol dehydrogenase [EC:1.1.1.1]	23588.18	23575.4	24368.34	24051.84	21972.51	26001.99	27050.44	21085.9	24800.7	21861.13	18412.97	23904.01	32459.75	31306.03	30905.16	30270.4	28836.24	29974.0	27593.92	30080.72	29851.83	25524.47	33377.82	29918.04
ko:K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	1081.5	1303.5	1161.0	857.6700000000001	726.1700000000001	714.0	1349.33	3684.33	2320.5	2627.5	4540.83	1803.33	850.5	891.5	951.0	756.5	1051.0	933.5	689.0	886.0	938.5	883.0	572.0	467.5
ko:K00003	homoserine dehydrogenase [EC:1.1.1.3]	17270.68	17114.33	16555.88	16560.36	16405.82	16688.949999999997	17146.88	12957.09	16214.85	14537.0	13376.0	17217.13	17381.379999999997	18597.41	17420.83	17612.5	16093.71	18262.25	16701.55	18024.83	19761.81	15040.97	21171.25	20001.75
ko:K00004	(R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]	3199.0	3209.5	3470.9	3302.0	3043.7700000000004	4931.32	3937.5	2605.0	3862.5	2813.5	1964.5	3046.0	3390.07	3385.5	3982.64	3751.5	3914.36	3276.0	4239.0	5419.0	5298.0	3808.5	9205.5	5738.5
ko:K00005	glycerol dehydrogenase [EC:1.1.1.6]	357.21000000000004	170.0	346.5	396.43	260.89	328.35	4021.44	1111.33	2635.43	1084.37	434.87	3931.9	918.4	390.41	820.28	746.86	197.94	352.64	1264.1999999999998	2047.98	3267.47	1121.04	4463.17	3583.65
ko:K00007	D-arabinitol 4-dehydrogenase [EC:1.1.1.11]	27.57	61.0	8.0	90.0	51.43	47.0	60.0	42.0	63.0	172.0	627.86	59.0	64.0	129.14	21.14	17.0	41.57	22.0	6.0	79.17	56.91	10.0	26.0	10.0
ko:K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14]	8319.83	7305.08	7497.98	8481.3	9524.21	10108.76	14752.82	5855.76	11307.28	8015.110000000001	3921.85	14585.94	10070.25	10007.83	9054.89	11514.0	9498.94	11576.75	11385.91	10553.98	12793.35	8693.61	14693.510000000002	14651.2
ko:K00009	mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	1751.79	1591.1999999999998	1375.9	1124.5	1487.49	1586.6	3518.83	3077.58	3466.0	2770.0	1765.19	3160.58	2748.15	1869.4	1695.31	2453.19	3017.81	1824.32	3563.97	3294.43	2599.37	2065.43	2324.75	2312.75
ko:K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	4319.5	4038.5	4625.25	5308.02	4862.04	6728.02	8933.44	4635.17	6518.26	5254.37	3346.34	7571.73	4874.07	5183.5	4733.25	4574.0	4536.09	4231.5	6250.110000000001	6353.02	7129.62	5309.2	9946.67	8413.15
ko:K00011	aldehyde reductase [EC:1.1.1.21]	3.0	16.0	8.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	72.0	0.0	0.0	19.0	0.0	1.5	0.0	0.0	0.0	0.0
ko:K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	20346.84	20039.66	19964.99	19590.18	19359.01	19925.730000000003	19675.49	20326.48	20326.88	19994.13	20317.99	19870.53	21856.78	21158.18	20969.57	21764.09	21011.61	20577.82	21099.55	21380.4	21458.370000000003	20488.8	22351.32	22014.14
ko:K00013	histidinol dehydrogenase [EC:1.1.1.23]	18968.35	18381.18	18805.05	18603.66	18460.85	19172.04	18319.57	19093.49	19002.71	18437.96	19066.4	18677.95	20334.54	19807.34	19727.74	20340.09	19945.75	19782.82	19489.25	20057.83	19729.91	18657.63	20527.82	19995.64
ko:K00014	shikimate dehydrogenase [EC:1.1.1.25]	21420.75	21217.71	20631.49	21256.9	20839.53	21645.1	21007.47	20369.32	20792.38	20607.1	20802.43	20889.65	23211.04	23058.65	22271.77	22615.09	22504.42	22208.82	21717.58	22190.83	22326.12	21468.93	23926.82	22989.91
ko:K00015	glyoxylate reductase [EC:1.1.1.26]	7428.42	8133.75	8821.869999999999	9444.51	8618.67	10866.64	8998.1	7778.92	8376.17	8380.7	6577.33	7480.8	13559.89	12025.33	12162.25	9950.5	10260.2	10725.25	10493.01	12011.67	10994.45	9335.37	14106.59	10950.31
ko:K00016	L-lactate dehydrogenase [EC:1.1.1.27]	3269.14	2442.69	2908.4100000000003	2574.33	2416.9	2734.46	2734.0	2141.33	2005.42	2358.5	1535.0300000000002	2171.0	2979.78	3367.34	2666.14	4671.5	2612.6800000000003	4147.6	6024.96	3854.82	3002.44	3315.77	2990.25	3403.58
ko:K00018	glycerate dehydrogenase [EC:1.1.1.29]	6443.44	6351.85	4568.03	6006.22	4749.07	4422.28	5007.98	4102.82	5722.85	6026.5	5433.17	5646.4	3322.9700000000003	3805.85	4001.27	2845.59	4447.26	2833.82	4392.71	4289.73	3689.47	3957.73	2877.65	3196.03
ko:K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	5663.09	6123.65	7189.33	7245.47	5905.14	8082.97	7204.9	7142.15	6996.76	6701.23	8066.719999999999	6310.73	13413.39	11639.2	12004.85	10157.4	9931.31	10778.75	9978.15	10808.3	10778.85	8412.23	12920.15	10386.91
ko:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	21643.7	21752.0	23309.38	24462.58	19592.13	25640.6	26721.68	20562.06	23292.61	21190.57	20446.26	23023.17	33306.56	32077.050000000003	30445.92	29377.71	28547.63	28994.3	29502.84	30564.5	30054.77	24371.68	35443.45	31202.73
ko:K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	1836.27	1605.78	1160.97	971.17	1039.16	907.17	1045.5	1401.5	1362.66	1613.83	2192.03	969.5	2084.9	1583.78	1377.0	1470.86	1013.56	1244.24	2415.09	1474.38	1670.91	1648.4299999999998	1408.0	1839.5
ko:K00022	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	18.0	56.5	77.0	24.0	17.0	19.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	11.0	99.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K00023	acetoacetyl-CoA reductase [EC:1.1.1.36]	5555.639999999999	6340.15	6961.07	7929.5	6019.33	8194.67	5976.07	8784.98	6823.16	6823.9	10244.91	5811.15	10650.37	9361.23	10138.55	8199.59	7566.92	8021.49	7660.17	8962.35	8905.37	6553.68	12103.75	8112.58
ko:K00024	malate dehydrogenase [EC:1.1.1.37]	19340.69	19327.52	19246.13	18426.57	17980.510000000002	19029.76	16081.88	19295.480000000003	17783.37	18792.1	19069.41	16049.38	20144.29	19559.02	19861.49	19917.26	19776.1	19792.82	19880.64	19517.480000000003	18222.34	19725.52	19087.74	18151.4
ko:K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	13568.04	12287.25	12801.86	10399.28	11857.2	11967.19	11786.17	10482.89	11888.25	10861.4	13216.61	12498.81	12597.75	14206.38	12802.81	17651.160000000003	14727.77	17295.32	14193.84	13592.86	13388.18	12253.42	14433.72	14375.64
ko:K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	15399.62	16512.92	14725.08	17654.52	14743.16	15383.15	14697.98	15143.06	15287.65	15580.53	18907.77	14490.0	16686.04	16733.55	17513.809999999998	13717.66	13638.96	14352.32	14120.11	15473.54	15630.98	13968.88	14881.3	14524.49
ko:K00030	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	3881.38	3947.9	4410.7	3065.3	3525.17	3152.58	2607.9	4373.57	3199.6	3290.4	3979.64	2861.4	4759.9	4157.2	4572.6	3838.9	3736.2	3372.0	3948.47	3934.8	3585.1	4959.4	4530.65	3601.5
ko:K00031	isocitrate dehydrogenase [EC:1.1.1.42]	22718.15	22611.75	21058.06	22042.29	21187.35	21421.25	23131.92	23747.73	23456.25	22873.57	23131.45	23631.9	22927.86	22814.04	22313.51	22450.32	21815.8	20708.82	22677.49	22707.78	22354.1	23433.67	21417.97	22842.800000000003
ko:K00032	phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	355.0	321.0	88.0	131.0	104.43	103.25	120.0	95.0	184.0	263.0	129.0	181.0	48.0	70.0	40.14	110.0	65.0	114.0	31.0	49.67	66.91	22.5	69.0	52.0
ko:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	11578.32	10493.01	11621.75	10618.02	10393.73	11498.09	14220.34	10749.9	13094.63	10764.74	11875.61	13574.42	14714.11	13552.41	13092.96	15339.43	14128.08	14495.24	15080.47	14589.56	14741.65	12118.52	16666.32	15851.68
ko:K00034	glucose 1-dehydrogenase [EC:1.1.1.47]	3582.33	3802.75	4023.4	3222.57	3034.26	4113.99	8943.74	4821.42	6889.76	5214.47	2387.34	8271.8	5696.889999999999	5332.5	4090.89	5395.0	5484.56	4622.25	5340.959999999999	5700.83	6832.88	4456.8	6831.6	7370.76
ko:K00035	D-galactose 1-dehydrogenase [EC:1.1.1.48]	864.0	1098.0	784.4	1210.0	974.0	1482.0	909.5	565.0	853.0	649.0	574.0	765.5	3627.0	3441.5	2859.5	3396.0	2921.0	3824.0	1554.5	1734.17	2078.5	1170.0	2370.0	1703.0
ko:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	14083.67	12872.93	14299.9	14401.19	13383.18	14987.22	16516.34	11993.32	14794.8	12669.57	11574.580000000002	14596.92	21900.11	19682.1	18207.57	21260.26	17711.010000000002	19075.99	18141.95	18812.65	19079.4	14653.6	24660.07	20084.43
ko:K00038	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	1484.0	1616.0	1679.5	1647.0	1400.67	2121.27	670.8299999999999	1074.0	1061.5	1139.0	796.0	934.0	1383.0	1625.0	1473.0	1399.0	1042.0	1210.0	1360.5	1274.0	1049.0	1021.5	2674.0	1378.5
ko:K00039	ribitol 2-dehydrogenase [EC:1.1.1.56]	478.0	624.5	444.5	347.0	374.5	460.0	319.5	132.0	138.0	250.0	834.0	203.0	1012.0	1268.0	676.0	914.0	918.0	1180.0	333.5	554.67	454.0	204.0	841.0	429.0
ko:K00040	fructuronate reductase [EC:1.1.1.57]	3341.05	3872.4	3492.56	4613.31	3687.2	4976.2	5247.4	2898.9	4045.6	3233.4	4321.66	3964.65	11335.91	10415.8	8675.74	8631.74	7778.95	9074.5	5948.26	7024.57	7569.719999999999	4582.73	8747.65	7761.33
ko:K00041	tagaturonate reductase [EC:1.1.1.58]	1653.57	1704.61	1756.86	1921.67	1665.89	2111.51	3953.83	3394.58	4158.5	3593.0	1906.19	4006.08	2662.75	1826.76	1828.14	2481.0	3071.82	1757.75	2418.05	3087.05	2565.96	2180.0	1894.75	2245.25
ko:K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	7768.6	8412.1	8146.48	9247.37	6350.23	8154.52	13865.14	6565.15	10705.23	7973.27	6609.55	11690.82	13926.64	12706.4	13899.63	10921.06	10005.17	10421.08	9922.84	12413.69	13585.22	8860.24	17581.22	13975.33
ko:K00043	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	2219.0	2430.0	3049.0	3259.0	2025.5	2862.0	2866.0	1681.0	2228.0	1965.0	1488.5	2290.0	3259.5	3969.5	4170.0	2666.0	2863.5	2412.5	3281.5	3427.0	3147.5	3340.0	3928.0	3687.5
ko:K00045	mannitol 2-dehydrogenase [EC:1.1.1.67]	2192.17	2389.5	2574.73	3427.07	2813.4700000000003	3902.8	3813.1	2412.5	3217.6	2610.2	2379.0	2921.8	6720.17	6076.87	5146.63	5361.67	5106.1	5468.0	4541.6	4847.47	4716.8	3720.6	5178.9	4829.9
ko:K00046	gluconate 5-dehydrogenase [EC:1.1.1.69]	10443.43	10080.59	11326.49	10604.19	10513.27	14273.97	10386.93	10404.25	11611.0	10863.7	9203.5	9355.3	17501.989999999998	16021.67	14816.56	16812.33	14240.17	16169.41	13377.45	16222.6	14832.66	12295.2	20043.68	16232.14
ko:K00048	lactaldehyde reductase [EC:1.1.1.77]	473.83	512.94	589.19	353.33	468.14	585.15	1518.0	633.25	1449.5	953.5	404.33	995.0	260.75	315.83	535.39	503.5	614.25	531.25	701.25	1229.0	1342.25	629.5	1418.75	1138.75
ko:K00050	hydroxypyruvate reductase [EC:1.1.1.81]	946.5	1003.0	899.0	1084.0	937.0	1121.0	2578.0	1054.0	1819.0	1350.0	916.0	1957.0	3231.5	2228.5	1812.0	1755.5	2116.5	2318.0	1585.33	2297.0	2512.0	1525.0	2438.0	2499.0
ko:K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	21729.77	21500.85	20911.38	21045.56	20641.71	21460.39	23192.67	21029.32	23132.620000000003	22117.370000000003	20016.67	22758.550000000003	23640.04	22693.01	22661.24	22853.59	22136.35	21538.82	22951.050000000003	23760.4	23093.0	21973.1	23781.82	23943.51
ko:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	17812.02	17438.35	16924.050000000003	17427.83	16775.76	17581.61	18165.07	17618.32	18220.21	17420.8	17141.239999999998	18330.95	18700.11	17938.18	18069.24	18872.59	18643.44	18231.82	18639.25	19082.4	18797.2	17321.3	19519.16	18750.14
ko:K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	3824.17	4140.34	4171.33	4194.17	4028.2	3582.43	4888.5	5756.33	5342.33	5289.5	5615.0	5593.83	2071.5	2385.0	2985.17	2174.33	3655.5	1802.83	2444.83	2373.33	1840.5	3516.17	1104.5	1642.5
ko:K00055	aryl-alcohol dehydrogenase [EC:1.1.1.90]	941.5	957.25	873.0	1450.5	1263.5	1683.77	356.0	685.25	703.0	459.5	664.5	321.0	1292.75	1539.33	1106.92	1762.83	1255.25	800.25	962.75	1352.5	1311.75	887.5	1979.75	1250.25
ko:K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	19702.35	19638.21	20007.74	18572.4	18629.17	18822.24	17930.97	18916.32	19004.88	18704.1	18867.57	18693.15	20526.54	20725.01	20509.74	20344.59	19931.68	20020.82	19463.08	20138.230000000003	20056.5	19459.6	21700.16	20455.74
ko:K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	39411.91	39120.94	37643.41	37822.0	38048.14	39470.1	39506.57	40371.56	40399.64	39430.47	38271.44	40354.46	39304.79	38158.77	38682.19	39633.92	40867.07	38667.9	39302.61	40269.32	38348.9	38974.47	39793.99	40015.64
ko:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	87800.04999999999	88379.22	88901.69	85684.0	81904.81	93367.08	90127.66	76484.68	90040.05	81275.27	69690.17	90453.01	96228.66	97133.56	99808.42	94951.99	91272.9	92857.69	96211.88	99758.21	98576.31	89052.01	119546.56	101469.23
ko:K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	5924.42	5777.68	4583.42	4737.05	4792.97	4366.78	4285.700000000001	3778.24	5121.2	5869.63	5185.9	4564.0	2070.4700000000003	2357.6	3313.4300000000003	1887.93	2823.26	2303.74	4145.610000000001	3365.23	3215.22	3414.41	2997.4	2965.0599999999995
ko:K00064	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	1640.0	1665.5	1709.65	2396.5	2076.67	2552.0	2694.0	2857.33	2833.5	2437.0	4336.33	2276.83	749.5	1028.5	1493.5	1317.0	1718.0	1143.5	2114.0	2231.0	2475.0	1792.75	2411.5	2261.5
ko:K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	6392.280000000001	5508.56	6768.88	6609.67	6158.35	7736.15	8275.83	4812.5	7562.5	6105.0	4656.1900000000005	7398.83	12335.41	11524.76	10597.56	12047.0	9902.11	10080.5	10443.0	9862.6	9139.62	8961.0	10555.0	10751.66
ko:K00066	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	1072.5	1096.5	775.0	369.5	489.17	494.0	1836.5	763.0	1483.5	1257.5	620.5	1186.0	484.0	556.5	772.5	724.0	818.0	850.5	876.5	1171.5	1553.0	724.5	1243.0	1334.5
ko:K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	21181.56	21567.69	19885.56	19951.38	20106.02	20128.120000000003	27592.2	23265.32	26949.980000000003	23590.04	22483.08	28153.24	20898.71	19661.85	19486.07	19080.59	20626.36	18357.15	21410.9	23203.72	25875.1	21164.71	25626.5	26682.52
ko:K00068	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	821.0	758.5	699.25	1125.0	1405.6	1132.44	365.0	222.0	382.5	368.0	244.0	265.0	680.5	963.5	568.89	880.0	457.0	430.0	405.0	383.0	313.5	364.0	975.0	519.5
ko:K00069	15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	516.0	519.0	536.25	1023.0	839.0	789.0	279.0	217.0	287.0	420.0	202.5	338.5	127.0	375.0	506.25	178.0	343.0	226.0	510.0	303.67	206.0	476.5	170.0	293.0
ko:K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	20501.59	20493.51	21094.79	20042.42	21072.84	21647.99	17138.35	19579.34	19222.58	19174.19	18194.66	16993.129999999997	21532.64	22189.82	21979.84	21885.66	19489.95	20474.33	20033.03	22621.66	21109.7	20895.370000000003	25366.34	21070.47
ko:K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	21602.85	21717.96	21963.24	21937.4	20991.17	22369.24	22172.27	20890.07	21905.73	20442.0	20806.97	21960.0	26051.86	25462.01	25490.49	24785.59	24322.96	24533.07	23939.58	24925.4	25168.25	23144.1	26452.57	25103.31
ko:K00076	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	2555.6000000000004	2405.75	2145.4	3149.75	2556.87	3059.0	3562.25	1974.0	3233.25	2522.1	1616.25	2998.75	5401.0	4673.08	4145.67	4121.33	3765.0	3852.5	3723.98	4514.75	4661.5	3328.9	6395.75	5125.45
ko:K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	11721.86	12016.43	10750.09	11603.89	10595.5	9871.74	7626.129999999999	9946.79	8546.619999999999	9086.49	12977.47	7922.200000000001	5686.6900000000005	7628.059999999999	9333.13	5802.15	6710.03	5882.99	9095.64	8282.98	7000.08	8409.01	8346.24	7130.49
ko:K00078	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	7.0
ko:K00082	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	1760.5	1817.0	2311.5	1941.6	1562.67	2354.6	6082.9400000000005	2273.33	4393.85	2447.04	1098.51	5477.15	3160.0	2828.83	3016.67	3641.83	3462.73	2779.0	3753.16	4543.5	5426.03	3532.54	7467.67	5946.4
ko:K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]	239.0	98.0	167.5	74.0	172.0	276.77	217.0	109.0	244.0	29.5	21.5	48.5	766.57	360.0	833.5	617.0	180.36	226.0	326.2	900.0	1006.0	128.0	3168.0	922.0
ko:K00087	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	723.6700000000001	573.0	984.17	1076.41	1500.6999999999998	1691.19	273.0	282.17	272.5	265.83	306.33	234.0	238.5	370.83	586.5	474.0	688.5	338.0	621.75	508.5	367.5	841.5	360.5	571.3299999999999
ko:K00088	IMP dehydrogenase [EC:1.1.1.205]	22774.85	21530.71	22381.74	20752.4	21755.69	23069.41	19484.47	20613.82	20448.88	20237.1	20029.07	19694.15	26106.04	25901.01	23834.88	28651.09	25946.85	27404.82	24888.75	24566.730000000003	23869.5	23289.1	26245.82	25177.91
ko:K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	1129.92	1105.0	935.0	1140.5	977.93	1257.75	2630.0	1075.0	1841.5	1434.0	978.0	2060.5	3288.64	2276.5	1815.14	1923.5	2127.2200000000003	2334.0	1563.13	2345.67	2444.91	1455.5	2491.0	2448.0
ko:K00091	dihydroflavonol-4-reductase [EC:1.1.1.219]	10840.42	11951.92	10986.44	9776.12	10398.0	9695.36	14736.67	15998.71	14864.85	13158.53	15983.54	15693.11	7929.17	8747.619999999999	9409.05	8011.4	10019.63	7773.08	9627.66	10803.86	10724.15	11118.24	11038.42	10994.7
ko:K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	1527.5	633.5	1162.5	531.0	687.36	819.21	788.5	404.5	540.17	390.17	362.0	389.0	2258.5	2399.5	2163.78	4199.5	1397.5	3236.0	2700.8	2552.17	2133.41	1767.67	4007.75	2733.0
ko:K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	15343.27	16215.02	14763.55	15676.66	14668.27	14856.8	16452.72	17361.32	17468.21	16846.43	17641.739999999998	17366.4	15538.97	14960.18	15525.99	13015.59	13793.49	12499.32	14034.45	15741.73	16605.5	14857.6	16027.82	15425.909999999998
ko:K00098	L-idonate 5-dehydrogenase [EC:1.1.1.264]	592.5	578.0	587.0	1041.0	476.67	787.8199999999999	891.0	488.0	828.0	633.0	437.0	621.5	3124.07	2490.0	2345.0	1989.0	1402.86	2252.0	1145.66	1332.67	1626.0	746.0	1306.0	1740.0
ko:K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	16339.35	15631.87	15277.41	15326.06	15441.31	15637.91	14310.47	14103.490000000002	14647.05	14576.6	13934.57	14175.32	17241.61	16519.510000000002	16619.57	17057.260000000002	15000.21	16751.989999999998	16853.25	17267.9	17813.0	15988.43	18630.32	18070.41
ko:K00100	butanol dehydrogenase [EC:1.1.1.-]	44.67	34.0	71.58	79.67	159.67000000000002	53.0	0.0	21.0	0.0	13.0	32.0	1.5	11.67	15.67	46.83	8.67	6.0	3.0	9.2	1.0	10.0	14.25	0.0	1.0
ko:K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	7326.29	7358.95	7302.95	9513.27	8050.0	11441.68	12362.44	9068.17	11580.26	9309.87	8551.12	11481.23	14079.9	12221.78	11146.17	11144.69	10924.79	10899.07	10609.33	12568.97	13713.41	8834.130000000001	17067.67	14006.65
ko:K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	5411.92	6204.5	6708.7	6522.5	4921.5	6046.04	5323.0	3375.0	4342.66	4439.83	3088.5	4356.5	6249.07	7535.5	8683.5	5202.5	5942.360000000001	5768.0	6748.03	7266.17	7157.5	6831.0	9683.0	7576.5
ko:K00103	L-gulonolactone oxidase [EC:1.1.3.8]	1861.5	2001.25	1938.5	2191.2	2452.67	3096.7	2483.54	1266.59	1793.34	1483.5700000000002	1083.67	1347.28	4919.32	4798.5	3447.25	4575.5	4143.74	4892.25	2583.24	3454.16	3742.48	2236.9	4871.42	3909.22
ko:K00104	glycolate oxidase [EC:1.1.3.15]	20510.44	18795.25	17470.98	17033.41	17623.260000000002	16629.21	12721.44	9431.18	13074.84	12638.45	8191.16	13168.9	16214.06	18409.73	18613.67	19119.33	16336.2	19411.5	16133.84	15971.33	16090.53	14283.69	20180.17	18060.58
ko:K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]	473.5	432.5	194.0	203.25	162.2	168.70999999999998	163.0	122.0	295.5	354.0	134.5	267.0	40.57	79.0	58.0	44.0	104.86	86.5	340.8	100.0	73.0	31.0	37.0	52.0
ko:K00106	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	244.0	340.0	624.0	708.0	411.0	690.0	202.0	264.0	137.0	328.0	297.0	113.0	23.0	40.0	268.0	50.0	197.0	28.0	154.0	75.0	70.0	202.0	0.0	23.0
ko:K00108	choline dehydrogenase [EC:1.1.99.1]	11499.81	11695.3	12391.68	13278.32	10029.7	14900.54	12423.61	7833.98	11124.05	9068.07	9217.31	11986.13	18881.19	19783.13	18756.17	19127.49	18136.26	19405.24	17151.37	18082.78	17368.42	14454.33	21089.65	18372.19
ko:K00109	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	130.0	169.0	27.0	103.67	151.67000000000002	82.0	18.0	28.0	15.0	17.0	25.0	18.0	10.0	64.0	27.0	23.0	24.0	10.0	2.0	5.0	3.0	4.0	1.0	14.0
ko:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	23262.64	19615.370000000003	21177.81	18935.13	20311.33	21133.31	17017.98	16378.27	17199.11	16770.83	15109.39	16166.42	26710.29	28117.35	24704.83	31888.69	24055.44	28625.24	26044.27	25298.92	23240.67	22657.08	27942.9	26024.16
ko:K00112	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	817.89	591.0	283.5	554.5	1020.93	643.5	190.0	293.0	396.5	436.0	455.86	422.5	49.0	160.26	150.14	37.0	45.57	69.0	284.0	143.76	108.71	232.0	77.0	103.5
ko:K00113	glycerol-3-phosphate dehydrogenase subunit C	1096.89	1350.0	1743.0	1015.5	743.9300000000001	840.5	399.0	358.17	325.17	496.5	456.86	294.0	239.5	896.26	1087.64	300.5	586.5699999999999	713.0	607.0	297.26	198.71	910.5	138.0	161.32999999999998
ko:K00114	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	4615.15	5685.0	4071.4	3378.5	2598.37	2684.0	1663.0	1772.3	2764.0	3388.0	2070.3	2505.9	3827.5	4756.33	4567.47	3512.73	3838.5	4324.5	1729.9	2278.5	2239.5	1575.4	3860.5	1761.1999999999998
ko:K00116	malate dehydrogenase (quinone) [EC:1.1.5.4]	810.1	816.25	959.65	1434.42	722.63	741.8	794.4100000000001	770.6700000000001	973.09	805.76	1295.24	1048.25	1251.82	1457.41	802.14	1541.66	967.11	676.0	992.25	1093.18	1072.7399999999998	495.81	1388.75	1082.95
ko:K00117	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	9774.0	11517.5	10754.9	10354.0	7752.860000000001	10312.75	12481.83	8152.5	14051.5	12245.0	7478.0	13048.0	13128.5	12789.5	13641.28	11448.5	13056.5	12344.5	9830.0	11361.34	12365.0	9236.0	11492.5	10746.5
ko:K00118	glucose-fructose oxidoreductase [EC:1.1.99.28]	1902.5	1925.9	1930.2	1669.5	1640.3	2190.4	6932.77	5367.57	6545.360000000001	4463.969999999999	5233.14	7381.429999999999	3243.4	2335.2	2373.1	2787.9	3615.33	2119.5	3323.01	3888.96	4874.5	2640.8	4324.570000000001	4816.55
ko:K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	10719.84	11283.68	13285.68	11827.82	10283.91	14902.64	12075.64	12002.87	11423.8	11261.9	12186.96	10927.38	14763.29	13902.6	14627.37	11821.16	10942.6	11297.24	12981.9	14379.98	14576.42	12506.53	20632.32	15296.88
