function	description	FCBAG1	FCBAG2	FCBAG3	FCBAG4	FCBAG5	FCBAG6	FEZAG1	FEZAG2	FEZAG3	FEZAG4	FEZAG5	FEZAG6	SCBAG1	SCBAG2	SCBAG3	SCBAG4	SCBAG5	SCBAG6	SEZAG1	SEZAG2	SEZAG3	SEZAG4	SEZAG5	SEZAG6
ko:K08941	photosystem P840 reaction center iron-sulfur protein	266.83	296.0	90.0	313.83	660.3299999999999	293.17	39.0	79.5	88.5	100.0	62.0	115.0	14.0	44.0	108.0	62.0	42.0	28.0	40.0	33.0	55.5	75.0	0.0	35.0
ko:K08942	photosystem P840 reaction center cytochrome c551	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	11.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08943	photosystem P840 reaction center protein PscD	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08944	bacteriochlorophyll A protein	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08945	chlorosome envelope protein A	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08946	chlorosome envelope protein B	0.0	0.0	0.0	86.0	62.0	12.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08947	chlorosome envelope protein C	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08949	chlorosome envelope protein E	0.0	0.0	0.0	86.0	62.0	12.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08950	chlorosome envelope protein F	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08951	chlorosome envelope protein H	0.0	0.0	0.0	47.0	41.0	6.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08952	chlorosome envelope protein I	37.0	39.0	48.0	154.0	107.0	38.5	32.0	74.0	41.0	152.17000000000002	644.0	18.67	43.0	92.0	13.0	13.0	21.0	33.0	32.0	73.0	54.0	88.0	26.0	4.0
ko:K08953	chlorosome envelope protein J	37.0	39.0	48.0	107.0	66.0	32.5	32.0	74.0	41.0	149.17000000000002	644.0	17.67	43.0	92.0	13.0	13.0	21.0	33.0	32.0	73.0	54.0	88.0	26.0	4.0
ko:K08954	chlorosome envelope protein X	37.0	39.0	48.0	107.0	66.0	32.5	32.0	74.0	41.0	149.17000000000002	644.0	17.67	43.0	92.0	13.0	13.0	21.0	33.0	32.0	73.0	54.0	88.0	26.0	4.0
ko:K08955	ATP-dependent metalloprotease [EC:3.4.24.-]	0.0	0.0	0.2	0.0	0.0	0.0	0.0	2.8	0.0	3.4	17.799999999999997	2.4	0.0	0.0	0.8	1.4	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
ko:K08956	AFG3 family protein [EC:3.4.24.-]	43.0	48.0	48.0	5.0	0.0	3.0	0.0	1.0	0.0	24.0	5.0	5.0	8.0	10.0	7.0	0.0	6.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K08961	chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]	38.0	30.0	12.5	8.0	9.0	18.0	95.5	81.0	61.5	118.0	44.0	272.0	18.0	2.0	2.0	1.0	3.0	0.0	19.5	17.5	9.0	14.5	30.0	15.5
ko:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	12190.5	12009.25	10861.07	10423.59	10268.43	7755.77	9999.69	7861.84	8905.02	8724.87	5522.26	10283.57	6780.56	8647.41	9957.14	8161.83	6843.200000000001	8895.5	9121.71	7375.5	7867.03	9375.29	6435.42	8318.73
ko:K08964	methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]	686.6700000000001	928.5	862.0	844.6	548.9300000000001	756.27	2965.61	865.0	1945.35	1134.04	702.85	3395.15	398.39	525.83	519.1400000000001	455.83	531.7	265.0	894.13	1028.75	2086.53	1241.29	1790.67	1900.9
ko:K08965	2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]	85.42	50.0	24.0	158.25	113.0	115.0	2322.84	281.67	1533.1799999999998	455.34	41.34	2944.6800000000003	3.57	8.0	23.0	1.0	2.36	5.0	543.46	629.66	1710.5	224.17	1500.33	1596.1699999999998
ko:K08966	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	185.92	136.0	242.5	199.0	264.5	159.0	2764.34	499.17	1738.5099999999998	540.6700000000001	118.84	3362.1800000000003	117.14	30.0	28.0	73.5	45.72	103.5	1099.26	906.66	2190.0	661.5	1775.83	2185.67
ko:K08967	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	696.6700000000001	941.5	879.4	860.2	563.9300000000001	753.87	3281.21	915.5	2238.68	1302.07	716.85	3478.2000000000003	393.82	523.83	534.1400000000001	461.83	531.74	272.0	1215.63	1078.75	2165.23	1252.49	1886.67	2274.3
ko:K08968	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	7942.76	8587.27	8485.83	8470.560000000001	8699.93	9827.74	10747.2	14395.15	12193.53	12770.3	15317.57	11014.08	10142.29	8760.77	8711.99	8012.76	9556.37	8042.32	8882.94	9543.73	9564.47	9339.25	7540.4	7988.98
ko:K08969	L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]	535.4200000000001	589.0	727.0	625.25	566.25	994.54	166.0	317.5	150.0	102.0	301.0	187.0	389.57	295.0	416.0	476.0	795.36	511.0	1310.8	717.0	276.0	827.0	536.0	530.0
ko:K08970	nickel/cobalt transporter (NicO) family protein	1099.81	1166.5	1147.5	1470.75	1066.43	1500.5	1564.5	891.0	1164.5	1090.0	797.1700000000001	1386.25	1751.25	2074.5	1649.64	1730.0	1811.75	1740.0	1644.5	1945.73	1701.62	1430.75	2893.0	2147.0
ko:K08972	putative membrane protein	7284.75	6315.200000000001	6865.36	5263.13	6100.32	6304.889999999999	17144.4	9708.17	13704.45	9242.94	8174.02	17209.52	7491.07	7397.83	6871.67	10248.83	8553.89	10018.33	10822.78	11006.81	14306.6	8674.28	12317.079999999998	15326.12
ko:K08973	putative membrane protein	9499.02	10466.57	10043.91	10028.24	8191.83	9976.72	13458.72	12924.65	13394.05	12258.6	14459.38	14163.73	11435.57	10639.95	11265.35	9349.73	10283.43	9297.08	9354.91	11599.47	12577.88	9878.17	11343.57	11702.079999999998
ko:K08974	putative membrane protein	7820.5	7570.56	7848.24	7015.5	7406.360000000001	8448.15	7499.0	8361.92	8453.83	8385.49	9363.52	7540.25	8557.14	8412.06	7403.75	10797.69	10247.92	9735.32	9063.59	8745.35	7800.700000000001	8220.76	6551.5	7941.91
ko:K08976	putative membrane protein	4872.07	5605.84	5806.58	5318.42	4359.53	5160.54	5862.58	7449.08	7195.41	7755.93	7915.75	6836.33	2607.32	2904.75	3700.42	2545.83	4429.610000000001	2535.08	3632.7	3982.08	3380.25	4629.9	2336.5	2750.7
ko:K08978	bacterial/archaeal transporter family protein	1841.25	1867.0	1657.06	1605.26	2162.26	1822.95	2560.6	1863.5	2413.5	2259.7	1143.33	1860.8	441.07	742.8299999999999	1172.31	731.3299999999999	897.26	839.3299999999999	1392.8	1684.0	1538.7	1483.7	1423.0	1522.4
ko:K08980	putative membrane protein	0.0	5.0	14.0	16.6	12.0	5.6	80.60000000000001	23.0	1.25	1.7	14.0	13.05	8.0	0.0	2.0	1.0	5.73	0.0	3.25	2.5	20.7	23.2	2.3400000000000003	22.98
ko:K08981	putative membrane protein	3691.26	2947.9	4229.2	2441.55	3184.9700000000003	3780.66	2700.2	4903.24	3464.2	3637.3	5062.88	3544.0	7281.04	6572.7	5444.1	9264.9	7581.42	8682.0	6508.54	6023.8	5725.1	5756.4	7520.9	5997.4
ko:K08982	putative membrane protein	2004.75	1520.25	1241.17	2421.83	2760.59	1996.08	1032.75	815.84	1334.25	885.5799999999999	1300.08	999.25	1148.0	1176.58	1583.5	1108.5	769.0	716.5	643.2	1772.75	1977.5	611.5	4041.75	1716.41
ko:K08983	putative membrane protein	397.32	620.0	699.8299999999999	469.0	322.7	501.5	509.5	658.66	542.1700000000001	871.5999999999999	655.1700000000001	492.67	160.17000000000002	330.17	527.3299999999999	73.67	171.0	254.5	394.9	569.6700000000001	758.3299999999999	780.5699999999999	627.5	440.7
ko:K08984	putative membrane protein	2910.25	2582.0	1499.22	2200.67	1899.36	1300.92	628.0	721.5	835.0	1003.1	1053.86	793.75	685.79	1002.11	1325.17	566.69	771.53	665.74	1315.19	638.13	466.41	582.83	299.0	240.7
ko:K08985	putative lipoprotein	331.12	192.78	112.57	66.0	48.33	36.0	12.0	20.0	0.0	65.5	317.03000000000003	4.0	114.9	122.4	74.0	20.86	71.56	68.24	1062.59	136.43	34.120000000000005	283.43	0.0	23.0
ko:K08986	putative membrane protein	53.5	32.0	49.25	7.25	23.17	56.48	0.0	4.0	0.0	0.0	5.0	2.75	1.64	7.0	0.0	0.0	4.72	0.0	273.6	0.0	0.0	4.0	0.0	3.0
ko:K08987	putative membrane protein	707.1700000000001	863.9200000000001	945.08	1409.0	845.3299999999999	1227.66	902.0	815.25	1113.5	1421.5	685.5	1128.25	198.32	280.0	385.42	517.3299999999999	901.61	585.5799999999999	403.75	450.0	511.25	636.0	1242.75	535.25
ko:K08988	putative membrane protein	3836.57	3755.5	4510.33	3353.17	3943.87	5181.0	3348.0	7055.17	4074.5	4401.6	5632.5	2762.5	5388.17	4582.0	4183.75	4619.5	4256.5	3861.0	4796.9	5491.5	5781.5	5303.65	5209.5	5141.53
ko:K08989	putative membrane protein	693.5500000000001	736.4	534.55	405.8	424.8	524.02	546.37	329.9	373.7	369.97	1414.7	639.17	1238.37	1534.96	1046.9299999999998	968.43	1057.38	1315.24	2222.59	696.42	634.6	541.0799999999999	1035.9	546.9
ko:K08990	putative membrane protein	2009.17	2069.4300000000003	2087.65	2449.9700000000003	1734.23	2482.37	3465.4	1717.82	2556.1	2065.9	2947.17	2822.9	5533.72	4919.77	4357.82	4237.43	4178.51	4693.99	4418.9400000000005	4037.4	4385.969999999999	3329.08	4916.15	4291.58
ko:K08992	lipopolysaccharide assembly protein A	5220.0	5465.68	4822.0	4684.64	4633.06	4819.62	2452.23	4763.74	3310.27	3851.73	7062.0	2494.15	5737.47	5311.099999999999	4862.99	4358.26	3686.76	4737.74	4032.86	4128.9	4207.219999999999	3287.74	3378.4	3097.33
ko:K08993	putative membrane protein	494.5	211.78	116.47	561.0	528.76	350.67	12.67	24.0	21.0	58.5	306.53000000000003	4.0	132.9	106.28	74.64	38.86	108.06	84.24	1063.59	129.38	25.41	264.93	0.0	11.0
ko:K08994	ion channel-forming bestrophin family protein	4235.24	4676.67	5147.83	3430.3	2697.83	4169.13	13880.3	6621.83	12131.43	8829.77	5273.620000000001	12478.0	4252.5	3688.64	4004.17	4485.33	6438.929999999999	3486.83	6204.91	8004.83	9231.93	6798.94	7673.51	8494.78
ko:K08995	putative membrane protein	1259.0	1129.0	1677.4	888.1	994.0	1713.1	2976.1000000000004	2377.0	2870.75	2146.2	2269.5	2143.05	1077.0	1117.5	1395.5	1658.0	1550.9	1309.0	2279.25	3097.5	3480.7	1724.7	3527.0	2931.65
ko:K08996	putative membrane protein	450.57	385.0	439.0	127.0	472.0	534.0	944.0	2778.33	1588.0	873.0	3453.0	1278.33	2482.0	1456.76	1199.0	2185.0	2774.57	1336.0	1235.0	1505.1	1107.53	1097.0	693.0	1202.0
ko:K08997	uncharacterized protein	1553.63	1941.9	1647.45	2293.2200000000003	1778.9	1999.2	2852.7	1308.5700000000002	1969.2	1686.63	1980.78	2249.5	5368.57	4790.530000000001	3910.74	3885.9	3585.7	4424.5	1932.18	2972.9700000000003	3151.1	1469.65	3334.9	2949.5599999999995
ko:K08998	uncharacterized protein	16865.33	16749.11	16993.09	16129.77	16326.09	16718.54	16056.65	17646.25	16739.86	17089.27	16460.739999999998	17146.5	17997.57	17609.28	17147.89	17942.33	18044.09	18090.75	16469.66	16319.13	16135.49	17039.87	15894.42	17298.13
ko:K08999	uncharacterized protein	11515.0	11237.59	11299.83	10250.1	11733.83	11595.1	13080.77	13287.41	13558.59	12975.7	11057.01	14140.73	11033.25	10046.0	10664.92	13123.33	12616.98	11883.58	12103.66	12616.66	12358.28	12564.04	13213.919999999998	13291.9
ko:K09000	CRISPR-associated protein Cmr4	297.25	235.5	198.0	159.05	189.0	148.05	3325.6400000000003	813.8299999999999	2285.34	1185.6	248.51	3545.5800000000004	95.0	50.5	120.0	25.0	48.03	39.0	905.91	937.66	1962.6	782.1100000000001	1728.6699999999998	2220.2
ko:K09001	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	11410.170000000002	12136.52	10959.98	10983.41	9257.56	10212.66	15627.72	12978.65	14677.21	12890.330000000002	12832.41	16081.73	12789.54	11943.35	13478.99	10820.59	12177.35	10516.82	13027.6	13139.23	13816.5	12976.53	12519.57	13247.38
ko:K09002	CRISPR-associated protein Csm3	158.5	112.75	95.0	198.1	170.5	80.1	163.1	94.25	117.0	96.2	39.0	110.8	28.75	18.0	56.25	34.0	27.65	38.25	78.75	118.0	60.95	48.7	48.75	143.65
ko:K09003	uncharacterized protein	252.5	251.25	129.0	260.5	280.0	175.5	25.0	63.25	127.5	82.5	32.0	96.0	7.75	41.0	75.25	28.5	33.25	36.25	111.25	69.5	11.75	132.0	9.75	35.75
ko:K09004	uncharacterized protein	4045.08	3341.08	2244.9	4747.35	3280.1	2629.1000000000004	2680.75	2211.0	2751.25	2282.35	1825.75	1859.25	2049.25	1940.58	1992.5	2012.83	1754.75	1755.0	1891.15	2161.17	2425.5	1584.65	1636.75	2112.95
ko:K09005	uncharacterized protein	11150.55	11261.24	13624.18	11543.07	11678.63	14654.13	14449.84	15588.06	13881.53	12569.77	14262.31	13867.13	16681.9	15863.53	16025.69	17077.059999999998	16060.93	16641.33	15471.59	16756.800000000003	16961.13	15859.94	17496.57	17573.65
ko:K09006	uncharacterized protein	14.0	14.0	88.0	3.0	7.0	5.0	1.0	0.0	2.0	10.0	0.0	0.0	16.0	15.0	1.0	2.0	35.0	10.0	3.0	0.5	0.0	2.0	0.0	2.0
ko:K09007	GTP cyclohydrolase IB [EC:3.5.4.16]	6487.91	6352.5	3415.67	5864.08	5494.33	3567.67	4026.3	2964.84	4368.27	4788.57	3507.57	4160.77	4704.5	4602.33	3906.5	3071.5	2914.5	3793.5	2038.55	2911.84	3500.91	2371.67	2770.0	3026.73
ko:K09009	uncharacterized protein	3021.5	2076.5	3106.5	1648.33	2542.75	3705.5	943.0	1229.5	1479.5	1213.0	1465.0	705.0	5500.5	5294.0	4135.0	7933.0	6028.5	7338.0	4795.0	5044.5	4424.0	3596.0	6816.0	5129.5
ko:K09010	uncharacterized protein	4.0	1.5	1.0	6.5	2.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0
ko:K09011	(R)-citramalate synthase [EC:2.3.1.182]	1231.0	1360.5	831.0	2366.5	1453.0	1116.0	1043.83	587.5	1108.5	1327.17	625.0	1095.67	111.5	328.5	420.5	152.5	198.0	155.5	107.0	126.0	196.5	280.5	139.0	128.5
ko:K09012	DeoR family transcriptional regulator, suf operon transcriptional repressor	89.5	55.0	197.5	91.7	55.5	51.2	3807.04	968.33	2347.93	1004.57	248.01	3822.2	133.0	19.0	24.0	73.5	45.46	85.5	957.91	1071.33	2298.23	819.24	1868.51	2662.38
ko:K09013	Fe-S cluster assembly ATP-binding protein	17205.93	17556.32	18691.33	18301.48	18179.71	20352.17	17123.92	19054.65	18018.53	17777.2	18572.8	17074.8	19275.97	19245.19	19311.41	20045.56	19035.79	19380.58	18552.57	20098.550000000003	20173.38	19214.92	21723.07	20806.26
ko:K09014	Fe-S cluster assembly protein SufB	14962.52	15242.99	16129.330000000002	15608.74	15008.71	17450.09	16528.67	18155.98	16998.03	16876.370000000003	17744.64	16253.3	18722.47	17892.03	18026.41	19236.06	17853.29	18517.58	17457.79	18810.050000000003	19265.88	17629.42	20406.07	19501.93
ko:K09015	Fe-S cluster assembly protein SufD	15387.52	15823.99	17036.33	15981.74	15181.71	17729.51	16579.67	18217.98	17096.03	17035.370000000003	17816.64	16358.3	18802.47	18501.03	18457.41	19375.06	18100.29	18825.58	17651.79	18919.050000000003	19320.88	18030.42	20470.07	19571.93
ko:K09016	putative pyrimidine permease RutG	86.38	189.0	100.0	205.0	114.0	167.5	45.5	44.17	23.0	50.0	145.59	79.5	286.0	327.33	231.67	370.33	297.0	162.0	66.17	252.0	149.0	111.0	129.0	49.0
ko:K09017	TetR/AcrR family transcriptional regulator	6068.88	6057.9	6324.32	6204.25	5351.63	7571.03	6449.1	4491.57	6234.02	5518.629999999999	5778.49	5260.5	8125.139999999999	7938.799999999999	7818.26	6777.07	7194.59	6981.5	8024.26	8584.4	8493.12	7662.8	11580.330000000002	8890.71
ko:K09018	pyrimidine oxygenase [EC:1.14.99.46]	393.0	387.0	376.0	204.0	164.0	216.25	75.0	156.0	78.0	181.0	437.0	106.0	273.0	211.0	311.0	310.0	340.0	350.0	695.0	477.0	175.0	378.0	209.0	138.5
ko:K09019	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	1783.5	1942.5	2791.65	2838.0	2276.67	3171.0	1073.5	2917.5	1637.0	2262.5	2703.5	1017.5	2713.5	2921.5	3251.0	2163.5	1786.5	1442.5	2322.5	2648.67	2441.5	2390.75	2398.5	2156.5
ko:K09020	ureidoacrylate peracid hydrolase [EC:3.5.1.110]	488.5	358.5	579.4	467.5	368.0	715.69	864.0	509.0	582.0	596.5	356.0	799.0	569.0	621.0	1076.0	545.0	746.3299999999999	511.0	739.0	715.0	528.5	655.5	1526.34	1001.83
ko:K09021	aminoacrylate peracid reductase	157.0	200.0	268.0	486.0	197.0	295.25	307.0	151.0	140.0	202.0	169.0	161.5	276.0	352.0	376.0	233.0	292.0	279.0	362.0	504.0	377.0	349.0	666.0	412.5
ko:K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	13772.23	13750.99	12452.51	13507.47	13264.36	12531.65	15670.31	14384.490000000002	15742.55	13712.04	13595.080000000002	16950.83	9981.79	9452.009999999998	10802.91	9128.09	11420.1	7732.82	12404.48	11464.8	11504.83	13406.84	9669.15	11942.62
ko:K09023	aminoacrylate hydrolase [EC:3.5.1.-]	4.0	15.0	9.33	0.0	0.0	16.25	0.0	14.0	8.0	17.0	39.0	2.0	0.0	17.0	160.0	8.0	1.0	42.0	21.0	12.0	25.0	47.0	26.0	19.5
ko:K09024	flavin reductase [EC:1.5.1.-]	473.17	575.5	886.9799999999999	1005.17	534.6700000000001	774.0	912.5	553.0	918.5	851.0	499.25	717.5	1357.67	1147.17	1269.83	540.1700000000001	515.0	512.5	840.0	1096.5	1156.0	919.75	1494.5	1642.5
ko:K09065	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	8785.0	9112.75	7000.91	7112.66	7552.93	6435.33	7160.33	9149.92	8581.83	8033.49	9249.24	8196.08	6113.17	6054.49	6420.56	5789.16	6916.5	4813.08	5893.5	6701.92	5882.75	6664.83	4808.25	5099.41
ko:K09116	uncharacterized protein	1655.66	1354.08	777.5	2481.16	2616.5	1202.58	204.75	246.5	581.75	601.3299999999999	362.91	413.75	88.5	521.41	305.5	102.5	43.5	133.0	171.0	195.25	180.5	200.5	77.75	157.75
ko:K09117	uncharacterized protein	18130.52	17872.38	17533.16	17363.8	16984.9	17527.9	14856.53	18173.98	16434.62	17094.23	18361.4	15105.25	19964.04	19446.18	18625.85	19382.09	19073.620000000003	19093.32	18462.34	18884.9	17745.47	17977.23	18023.15	17390.43
ko:K09118	uncharacterized protein	4204.83	3300.5	4088.0	2909.26	4185.58	4537.27	6059.6900000000005	2897.83	4294.93	2562.37	1563.5100000000002	5639.4	5600.5	5680.5	4479.5	7777.5	6326.23	7823.0	6404.11	5947.33	6857.03	5212.04	6880.67	8120.65
ko:K09120	uncharacterized protein	96.0	56.0	109.25	114.6	300.0	147.6	2178.94	307.34000000000003	1464.34	460.37	55.67	2851.48	9.0	27.0	13.0	13.0	34.4	3.0	288.66	627.66	1715.53	237.45	1501.3300000000002	1600.7399999999998
ko:K09121	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]	5605.33	5239.05	4994.889999999999	4804.84	5915.08	5081.45	5761.6900000000005	3566.0	5705.43	4770.700000000001	2696.34	6400.9	1965.5	2219.83	3325.0	1854.5	1728.73	1792.0	3325.46	3896.83	4904.03	3594.54	5910.92	5369.98
ko:K09122	uncharacterized protein	2765.33	2338.0	1510.67	2483.76	3060.5	1750.1	1007.1	772.5	1113.42	925.03	850.0	1067.55	1121.5	1031.33	1399.0	869.5	348.73	582.0	757.25	1210.0	1140.87	614.7	2307.34	983.14
ko:K09123	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]	557.0	756.0	415.0	554.3299999999999	487.33	445.0	786.5	388.0	660.0	476.0	284.0	473.5	497.0	446.5	609.0	387.0	227.0	363.0	513.0	633.1700000000001	724.5	389.0	1125.0	883.0
ko:K09124	uncharacterized protein	196.5	26.0	123.5	47.5	76.0	146.0	205.0	248.0	200.0	76.0	120.0	52.75	1156.57	761.0	631.25	1013.0	472.36	621.0	640.0	593.0	598.0	460.0	538.0	850.0
ko:K09125	uncharacterized protein	10398.0	10820.37	11639.25	12172.0	11355.92	13222.77	12961.83	16999.75	13724.66	14364.0	16314.03	12298.67	15231.65	13223.02	12696.81	12108.19	13052.31	11543.32	13351.92	13761.22	13086.7	13709.92	12657.75	12269.91
ko:K09126	uncharacterized protein	237.83	188.0	278.0	271.83	264.83	154.67000000000002	48.0	48.0	88.0	86.0	33.0	60.0	41.0	36.0	46.0	33.0	10.0	28.0	13.5	30.0	19.0	27.0	5.0	40.0
ko:K09127	CRISPR-associated protein Cmr3	73.25	72.5	20.0	80.55	98.0	71.55	3418.1400000000003	822.3299999999999	2074.84	1066.6	265.51	3535.5800000000004	34.0	16.5	2.0	1.0	13.53	0.0	751.9099999999999	831.1600000000001	1882.6	640.94	1711.6699999999998	2193.7
ko:K09128	uncharacterized protein	157.0	286.0	114.0	135.32999999999998	125.33	138.0	37.0	66.0	108.0	92.0	61.0	51.0	66.0	117.0	75.0	26.0	33.0	63.0	33.0	49.0	46.0	55.0	29.0	75.0
ko:K09129	uncharacterized protein	525.75	462.5	385.17	617.41	790.5	373.08	2518.84	419.51	1643.34	626.5	136.5	3103.6800000000003	75.0	139.32999999999998	176.0	62.0	62.0	102.0	293.41	653.66	1746.83	179.67000000000002	1509.33	1619.67
ko:K09130	uncharacterized protein	4.0	1.5	1.0	6.5	2.0	3.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	1.5	0.0	0.0
ko:K09131	uncharacterized protein	9680.35	9815.5	9205.47	10369.93	8706.91	7795.27	7741.44	5079.83	7438.93	7075.290000000001	4797.54	8164.900000000001	5351.4	7066.9	9078.5	5266.860000000001	5562.79	5500.24	7760.83	6793.09	8217.32	7543.469999999999	10023.67	8532.65
ko:K09132	uncharacterized protein	36.0	56.0	18.0	7.0	20.0	7.0	239.0	6.0	36.0	4.0	2.0	10.0	316.0	226.0	199.0	110.0	56.0	230.0	53.0	52.0	180.0	7.0	231.0	36.0
ko:K09133	uncharacterized protein	244.0	160.0	215.0	141.0	234.5	120.0	37.0	31.0	66.0	74.0	57.0	70.0	54.0	92.0	47.0	18.0	8.0	35.0	9.0	25.0	15.0	12.0	2.0	43.5
ko:K09136	ribosomal protein S12 methylthiotransferase accessory factor	3663.58	3338.0	2417.37	3024.63	4117.52	2620.8	3959.64	2631.02	4188.34	2570.51	2615.5	5228.08	3741.24	2646.16	3517.4700000000003	2783.0	2682.0600000000004	1408.5	2558.38	4132.83	5140.43	1988.1	7597.33	5044.7
ko:K09137	uncharacterized protein	2687.83	2488.5	1225.0	2004.33	2340.0	1202.42	731.5	688.0	1103.5	767.0	481.0	620.5	1333.5	1155.5	1465.0	1036.5	402.0	655.5	732.0	1852.0	2118.0	424.0	4609.0	1930.5
ko:K09138	uncharacterized protein	830.8299999999999	725.5	337.57000000000005	880.5899999999999	1258.33	586.6	2445.94	423.84	1742.0099999999998	661.2	147.67000000000002	3197.98	41.0	397.83	180.0	85.0	79.4	59.0	372.66	764.16	1825.2	218.7	1570.3300000000002	1728.9
ko:K09139	uncharacterized protein	30.0	27.0	29.0	24.0	31.0	6.0	11.0	39.0	24.0	59.0	23.0	26.0	5.0	27.0	48.0	9.0	46.0	23.0	40.0	50.0	38.0	218.0	10.0	48.0
ko:K09140	pre-rRNA-processing protein TSR3	280.0	283.5	324.5	261.0	162.5	229.0	190.5	178.0	209.5	360.5	189.5	287.5	43.0	59.0	105.5	30.5	108.5	36.0	82.0	71.5	44.5	167.0	21.0	78.0
ko:K09141	uncharacterized protein	2998.3500000000004	2560.5	1465.8200000000002	3632.42	3686.79	1753.58	524.5	398.17	716.5	894.35	649.8299999999999	692.6700000000001	393.5	794.3299999999999	877.75	308.0	319.0	566.0	991.15	289.5	404.0	501.9	147.25	311.53
ko:K09143	uncharacterized protein	225.0	275.0	274.0	443.0	273.0	161.67000000000002	38.67	61.0	85.0	128.0	137.0	87.0	103.0	261.0	263.0	40.0	27.0	92.0	35.0	64.0	26.0	24.0	14.0	28.0
ko:K09144	uncharacterized protein	166.25	177.0	87.17	152.07999999999998	259.17	88.08	54.5	29.01	87.5	74.83	24.17	69.5	16.0	41.83	28.5	16.0	29.0	17.0	45.42	67.5	25.0	76.0	102.0	56.66
ko:K09145	uncharacterized protein	10.5	10.0	1.25	2.92	10.67	4.0	0.0	0.0	1.0	0.0	3.0	0.75	0.57	6.0	0.0	0.0	5.36	0.0	246.0	0.0	4.0	0.0	0.0	0.0
ko:K09146	uncharacterized protein	34.0	15.0	52.0	8.0	46.67	109.0	0.0	12.0	1.5	0.0	4.0	0.0	0.0	7.0	14.0	46.0	38.0	16.0	29.0	0.0	63.5	19.0	633.0	144.0
ko:K09147	uncharacterized protein	3.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
ko:K09153	small membrane protein	1257.5	1296.0	1187.0	1982.0	1585.5	1083.0	807.0	421.5	507.0	589.1700000000001	341.0	569.1700000000001	476.07	584.5	688.0	447.0	1099.36	1026.0	1287.0	836.0	251.5	869.5	255.0	333.0
ko:K09154	uncharacterized protein	1231.0	1574.5	1320.9	1161.0	893.5	1190.0	637.5	906.5	838.5	1080.0	844.5	675.5	1098.0	1331.5	897.5	1036.0	1166.0	1258.5	511.5	621.5	546.5	454.0	835.0	500.5
